Transporter,Transporter_Superfamily
3.A.29.1.5,AAA-ATPase Superfamily
3.A.29.1.6,AAA-ATPase Superfamily
3.A.29.1.7,AAA-ATPase Superfamily
3.A.3.1.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.10,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.11,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.12,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.13,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.14,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.15,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.16,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.8,P-type ATPase (P-ATPase) Superfamily
3.A.3.1.9,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.10,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.11,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.12,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.13,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.14,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.15,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.16,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.17,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.18,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.19,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.20,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.21,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.22,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.23,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.24,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.25,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.8,P-type ATPase (P-ATPase) Superfamily
3.A.3.10.9,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.10,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.11,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.12,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.13,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.14,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.15,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.16,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.17,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.18,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.19,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.20,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.21,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.22,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.23,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.24,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.25,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.26,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.27,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.28,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.29,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.30,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.31,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.32,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.33,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.34,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.35,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.36,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.37,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.38,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.39,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.40,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.41,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.42,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.43,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.44,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.45,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.46,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.47,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.48,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.49,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.50,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.51,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.52,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.8,P-type ATPase (P-ATPase) Superfamily
3.A.3.2.9,P-type ATPase (P-ATPase) Superfamily
3.A.3.23.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.23.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.23.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.24.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.24.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.24.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.24.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.25.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.25.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.25.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.25.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.27.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.27.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.27.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.27.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.27.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.27.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.27.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.10,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.11,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.12,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.8,P-type ATPase (P-ATPase) Superfamily
3.A.3.3.9,P-type ATPase (P-ATPase) Superfamily
3.A.3.30.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.30.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.30.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.30.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.31.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.31.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.32.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.32.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.32.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.32.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.32.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.32.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.32.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.32.8,P-type ATPase (P-ATPase) Superfamily
3.A.3.4.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.4.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.4.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.4.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.4.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.10,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.11,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.12,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.13,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.14,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.15,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.16,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.17,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.18,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.19,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.20,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.21,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.22,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.23,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.24,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.25,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.26,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.27,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.28,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.29,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.30,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.31,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.32,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.33,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.34,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.35,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.36,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.37,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.38,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.39,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.40,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.41,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.42,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.43,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.8,P-type ATPase (P-ATPase) Superfamily
3.A.3.5.9,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.10,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.11,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.12,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.13,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.14,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.15,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.16,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.17,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.18,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.19,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.20,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.21,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.22,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.23,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.24,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.25,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.26,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.27,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.8,P-type ATPase (P-ATPase) Superfamily
3.A.3.6.9,P-type ATPase (P-ATPase) Superfamily
3.A.3.7.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.7.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.7.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.10,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.11,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.12,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.13,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.14,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.15,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.16,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.17,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.18,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.19,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.20,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.21,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.22,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.23,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.24,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.25,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.26,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.27,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.28,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.29,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.30,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.31,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.8,P-type ATPase (P-ATPase) Superfamily
3.A.3.8.9,P-type ATPase (P-ATPase) Superfamily
3.A.3.9.1,P-type ATPase (P-ATPase) Superfamily
3.A.3.9.2,P-type ATPase (P-ATPase) Superfamily
3.A.3.9.3,P-type ATPase (P-ATPase) Superfamily
3.A.3.9.4,P-type ATPase (P-ATPase) Superfamily
3.A.3.9.5,P-type ATPase (P-ATPase) Superfamily
3.A.3.9.6,P-type ATPase (P-ATPase) Superfamily
3.A.3.9.7,P-type ATPase (P-ATPase) Superfamily
3.A.3.9.8,P-type ATPase (P-ATPase) Superfamily
3.A.31.1.1,AAA-ATPase Superfamily
3.A.31.1.2,AAA-ATPase Superfamily
3.A.31.1.3,AAA-ATPase Superfamily
3.A.31.1.4,AAA-ATPase Superfamily
3.A.4.1.1,ArsA ATPase (ArsA) Superfamily
3.A.4.1.2,ArsA ATPase (ArsA) Superfamily
3.A.5.1.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.1.2,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.1.3,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.1.4,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.10.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.2.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.2.2,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.3.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.4.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.4.2,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.5.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.6.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.7.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.7.2,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.7.3,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.7.4,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.8.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.9.1,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.9.2,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.9.3,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.5.9.4,Ankyrin Repeat Domain-containing (Ank) Superfamily
3.A.8.1.1,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
3.A.8.1.2,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
3.A.8.1.3,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
3.A.8.1.4,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
3.A.8.1.5,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
3.A.9.1.1,ATP-dependent Clp Protease (Clp) Superfamily
3.A.9.1.2,ATP-dependent Clp Protease (Clp) Superfamily
3.B.1.1.1,CPA Superfamily
3.B.1.1.2,CPA Superfamily
3.B.1.1.3,CPA Superfamily
3.B.1.1.4,CPA Superfamily
3.B.1.1.5,CPA Superfamily
3.B.1.1.6,CPA Superfamily
3.B.1.1.7,CPA Superfamily
3.D.1.1.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.2.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.3.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.4.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.4.2,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.4.3,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.4.4,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.5.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.6.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.6.2,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.6.3,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.6.4,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.7.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.8.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.8.2,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.9.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.9.2,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.1.9.3,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.10.1.1,Iron-Sulfur Protein (ISP) Superfamily
3.D.10.1.2,Iron-Sulfur Protein (ISP) Superfamily
3.D.10.1.3,Iron-Sulfur Protein (ISP) Superfamily
3.D.10.1.4,Iron-Sulfur Protein (ISP) Superfamily
3.D.10.1.5,Iron-Sulfur Protein (ISP) Superfamily
3.D.10.1.6,Iron-Sulfur Protein (ISP) Superfamily
3.D.10.1.7,Iron-Sulfur Protein (ISP) Superfamily
3.D.10.1.8,Iron-Sulfur Protein (ISP) Superfamily
3.D.10.1.9,Iron-Sulfur Protein (ISP) Superfamily
3.D.11.1.1,Iron-Sulfur Protein (ISP) Superfamily
3.D.4.1.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.1.2,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.10.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.10.2,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.10.3,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.10.4,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.10.5,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.11.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.12.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.2.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.2.2,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.3.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.3.2,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.3.3,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.3.4,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.4.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.4.2,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.4.3,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.4.4,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.4.5,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.5.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.5.2,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.6.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.6.2,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.7.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.8.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.4.9.1,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
3.D.5.1.1,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily
3.D.6.1.1,Iron-Sulfur Protein (ISP) Superfamily
3.D.6.1.2,Iron-Sulfur Protein (ISP) Superfamily
3.D.6.1.3,Iron-Sulfur Protein (ISP) Superfamily
3.D.6.1.4,Iron-Sulfur Protein (ISP) Superfamily
3.D.6.1.5,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.1.1,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.1.2,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.1.3,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.1.4,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.1.5,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.1.6,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.2.1,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.2.2,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.2.3,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.2.4,Iron-Sulfur Protein (ISP) Superfamily
3.D.7.2.5,Iron-Sulfur Protein (ISP) Superfamily
3.D.8.1.1,Iron-Sulfur Protein (ISP) Superfamily
3.D.8.1.2,Iron-Sulfur Protein (ISP) Superfamily
3.D.9.1.1,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.D.9.1.2,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily"
3.E.1.1.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.10,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.11,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.12,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.6,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.7,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.8,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.1.9,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.2.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.2.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.3.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.3.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.3.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.3.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.3.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.4.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.4.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.4.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.4.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.4.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.4.6,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.4.7,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.4.8,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.4.9,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.5.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.5.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.5.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.10,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.11,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.12,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.13,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.14,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.15,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
