Transporter,Transporter_Superfamily
3.E.1.6.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.6,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.7,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.8,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.6.9,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.7.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.7.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.7.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.7.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.7.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.7.6,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.7.7,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.7.8,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.7.9,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.8.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.8.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.8.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.8.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.1.8.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.10,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.6,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.7,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.8,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
3.E.3.1.9,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
4.A.1.1.1,PTS-GFL Superfamily
4.A.1.1.10,PTS-GFL Superfamily
4.A.1.1.11,PTS-GFL Superfamily
4.A.1.1.12,PTS-GFL Superfamily
4.A.1.1.13,PTS-GFL Superfamily
4.A.1.1.14,PTS-GFL Superfamily
4.A.1.1.15,PTS-GFL Superfamily
4.A.1.1.16,PTS-GFL Superfamily
4.A.1.1.17,PTS-GFL Superfamily
4.A.1.1.18,PTS-GFL Superfamily
4.A.1.1.19,PTS-GFL Superfamily
4.A.1.1.2,PTS-GFL Superfamily
4.A.1.1.20,PTS-GFL Superfamily
4.A.1.1.21,PTS-GFL Superfamily
4.A.1.1.3,PTS-GFL Superfamily
4.A.1.1.4,PTS-GFL Superfamily
4.A.1.1.5,PTS-GFL Superfamily
4.A.1.1.6,PTS-GFL Superfamily
4.A.1.1.7,PTS-GFL Superfamily
4.A.1.1.8,PTS-GFL Superfamily
4.A.1.1.9,PTS-GFL Superfamily
4.A.1.2.1,PTS-GFL Superfamily
4.A.1.2.10,PTS-GFL Superfamily
4.A.1.2.11,PTS-GFL Superfamily
4.A.1.2.12,PTS-GFL Superfamily
4.A.1.2.13,PTS-GFL Superfamily
4.A.1.2.14,PTS-GFL Superfamily
4.A.1.2.15,PTS-GFL Superfamily
4.A.1.2.16,PTS-GFL Superfamily
4.A.1.2.17,PTS-GFL Superfamily
4.A.1.2.18,PTS-GFL Superfamily
4.A.1.2.19,PTS-GFL Superfamily
4.A.1.2.2,PTS-GFL Superfamily
4.A.1.2.3,PTS-GFL Superfamily
4.A.1.2.4,PTS-GFL Superfamily
4.A.1.2.5,PTS-GFL Superfamily
4.A.1.2.6,PTS-GFL Superfamily
4.A.1.2.7,PTS-GFL Superfamily
4.A.1.2.8,PTS-GFL Superfamily
4.A.1.2.9,PTS-GFL Superfamily
4.A.2.1.1,PTS-GFL Superfamily
4.A.2.1.10,PTS-GFL Superfamily
4.A.2.1.11,PTS-GFL Superfamily
4.A.2.1.12,PTS-GFL Superfamily
4.A.2.1.13,PTS-GFL Superfamily
4.A.2.1.14,PTS-GFL Superfamily
4.A.2.1.15,PTS-GFL Superfamily
4.A.2.1.16,PTS-GFL Superfamily
4.A.2.1.17,PTS-GFL Superfamily
4.A.2.1.18,PTS-GFL Superfamily
4.A.2.1.19,PTS-GFL Superfamily
4.A.2.1.2,PTS-GFL Superfamily
4.A.2.1.20,PTS-GFL Superfamily
4.A.2.1.21,PTS-GFL Superfamily
4.A.2.1.22,PTS-GFL Superfamily
4.A.2.1.23,PTS-GFL Superfamily
4.A.2.1.24,PTS-GFL Superfamily
4.A.2.1.25,PTS-GFL Superfamily
4.A.2.1.26,PTS-GFL Superfamily
4.A.2.1.27,PTS-GFL Superfamily
4.A.2.1.3,PTS-GFL Superfamily
4.A.2.1.4,PTS-GFL Superfamily
4.A.2.1.5,PTS-GFL Superfamily
4.A.2.1.6,PTS-GFL Superfamily
4.A.2.1.7,PTS-GFL Superfamily
4.A.2.1.8,PTS-GFL Superfamily
4.A.2.1.9,PTS-GFL Superfamily
4.A.3.1.1,PTS-GFL Superfamily
4.A.3.1.2,PTS-GFL Superfamily
4.A.3.1.3,PTS-GFL Superfamily
4.A.3.2.1,PTS-GFL Superfamily
4.A.3.2.10,PTS-GFL Superfamily
4.A.3.2.11,PTS-GFL Superfamily
4.A.3.2.2,PTS-GFL Superfamily
4.A.3.2.3,PTS-GFL Superfamily
4.A.3.2.4,PTS-GFL Superfamily
4.A.3.2.5,PTS-GFL Superfamily
4.A.3.2.6,PTS-GFL Superfamily
4.A.3.2.7,PTS-GFL Superfamily
4.A.3.2.8,PTS-GFL Superfamily
4.A.3.2.9,PTS-GFL Superfamily
4.A.4.1.1,PTS-GFL Superfamily
4.A.4.1.2,PTS-GFL Superfamily
4.A.5.1.1,PTS-AG Superfamily
4.A.5.1.2,PTS-AG Superfamily
4.A.5.1.3,PTS-AG Superfamily
4.A.5.1.4,PTS-AG Superfamily
4.A.5.1.5,PTS-AG Superfamily
4.A.5.1.6,PTS-AG Superfamily
4.A.5.1.7,PTS-AG Superfamily
4.A.7.1.1,PTS-AG Superfamily
4.A.7.1.2,PTS-AG Superfamily
4.A.7.1.3,PTS-AG Superfamily
4.A.7.1.4,PTS-AG Superfamily
4.A.7.1.5,PTS-AG Superfamily
4.A.7.1.6,PTS-AG Superfamily
4.C.3.1.1,Hydrolase Superfamily
4.C.3.1.10,Hydrolase Superfamily
4.C.3.1.11,Hydrolase Superfamily
4.C.3.1.12,Hydrolase Superfamily
4.C.3.1.13,Hydrolase Superfamily
4.C.3.1.14,Hydrolase Superfamily
4.C.3.1.15,Hydrolase Superfamily
4.C.3.1.16,Hydrolase Superfamily
4.C.3.1.2,Hydrolase Superfamily
4.C.3.1.3,Hydrolase Superfamily
4.C.3.1.4,Hydrolase Superfamily
4.C.3.1.5,Hydrolase Superfamily
4.C.3.1.6,Hydrolase Superfamily
4.C.3.1.7,Hydrolase Superfamily
4.C.3.1.8,Hydrolase Superfamily
4.C.3.1.9,Hydrolase Superfamily
4.C.3.2.1,Hydrolase Superfamily
4.C.3.2.2,Hydrolase Superfamily
4.C.3.2.3,Hydrolase Superfamily
4.C.3.2.4,Hydrolase Superfamily
4.C.3.2.5,Hydrolase Superfamily
4.C.3.2.6,Hydrolase Superfamily
4.D.1.1.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.10,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.11,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.12,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.13,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.14,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.15,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.16,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.17,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.18,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.2,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.3,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.4,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.5,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.6,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.7,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.8,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.1.9,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.2.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.2.2,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.2.3,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.3.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.3.2,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.3.3,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.3.4,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.3.5,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.4.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.4.2,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.4.3,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.1.4.4,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.10,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.2,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.3,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.4,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.5,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.6,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.7,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.8,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.1.9,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.2.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.2.2,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.2.3,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.2.4,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.2.5,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.3.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.4.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.4.2,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.4.3,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.4.4,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.5.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.5.2,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.2.5.3,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.10,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.11,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.12,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.13,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.14,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.2,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.3,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.4,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.5,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.6,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.7,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.8,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.1.9,Glycosyl Transferase/Transporter (GTT) Superfamily
4.D.3.2.1,Glycosyl Transferase/Transporter (GTT) Superfamily
4.E.1.1.1,Polyphosphate Polymerase/YidH (PoPo) Superfamily
4.E.1.1.2,Polyphosphate Polymerase/YidH (PoPo) Superfamily
4.E.1.1.3,Polyphosphate Polymerase/YidH (PoPo) Superfamily
4.E.1.1.4,Polyphosphate Polymerase/YidH (PoPo) Superfamily
4.E.1.1.5,Polyphosphate Polymerase/YidH (PoPo) Superfamily
4.E.1.1.6,Polyphosphate Polymerase/YidH (PoPo) Superfamily
4.H.1.1.1,Major Facilitator (MFS) Superfamily
4.H.1.1.10,Major Facilitator (MFS) Superfamily
4.H.1.1.2,Major Facilitator (MFS) Superfamily
4.H.1.1.3,Major Facilitator (MFS) Superfamily
4.H.1.1.4,Major Facilitator (MFS) Superfamily
4.H.1.1.5,Major Facilitator (MFS) Superfamily
4.H.1.1.6,Major Facilitator (MFS) Superfamily
4.H.1.1.7,Major Facilitator (MFS) Superfamily
4.H.1.1.8,Major Facilitator (MFS) Superfamily
4.H.1.1.9,Major Facilitator (MFS) Superfamily
4.H.1.2.1,Major Facilitator (MFS) Superfamily
4.H.1.2.2,Major Facilitator (MFS) Superfamily
4.H.1.2.3,Major Facilitator (MFS) Superfamily
4.H.1.2.4,Major Facilitator (MFS) Superfamily
5.A.1.1.1,LysE Superfamily
5.A.1.1.2,LysE Superfamily
5.A.1.1.3,LysE Superfamily
5.A.1.2.1,LysE Superfamily
5.A.1.2.10,LysE Superfamily
5.A.1.2.11,LysE Superfamily
5.A.1.2.12,LysE Superfamily
5.A.1.2.2,LysE Superfamily
5.A.1.2.3,LysE Superfamily
5.A.1.2.4,LysE Superfamily
5.A.1.2.5,LysE Superfamily
5.A.1.2.6,LysE Superfamily
5.A.1.2.7,LysE Superfamily
5.A.1.2.8,LysE Superfamily
5.A.1.2.9,LysE Superfamily
5.A.1.3.1,LysE Superfamily
5.A.1.4.1,LysE Superfamily
5.A.1.5.1,LysE Superfamily
5.A.1.5.2,LysE Superfamily
5.A.1.5.3,LysE Superfamily
5.A.1.6.1,LysE Superfamily
5.A.1.6.2,LysE Superfamily
5.A.1.6.3,LysE Superfamily
5.A.1.6.4,LysE Superfamily
5.A.1.6.5,LysE Superfamily
5.A.3.1.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.1.2,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.10.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.10.2,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.11.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.11.2,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.2.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.3.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.3.2,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.3.3,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.4.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.4.2,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.4.3,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.4.4,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.5.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.5.2,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.5.3,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.6.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.7.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.8.1,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.8.2,Iron-Sulfur Protein (ISP) Superfamily
5.A.3.9.1,Iron-Sulfur Protein (ISP) Superfamily
5.B.1.1.1,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.10,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.11,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.12,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.2,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.3,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.4,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.5,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.6,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.7,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.8,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.1.9,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.1,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.11,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.2,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.3,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.4,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.5,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.6,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.7,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.8,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.2.9,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.3.1,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.3.2,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.3.3,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.4.1,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.4.2,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.4.3,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.4.4,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.5.1,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.5.2,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.5.3,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.5.4,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.5.5,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.1.5.6,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily
5.B.11.1.1,Iron-Sulfur Protein (ISP) Superfamily
5.B.11.1.2,Iron-Sulfur Protein (ISP) Superfamily
5.B.12.1.1,Iron-Sulfur Protein (ISP) Superfamily
5.B.12.1.2,Iron-Sulfur Protein (ISP) Superfamily
5.B.12.1.3,Iron-Sulfur Protein (ISP) Superfamily
5.B.13.1.1,Iron-Sulfur Protein (ISP) Superfamily
5.B.13.1.2,Iron-Sulfur Protein (ISP) Superfamily
5.B.2.1.1,Major Facilitator (MFS) Superfamily
5.B.2.1.2,Major Facilitator (MFS) Superfamily
5.B.2.1.3,Major Facilitator (MFS) Superfamily
5.B.2.1.4,Major Facilitator (MFS) Superfamily
5.B.2.1.5,Major Facilitator (MFS) Superfamily
5.B.2.1.6,Major Facilitator (MFS) Superfamily
5.B.2.1.7,Major Facilitator (MFS) Superfamily
5.B.2.2.1,Major Facilitator (MFS) Superfamily
5.B.2.2.2,Major Facilitator (MFS) Superfamily
5.B.2.2.3,Major Facilitator (MFS) Superfamily
5.B.2.2.4,Major Facilitator (MFS) Superfamily
5.B.2.2.5,Major Facilitator (MFS) Superfamily
5.B.2.2.6,Major Facilitator (MFS) Superfamily
5.B.2.2.7,Major Facilitator (MFS) Superfamily
5.B.2.3.1,Major Facilitator (MFS) Superfamily
5.B.2.3.2,Major Facilitator (MFS) Superfamily
5.B.2.3.3,Major Facilitator (MFS) Superfamily
5.B.2.3.4,Major Facilitator (MFS) Superfamily
5.B.2.3.5,Major Facilitator (MFS) Superfamily
5.B.3.1.1,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily
5.B.4.1.1,Iron-Sulfur Protein (ISP) Superfamily
5.B.4.1.2,Iron-Sulfur Protein (ISP) Superfamily
5.B.5.1.1,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily
5.B.5.1.2,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily
5.B.5.1.3,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily
5.B.5.1.4,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily
5.B.5.2.1,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily
5.B.8.1.1,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily
5.B.8.1.2,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily
5.B.8.1.3,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily
8.A.104.1.1,Protein Kinase (PK) Superfamily
8.A.104.1.10,Protein Kinase (PK) Superfamily
8.A.104.1.11,Protein Kinase (PK) Superfamily
8.A.104.1.12,Protein Kinase (PK) Superfamily
8.A.104.1.13,Protein Kinase (PK) Superfamily
8.A.104.1.14,Protein Kinase (PK) Superfamily
8.A.104.1.2,Protein Kinase (PK) Superfamily
8.A.104.1.3,Protein Kinase (PK) Superfamily
8.A.104.1.4,Protein Kinase (PK) Superfamily
8.A.104.1.5,Protein Kinase (PK) Superfamily
8.A.104.1.6,Protein Kinase (PK) Superfamily
8.A.104.1.7,Protein Kinase (PK) Superfamily
8.A.104.1.8,Protein Kinase (PK) Superfamily
8.A.104.1.9,Protein Kinase (PK) Superfamily
8.A.112.1.1,Ubiquitin Ligase (UL) Superfamily 
8.A.112.1.2,Ubiquitin Ligase (UL) Superfamily 
8.A.112.1.3,Ubiquitin Ligase (UL) Superfamily 
8.A.112.1.4,Ubiquitin Ligase (UL) Superfamily 
8.A.112.1.5,Ubiquitin Ligase (UL) Superfamily 
8.A.112.1.6,Ubiquitin Ligase (UL) Superfamily 
8.A.112.1.7,Ubiquitin Ligase (UL) Superfamily 
8.A.112.1.8,Ubiquitin Ligase (UL) Superfamily 
8.A.112.1.9,Ubiquitin Ligase (UL) Superfamily 
8.A.112.2.1,Ubiquitin Ligase (UL) Superfamily 
8.A.112.2.2,Ubiquitin Ligase (UL) Superfamily 
8.A.112.2.3,Ubiquitin Ligase (UL) Superfamily 
8.A.112.2.4,Ubiquitin Ligase (UL) Superfamily 
8.A.112.2.5,Ubiquitin Ligase (UL) Superfamily 
8.A.112.2.6,Ubiquitin Ligase (UL) Superfamily 
8.A.112.2.7,Ubiquitin Ligase (UL) Superfamily 
8.A.112.3.1,Ubiquitin Ligase (UL) Superfamily 
8.A.112.3.2,Ubiquitin Ligase (UL) Superfamily 
8.A.112.3.3,Ubiquitin Ligase (UL) Superfamily 
8.A.112.3.4,Ubiquitin Ligase (UL) Superfamily 
8.A.112.4.1,Ubiquitin Ligase (UL) Superfamily 
8.A.119.1.1,Vesicle-associated Membrane Protein (VAMP) Superfamily
8.A.119.1.2,Vesicle-associated Membrane Protein (VAMP) Superfamily
8.A.119.1.3,Vesicle-associated Membrane Protein (VAMP) Superfamily
8.A.119.1.4,Vesicle-associated Membrane Protein (VAMP) Superfamily
8.A.119.1.5,Vesicle-associated Membrane Protein (VAMP) Superfamily
8.A.119.1.6,Vesicle-associated Membrane Protein (VAMP) Superfamily
8.A.131.1.1,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.10,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.11,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.12,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.13,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.14,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.15,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.2,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.3,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.4,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.5,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.6,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.7,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.8,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.131.1.9,NEAT/Basigin Chaparone (NBC) Superfamily
8.A.150.1.1,CAAX Superfamily
8.A.150.1.2,CAAX Superfamily
8.A.150.1.3,CAAX Superfamily
8.A.150.1.4,CAAX Superfamily
8.A.16.1.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.1.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.10,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.11,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.12,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.4,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.5,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.6,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.7,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.8,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.2.9,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.3.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.3.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.4.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.4.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.4.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.4.4,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.5.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.5.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.5.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.16.6.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
8.A.17.1.1,Basigin-Tapasin-TREM2/PIGR Superfamily
8.A.17.1.2,Basigin-Tapasin-TREM2/PIGR Superfamily
8.A.17.1.3,Basigin-Tapasin-TREM2/PIGR Superfamily
8.A.17.2.1,Basigin-Tapasin-TREM2/PIGR Superfamily
8.A.17.2.2,Basigin-Tapasin-TREM2/PIGR Superfamily
8.A.17.2.3,Basigin-Tapasin-TREM2/PIGR Superfamily
