CPD,Enzyme,Regulation
C19795,1.3.99.27,Substrate
C05421,1.3.99.28,Substrate
C05421,1.3.99.29,Substrate
C05421,1.3.99.30,Substrate
C05421,1.3.99.31,Substrate
C00527,1.3.99.32,Substrate
C20522,1.3.99.33,Substrate
C00028,1.3.99.36,Substrate
C22058,1.3.99.37,Substrate
C21526,1.3.99.38,Substrate
C21915,1.3.99.39,Substrate
C21915,1.3.99.40,Substrate
C20870,1.3.99.41,Substrate
C00041,1.4.1.1,Substrate
C00025,1.4.1.2,Substrate
C00025,1.4.1.3,Substrate
C00025,1.4.1.4,Substrate
C00151,1.4.1.5,Substrate
C00065,1.4.1.7,Substrate
C00183,1.4.1.8,Substrate
C00123,1.4.1.9,Substrate
C00037,1.4.1.10,Substrate
C01186,1.4.1.11,Substrate
C03943,1.4.1.12,Substrate
C00025,1.4.1.13,Substrate
C00025,1.4.1.14,Substrate
C00047,1.4.1.15,Substrate
C00680,1.4.1.16,Substrate
C02721,1.4.1.17,Substrate
C00047,1.4.1.18,Substrate
C00078,1.4.1.19,Substrate
C00079,1.4.1.20,Substrate
C00049,1.4.1.21,Substrate
C00183,1.4.1.23,Substrate
C00001,1.4.1.24,Substrate
C00062,1.4.1.25,Substrate
C03943,1.4.1.26,Substrate
C00037,1.4.1.27,Substrate
C22522,1.4.1.28,Substrate
C00037,1.4.2.1,Substrate
C00745,1.4.2.2,Substrate
C20361,1.4.2.3,Substrate
C00402,1.4.3.1,Substrate
C00151,1.4.3.2,Substrate
C00405,1.4.3.3,Substrate
C21299,1.4.3.4,Substrate
C00647,1.4.3.5,Substrate
C00217,1.4.3.7,Substrate
C00189,1.4.3.8,Substrate
C00134,1.4.3.10,Substrate
C00025,1.4.3.11,Substrate
C00571,1.4.3.12,Substrate
C02188,1.4.3.13,Substrate
C00047,1.4.3.14,Substrate
C00217,1.4.3.15,Substrate
C00049,1.4.3.16,Substrate
C00037,1.4.3.19,Substrate
C00047,1.4.3.20,Substrate
C00375,1.4.3.21,Substrate
C00388,1.4.3.22,Substrate
C19687,1.4.3.23,Substrate
C00062,1.4.3.25,Substrate
C22330,1.4.3.26,Substrate
C06366,1.4.3.27,Substrate
C00037,1.4.4.2,Substrate
C00405,1.4.5.1,Substrate
C00025,1.4.7.1,Substrate
C00218,1.4.9.1,Substrate
C00001,1.4.9.2,Substrate
C00245,1.4.99.2,Substrate
C00037,1.4.99.5,Substrate
C00792,1.4.99.6,Substrate
C00408,1.5.1.1,Substrate
C00148,1.5.1.2,Substrate
C00101,1.5.1.3,Substrate
C00143,1.5.1.5,Substrate
C00234,1.5.1.6,Substrate
C00449,1.5.1.7,Substrate
C00449,1.5.1.8,Substrate
C00449,1.5.1.9,Substrate
C00449,1.5.1.10,Substrate
C04137,1.5.1.11,Substrate
C00143,1.5.1.15,Substrate
C04020,1.5.1.16,Substrate
C03210,1.5.1.17,Substrate
C01575,1.5.1.18,Substrate
C01682,1.5.1.19,Substrate
C00440,1.5.1.20,Substrate
C00408,1.5.1.21,Substrate
C03790,1.5.1.22,Substrate
C01616,1.5.1.23,Substrate
C04210,1.5.1.24,Substrate
C03901,1.5.1.25,Substrate
C02207,1.5.1.26,Substrate
C05178,1.5.1.27,Substrate
C06326,1.5.1.28,Substrate
C01007,1.5.1.30,Substrate
C11818,1.5.1.31,Substrate
C11808,1.5.1.32,Substrate
C00272,1.5.1.33,Substrate
C05650,1.5.1.34,Substrate
C19790,1.5.1.36,Substrate
C01352,1.5.1.37,Substrate
C01847,1.5.1.38,Substrate
C01847,1.5.1.39,Substrate
C01080,1.5.1.40,Substrate
C01007,1.5.1.41,Substrate
C01847,1.5.1.42,Substrate
C18174,1.5.1.43,Substrate
C20408,1.5.1.44,Substrate
C01352,1.5.1.45,Substrate
C09023,1.5.1.46,Substrate
C01217,1.5.1.47,Substrate
C20809,1.5.1.48,Substrate
C00148,1.5.1.49,Substrate
C21007,1.5.1.50,Substrate
C21559,1.5.1.51,Substrate
C22024,1.5.1.52,Substrate
C00440,1.5.1.53,Substrate
C00440,1.5.1.54,Substrate
C00213,1.5.3.1,Substrate
C03148,1.5.3.2,Substrate
C02728,1.5.3.4,Substrate
C01056,1.5.3.5,Substrate
C03043,1.5.3.6,Substrate
C00408,1.5.3.7,Substrate
C01026,1.5.3.10,Substrate
C05191,1.5.3.12,Substrate
C00612,1.5.3.13,Substrate
C00315,1.5.3.14,Substrate
C01029,1.5.3.15,Substrate
C00750,1.5.3.16,Substrate
C00750,1.5.3.17,Substrate
C00449,1.5.3.18,Substrate
C00007,1.5.3.19,Substrate
C00001,1.5.3.20,Substrate
C00007,1.5.3.21,Substrate
C01080,1.5.3.22,Substrate
C01705,1.5.3.23,Substrate
C00213,1.5.3.24,Substrate
C22523,1.5.3.25,Substrate
C22523,1.5.3.26,Substrate
C02587,1.5.4.1,Substrate
C04570,1.5.5.1,Substrate
C00148,1.5.5.2,Substrate
C01157,1.5.5.3,Substrate
C00440,1.5.7.1,Substrate
C01080,1.5.7.2,Substrate
C01026,1.5.7.3,Substrate
C00543,1.5.8.1,Substrate
C00565,1.5.8.2,Substrate
C00213,1.5.8.3,Substrate
C01026,1.5.8.4,Substrate
C04377,1.5.98.1,Substrate
C04488,1.5.98.2,Substrate
C01080,1.5.98.3,Substrate
C00408,1.5.99.3,Substrate
C00745,1.5.99.4,Substrate
C01046,1.5.99.5,Substrate
C00315,1.5.99.6,Substrate
C04083,1.5.99.12,Substrate
C00763,1.5.99.13,Substrate
C01297,1.5.99.14,Substrate
C01217,1.5.99.15,Substrate
C00005,1.6.1.1,Substrate
C00005,1.6.1.2,Substrate
C00005,1.6.1.3,Substrate
C00004,1.6.1.4,Substrate
C00004,1.6.2.2,Substrate
C00005,1.6.2.4,Substrate
C00005,1.6.2.5,Substrate
C00004,1.6.2.6,Substrate
C00004,1.6.3.1,Substrate
C00004,1.6.3.2,Substrate
C00004,1.6.3.3,Substrate
C00004,1.6.3.4,Substrate
C21423,1.6.3.5,Substrate
C00004,1.6.5.2,Substrate
C00004,1.6.5.4,Substrate
C00005,1.6.5.5,Substrate
C00005,1.6.5.6,Substrate
C07103,1.6.5.7,Substrate
C00004,1.6.5.9,Substrate
C00005,1.6.5.10,Substrate
C13309,1.6.5.12,Substrate
C00005,1.6.99.1,Substrate
C00088,1.7.1.1,Substrate
C00088,1.7.1.2,Substrate
C00088,1.7.1.3,Substrate
C00014,1.7.1.4,Substrate
C00192,1.7.1.5,Substrate
C04203,1.7.1.6,Substrate
C00130,1.7.1.7,Substrate
C04050,1.7.1.9,Substrate
C00014,1.7.1.10,Substrate
C03764,1.7.1.11,Substrate
C02778,1.7.1.12,Substrate
C16675,1.7.1.13,Substrate
C00887,1.7.1.14,Substrate
C00014,1.7.1.15,Substrate
C02720,1.7.1.16,Substrate
C00108,1.7.1.17,Substrate
C00533,1.7.2.1,Substrate
C00014,1.7.2.2,Substrate
C00565,1.7.2.3,Substrate
C00697,1.7.2.4,Substrate
C00887,1.7.2.5,Substrate
C00192,1.7.2.6,Substrate
C05361,1.7.2.7,Substrate
C05361,1.7.2.8,Substrate
C00192,1.7.2.9,Substrate
C06058,1.7.3.1,Substrate
C02298,1.7.3.2,Substrate
C00366,1.7.3.3,Substrate
C03071,1.7.3.5,Substrate
C00192,1.7.3.6,Substrate
C00244,1.7.5.1,Substrate
C00533,1.7.5.2,Substrate
C00088,1.7.6.1,Substrate
C00014,1.7.7.1,Substrate
C00088,1.7.7.2,Substrate
C00014,1.7.99.1,Substrate
C00283,1.8.1.2,Substrate
C16832,1.8.1.4,Substrate
C03576,1.8.1.5,Substrate
C00097,1.8.1.6,Substrate
C00051,1.8.1.7,Substrate
C02315,1.8.1.8,Substrate
C00342,1.8.1.9,Substrate
C00010,1.8.1.10,Substrate
C04371,1.8.1.11,Substrate
C02090,1.8.1.12,Substrate
C00669,1.8.1.13,Substrate
C00010,1.8.1.14,Substrate
C06717,1.8.1.15,Substrate
C19689,1.8.1.16,Substrate
C11143,1.8.1.17,Substrate
C00283,1.8.1.18,Substrate
C00283,1.8.1.19,Substrate
C21736,1.8.1.20,Substrate
C00409,1.8.1.21,Substrate
C00094,1.8.2.1,Substrate
C00320,1.8.2.2,Substrate
C00283,1.8.2.3,Substrate
C00580,1.8.2.4,Substrate
C00094,1.8.2.5,Substrate
C21814,1.8.2.6,Substrate
C01755,1.8.2.7,Substrate
C00094,1.8.3.1,Substrate
C01525,1.8.3.2,Substrate
C00051,1.8.3.3,Substrate
C00409,1.8.3.4,Substrate
C06751,1.8.3.5,Substrate
C19691,1.8.3.6,Substrate
C21740,1.8.3.7,Substrate
C00051,1.8.4.1,Substrate
C00051,1.8.4.2,Substrate
C00010,1.8.4.3,Substrate
C00051,1.8.4.4,Substrate
C03544,1.8.4.7,Substrate
C00054,1.8.4.8,Substrate
C00020,1.8.4.9,Substrate
C00020,1.8.4.10,Substrate
C03023,1.8.4.11,Substrate
C03023,1.8.4.12,Substrate
C00073,1.8.4.13,Substrate
C00073,1.8.4.14,Substrate
[],1.8.4.15,Substrate
C00343,1.8.4.16,Substrate
C00051,1.8.5.1,Substrate
C00320,1.8.5.2,Substrate
C00828,1.8.5.3,Substrate
C15602,1.8.5.4,Substrate
C00094,1.8.5.5,Substrate
C00094,1.8.5.6,Substrate
C00051,1.8.5.7,Substrate
C00283,1.8.5.8,Substrate
C00472,1.8.5.9,Substrate
C00283,1.8.7.1,Substrate
C00138,1.8.7.2,Substrate
C00139,1.8.7.3,Substrate
C04628,1.8.98.1,Substrate
C00002,1.8.98.2,Substrate
C00283,1.8.98.3,Substrate
C00876,1.8.98.4,Substrate
C00138,1.8.98.5,Substrate
C00011,1.8.98.6,Substrate
C00019,1.8.98.7,Substrate
C00020,1.8.99.2,Substrate
C00283,1.8.99.5,Substrate
C00924,1.9.6.1,Substrate
C00126,1.9.98.1,Substrate
C04167,1.10.1.1,Substrate
C00090,1.10.3.1,Substrate
C01785,1.10.3.2,Substrate
C00072,1.10.3.3,Substrate
C01987,1.10.3.4,Substrate
C00632,1.10.3.5,Substrate
C01848,1.10.3.6,Substrate
C00001,1.10.3.9,Substrate
C00390,1.10.3.11,Substrate
C12115,1.10.3.15,Substrate
C21408,1.10.3.16,Substrate
C00007,1.10.3.17,Substrate
C15497,1.10.5.1,Substrate
C00004,1.11.1.1,Substrate
C00005,1.11.1.2,Substrate
C00249,1.11.1.3,Substrate
C00126,1.11.1.5,Substrate
C00027,1.11.1.6,Substrate
C00027,1.11.1.7,Substrate
C00708,1.11.1.8,Substrate
C00051,1.11.1.9,Substrate
C01371,1.11.1.10,Substrate
C00072,1.11.1.11,Substrate
C00051,1.11.1.12,Substrate
C19610,1.11.1.13,Substrate
C21419,1.11.1.14,Substrate
C21422,1.11.1.16,Substrate
C19689,1.11.1.17,Substrate
C01371,1.11.1.18,Substrate
C19693,1.11.1.19,Substrate
C00342,1.11.1.20,Substrate
C00030,1.11.1.21,Substrate
C00005,1.11.1.22,Substrate
C06452,1.11.1.23,Substrate
C00342,1.11.1.24,Substrate
C07292,1.11.1.25,Substrate
C00004,1.11.1.26,Substrate
C00051,1.11.1.27,Substrate
C16832,1.11.1.28,Substrate
C15498,1.11.1.29,Substrate
C01371,1.11.2.1,Substrate
C00698,1.11.2.2,Substrate
[],1.11.2.3,Substrate
C00162,1.11.2.4,Substrate
C20800,1.11.2.5,Substrate
C00082,1.11.2.6,Substrate
C00282,1.12.1.2,Substrate
C00282,1.12.1.3,Substrate
C00282,1.12.1.4,Substrate
C00282,1.12.1.5,Substrate
C00282,1.12.2.1,Substrate
C00282,1.12.5.1,Substrate
C00282,1.12.7.2,Substrate
C00282,1.12.98.1,Substrate
C00282,1.12.98.2,Substrate
C00282,1.12.98.3,Substrate
C00282,1.12.98.4,Substrate
C00282,1.12.99.6,Substrate
C00090,1.13.11.1,Substrate
C00090,1.13.11.2,Substrate
C00230,1.13.11.3,Substrate
C00628,1.13.11.4,Substrate
C00544,1.13.11.5,Substrate
C00632,1.13.11.6,Substrate
C00230,1.13.11.8,Substrate
C01059,1.13.11.9,Substrate
C01111,1.13.11.10,Substrate
C00078,1.13.11.11,Substrate
C01595,1.13.11.12,Substrate
C00196,1.13.11.14,Substrate
C01161,1.13.11.15,Substrate
C04044,1.13.11.16,Substrate
C00463,1.13.11.17,Substrate
C17267,1.13.11.18,Substrate
C01678,1.13.11.19,Substrate
C00097,1.13.11.20,Substrate
C01197,1.13.11.22,Substrate
C02775,1.13.11.23,Substrate
C00389,1.13.11.24,Substrate
C04793,1.13.11.25,Substrate
C00007,1.13.11.26,Substrate
C01179,1.13.11.27,Substrate
C00196,1.13.11.28,Substrate
C00355,1.13.11.29,Substrate
C00355,1.13.11.30,Substrate
C00219,1.13.11.31,Substrate
C00219,1.13.11.33,Substrate
C00219,1.13.11.34,Substrate
C01108,1.13.11.35,Substrate
C04798,1.13.11.36,Substrate
C02814,1.13.11.37,Substrate
C03203,1.13.11.38,Substrate
C02526,1.13.11.39,Substrate
C00219,1.13.11.40,Substrate
C13635,1.13.11.41,Substrate
C04547,1.13.11.43,Substrate
C01595,1.13.11.45,Substrate
C01179,1.13.11.46,Substrate
C11503,1.13.11.47,Substrate
C11504,1.13.11.48,Substrate
C00698,1.13.11.49,Substrate
C15499,1.13.11.50,Substrate
C19811,1.13.11.51,Substrate
C00525,1.13.11.52,Substrate
C15606,1.13.11.53,Substrate
C15606,1.13.11.54,Substrate
C00087,1.13.11.55,Substrate
C03012,1.13.11.56,Substrate
C01424,1.13.11.57,Substrate
C01595,1.13.11.58,Substrate
C08613,1.13.11.59,Substrate
C01595,1.13.11.60,Substrate
C06427,1.13.11.61,Substrate
C01595,1.13.11.62,Substrate
C02094,1.13.11.63,Substrate
C19789,1.13.11.64,Substrate
C06098,1.13.11.65,Substrate
C00530,1.13.11.66,Substrate
C06733,1.13.11.67,Substrate
C20484,1.13.11.68,Substrate
C20692,1.13.11.69,Substrate
C20695,1.13.11.70,Substrate
C02094,1.13.11.71,Substrate
C06451,1.13.11.72,Substrate
C06451,1.13.11.73,Substrate
C01987,1.13.11.74,Substrate
C19728,1.13.11.75,Substrate
C20669,1.13.11.76,Substrate
C00712,1.13.11.77,Substrate
C05678,1.13.11.78,Substrate
C01847,1.13.11.79,Substrate
C12324,1.13.11.80,Substrate
C04874,1.13.11.81,Substrate
C19728,1.13.11.82,Substrate
C12456,1.13.11.83,Substrate
C06098,1.13.11.84,Substrate
C02321,1.13.11.85,Substrate
C07138,1.13.11.86,Substrate
C10469,1.13.11.88,Substrate
C06455,1.13.11.89,Substrate
C22271,1.13.11.90,Substrate
C22312,1.13.11.91,Substrate
C00162,1.13.11.92,Substrate
C00322,1.13.11.93,Substrate
C00062,1.13.12.1,Substrate
C00047,1.13.12.2,Substrate
C00078,1.13.12.3,Substrate
C00186,1.13.12.4,Substrate
C00982,1.13.12.5,Substrate
C02825,1.13.12.6,Substrate
C02740,1.13.12.7,Substrate
C02894,1.13.12.8,Substrate
C00079,1.13.12.9,Substrate
C15037,1.13.12.13,Substrate
C00355,1.13.12.15,Substrate
C18091,1.13.12.16,Substrate
C19698,1.13.12.17,Substrate
C19704,1.13.12.18,Substrate
C00026,1.13.12.19,Substrate
C20453,1.13.12.20,Substrate
C12367,1.13.12.21,Substrate
C18629,1.13.12.22,Substrate
C12457,1.13.12.23,Substrate
C15037,1.13.12.24,Substrate
C00137,1.13.99.1,Substrate
C00078,1.13.99.3,Substrate
C01181,1.14.11.1,Substrate
C01078,1.14.11.2,Substrate
C00526,1.14.11.3,Substrate
C00026,1.14.11.4,Substrate
C00178,1.14.11.6,Substrate
C01078,1.14.11.7,Substrate
C03793,1.14.11.8,Substrate
C02099,1.14.11.9,Substrate
C00526,1.14.11.10,Substrate
C02046,1.14.11.11,Substrate
C12308,1.14.11.12,Substrate
C00859,1.14.11.13,Substrate
C02035,1.14.11.15,Substrate
C00026,1.14.11.16,Substrate
C00245,1.14.11.17,Substrate
C02060,1.14.11.18,Substrate
C02673,1.14.11.20,Substrate
C06656,1.14.11.21,Substrate
C15485,1.14.11.24,Substrate
C15500,1.14.11.25,Substrate
C06565,1.14.11.26,Substrate
C00026,1.14.11.27,Substrate
C00148,1.14.11.28,Substrate
C00026,1.14.11.29,Substrate
C00026,1.14.11.30,Substrate
C06173,1.14.11.31,Substrate
C06174,1.14.11.32,Substrate
C00026,1.14.11.33,Substrate
C20404,1.14.11.35,Substrate
C20399,1.14.11.36,Substrate
C00825,1.14.11.37,Substrate
C20630,1.14.11.38,Substrate
C00152,1.14.11.39,Substrate
C20602,1.14.11.40,Substrate
C00062,1.14.11.41,Substrate
C00026,1.14.11.42,Substrate
C20686,1.14.11.43,Substrate
C18608,1.14.11.44,Substrate
C00407,1.14.11.45,Substrate
C03557,1.14.11.46,Substrate
C00026,1.14.11.47,Substrate
C00385,1.14.11.48,Substrate
C00105,1.14.11.49,Substrate
C03391,1.14.11.51,Substrate
C12112,1.14.11.52,Substrate
C21845,1.14.11.53,Substrate
C00026,1.14.11.54,Substrate
C06231,1.14.11.55,Substrate
C00148,1.14.11.56,Substrate
C00148,1.14.11.57,Substrate
C21672,1.14.11.58,Substrate
C15772,1.14.11.59,Substrate
C01752,1.14.11.60,Substrate
C00406,1.14.11.61,Substrate
C00223,1.14.11.62,Substrate
C02188,1.14.11.63,Substrate
C00489,1.14.11.64,Substrate
C00026,1.14.11.65,Substrate
C00026,1.14.11.66,Substrate
C00026,1.14.11.67,Substrate
C00026,1.14.11.68,Substrate
C00026,1.14.11.69,Substrate
C22221,1.14.11.70,Substrate
C20396,1.14.11.71,Substrate
C22281,1.14.11.72,Substrate
C00613,1.14.11.73,Substrate
C00407,1.14.11.74,Substrate
C00026,1.14.11.75,Substrate
C00025,1.14.11.76,Substrate
C00026,1.14.11.77,Substrate
C22516,1.14.11.78,Substrate
C00615,1.14.11.79,Substrate
C02967,1.14.11.80,Substrate
C20579,1.14.11.81,Substrate
C22629,1.14.11.82,Substrate
C00108,1.14.12.1,Substrate
C01407,1.14.12.3,Substrate
C01606,1.14.12.7,Substrate
C02236,1.14.12.8,Substrate
C03077,1.14.12.9,Substrate
C00180,1.14.12.10,Substrate
C01455,1.14.12.11,Substrate
C00829,1.14.12.12,Substrate
C00004,1.14.12.13,Substrate
C06333,1.14.12.14,Substrate
C06337,1.14.12.15,Substrate
C06338,1.14.12.16,Substrate
C00533,1.14.12.17,Substrate
C06588,1.14.12.18,Substrate
C05629,1.14.12.19,Substrate
C08060,1.14.12.22,Substrate
C06813,1.14.12.23,Substrate
C11006,1.14.12.24,Substrate
C06578,1.14.12.25,Substrate
C06990,1.14.12.26,Substrate
C00805,1.14.13.1,Substrate
C00156,1.14.13.2,Substrate
C01198,1.14.13.4,Substrate
C02835,1.14.13.5,Substrate
C00727,1.14.13.6,Substrate
C00146,1.14.13.7,Substrate
C02846,1.14.13.8,Substrate
C00328,1.14.13.9,Substrate
C03056,1.14.13.10,Substrate
C00423,1.14.13.14,Substrate
C00557,1.14.13.16,Substrate
C00642,1.14.13.18,Substrate
C01617,1.14.13.19,Substrate
C02625,1.14.13.20,Substrate
C00414,1.14.13.22,Substrate
C00587,1.14.13.23,Substrate
C00587,1.14.13.24,Substrate
C01438,1.14.13.25,Substrate
C00568,1.14.13.27,Substrate
C00870,1.14.13.29,Substrate
C01988,1.14.13.31,Substrate
C01779,1.14.13.32,Substrate
C00156,1.14.13.33,Substrate
C05952,1.14.13.34,Substrate
C00108,1.14.13.35,Substrate
C02811,1.14.13.38,Substrate
C00062,1.14.13.39,Substrate
C02247,1.14.13.40,Substrate
C01448,1.14.13.43,Substrate
C02499,1.14.13.44,Substrate
C00400,1.14.13.46,Substrate
C02575,1.14.13.50,Substrate
C00848,1.14.13.51,Substrate
C06479,1.14.13.54,Substrate
C00512,1.14.13.58,Substrate
C00047,1.14.13.59,Substrate
C06338,1.14.13.61,Substrate
C06343,1.14.13.62,Substrate
C05593,1.14.13.63,Substrate
C00156,1.14.13.64,Substrate
C01147,1.14.13.66,Substrate
C11505,1.14.13.69,Substrate
C04536,1.14.13.81,Substrate
C06672,1.14.13.82,Substrate
C05772,1.14.13.83,Substrate
C10700,1.14.13.84,Substrate
C15512,1.14.13.92,Substrate
C06176,1.14.13.101,Substrate
C00843,1.14.13.105,Substrate
C00521,1.14.13.107,Substrate
C11145,1.14.13.111,Substrate
C00366,1.14.13.113,Substrate
C01020,1.14.13.114,Substrate
C02139,1.14.13.122,Substrate
C11457,1.14.13.127,Substrate
C16353,1.14.13.128,Substrate
C05942,1.14.13.130,Substrate
C00580,1.14.13.131,Substrate
C03203,1.14.13.135,Substrate
C11898,1.14.13.146,Substrate
C00005,1.14.13.148,Substrate
C00582,1.14.13.149,Substrate
C20230,1.14.13.153,Substrate
C06633,1.14.13.154,Substrate
C06308,1.14.13.155,Substrate
C07160,1.14.13.160,Substrate
C00808,1.14.13.161,Substrate
C19631,1.14.13.163,Substrate
C02235,1.14.13.166,Substrate
C00870,1.14.13.167,Substrate
C00331,1.14.13.168,Substrate
C20400,1.14.13.170,Substrate
C20400,1.14.13.171,Substrate
C00805,1.14.13.172,Substrate
C07481,1.14.13.178,Substrate
C07480,1.14.13.179,Substrate
C12424,1.14.13.180,Substrate
C12429,1.14.13.181,Substrate
C20643,1.14.13.182,Substrate
C20765,1.14.13.187,Substrate
C20803,1.14.13.189,Substrate
C00077,1.14.13.195,Substrate
C00077,1.14.13.196,Substrate
C12371,1.14.13.200,Substrate
C00512,1.14.13.208,Substrate
C20394,1.14.13.209,Substrate
C18315,1.14.13.210,Substrate
C06688,1.14.13.211,Substrate
C16361,1.14.13.212,Substrate
C21145,1.14.13.215,Substrate
C21147,1.14.13.216,Substrate
C21131,1.14.13.217,Substrate
C21295,1.14.13.218,Substrate
C01751,1.14.13.219,Substrate
C01751,1.14.13.220,Substrate
C21330,1.14.13.222,Substrate
C21375,1.14.13.223,Substrate
C21134,1.14.13.224,Substrate
C21377,1.14.13.225,Substrate
C00207,1.14.13.226,Substrate
C20783,1.14.13.227,Substrate
C08491,1.14.13.228,Substrate
C21389,1.14.13.229,Substrate
C21390,1.14.13.230,Substrate
C06570,1.14.13.231,Substrate
C06629,1.14.13.232,Substrate
C06628,1.14.13.233,Substrate
C03206,1.14.13.234,Substrate
C00954,1.14.13.235,Substrate
C01455,1.14.13.236,Substrate
C21691,1.14.13.237,Substrate
C00543,1.14.13.238,Substrate
C00318,1.14.13.239,Substrate
C05807,1.14.13.240,Substrate
C04773,1.14.13.241,Substrate
C01270,1.14.13.242,Substrate
C01455,1.14.13.243,Substrate
C00146,1.14.13.244,Substrate
C00580,1.14.13.245,Substrate
C22103,1.14.13.246,Substrate
C10172,1.14.13.247,Substrate
C00049,1.14.13.248,Substrate
C12115,1.14.13.249,Substrate
C03884,1.14.13.250,Substrate
C00719,1.14.13.251,Substrate
C01371,1.14.14.1,Substrate
C00609,1.14.14.3,Substrate
C15521,1.14.14.5,Substrate
C00108,1.14.14.8,Substrate
C00642,1.14.14.9,Substrate
C14695,1.14.14.10,Substrate
C07083,1.14.14.11,Substrate
C19944,1.14.14.12,Substrate
C01847,1.14.14.13,Substrate
C00535,1.14.14.14,Substrate
C01352,1.14.14.15,Substrate
C03024,1.14.14.16,Substrate
C00751,1.14.14.17,Substrate
C00032,1.14.14.18,Substrate
C03024,1.14.14.19,Substrate
C00146,1.14.14.20,Substrate
C20125,1.14.14.21,Substrate
C21150,1.14.14.22,Substrate
C00187,1.14.14.23,Substrate
C05443,1.14.14.24,Substrate
C00187,1.14.14.25,Substrate
C13550,1.14.14.26,Substrate
C01751,1.14.14.27,Substrate
C21763,1.14.14.28,Substrate
C15519,1.14.14.29,Substrate
C02787,1.14.14.30,Substrate
C06074,1.14.14.31,Substrate
C01176,1.14.14.32,Substrate
C00284,1.14.14.33,Substrate
C11145,1.14.14.34,Substrate
C11142,1.14.14.35,Substrate
C00082,1.14.14.36,Substrate
C04350,1.14.14.37,Substrate
C00183,1.14.14.38,Substrate
C00407,1.14.14.39,Substrate
C00079,1.14.14.40,Substrate
C19491,1.14.14.41,Substrate
C21534,1.14.14.42,Substrate
C21535,1.14.14.43,Substrate
C19714,1.14.14.44,Substrate
C03024,1.14.14.45,Substrate
C20683,1.14.14.46,Substrate
C00062,1.14.14.47,Substrate
C21509,1.14.14.48,Substrate
C21696,1.14.14.49,Substrate
C11675,1.14.14.50,Substrate
C00521,1.14.14.51,Substrate
C00521,1.14.14.52,Substrate
C06099,1.14.14.53,Substrate
C07086,1.14.14.54,Substrate
C06526,1.14.14.55,Substrate
C09844,1.14.14.56,Substrate
C05465,1.14.14.57,Substrate
C20681,1.14.14.58,Substrate
C09704,1.14.14.59,Substrate
C09092,1.14.14.60,Substrate
C21796,1.14.14.61,Substrate
C09092,1.14.14.62,Substrate
C08616,1.14.14.63,Substrate
C08616,1.14.14.64,Substrate
C09092,1.14.14.65,Substrate
C18083,1.14.14.66,Substrate
C21823,1.14.14.67,Substrate
C18225,1.14.14.68,Substrate
C18226,1.14.14.69,Substrate
C11877,1.14.14.70,Substrate
C19819,1.14.14.71,Substrate
C19743,1.14.14.72,Substrate
C01779,1.14.14.73,Substrate
C01779,1.14.14.74,Substrate
C21876,1.14.14.75,Substrate
C20145,1.14.14.76,Substrate
C16074,1.14.14.77,Substrate
C02059,1.14.14.78,Substrate
C06429,1.14.14.79,Substrate
C00638,1.14.14.80,Substrate
C00766,1.14.14.81,Substrate
C01579,1.14.14.82,Substrate
C01500,1.14.14.83,Substrate
C03985,1.14.14.84,Substrate
C11636,1.14.14.85,Substrate
C06090,1.14.14.86,Substrate
C09762,1.14.14.87,Substrate
C00858,1.14.14.88,Substrate
C00858,1.14.14.89,Substrate
C00799,1.14.14.90,Substrate
C00423,1.14.14.91,Substrate
C00180,1.14.14.92,Substrate
C04271,1.14.14.93,Substrate
C02165,1.14.14.94,Substrate
C16141,1.14.14.95,Substrate
C12208,1.14.14.96,Substrate
C02915,1.14.14.97,Substrate
C05189,1.14.14.98,Substrate
C00521,1.14.14.99,Substrate
C05191,1.14.14.100,Substrate
C05194,1.14.14.101,Substrate
C05176,1.14.14.102,Substrate
C09244,1.14.14.103,Substrate
C11807,1.14.14.104,Substrate
C03024,1.14.14.105,Substrate
C11895,1.14.14.106,Substrate
C11874,1.14.14.107,Substrate
C03037,1.14.14.108,Substrate
C11130,1.14.14.109,Substrate
C15769,1.14.14.110,Substrate
C18225,1.14.14.111,Substrate
C18226,1.14.14.112,Substrate
C09684,1.14.14.113,Substrate
C16028,1.14.14.114,Substrate
C19943,1.14.14.115,Substrate
C20499,1.14.14.116,Substrate
C03686,1.14.14.117,Substrate
C20512,1.14.14.118,Substrate
C20604,1.14.14.119,Substrate
C19829,1.14.14.120,Substrate
C20715,1.14.14.121,Substrate
C21560,1.14.14.122,Substrate
C21560,1.14.14.123,Substrate
C20851,1.14.14.124,Substrate
C20853,1.14.14.125,Substrate
C08616,1.14.14.126,Substrate
C16503,1.14.14.127,Substrate
C16502,1.14.14.128,Substrate
C00510,1.14.14.129,Substrate
C02679,1.14.14.130,Substrate
C21183,1.14.14.131,Substrate
C10552,1.14.14.132,Substrate
C09844,1.14.14.133,Substrate
C08616,1.14.14.134,Substrate
C15509,1.14.14.135,Substrate
C11635,1.14.14.136,Substrate
C03024,1.14.14.137,Substrate
C03990,1.14.14.138,Substrate
C05452,1.14.14.139,Substrate
C09276,1.14.14.141,Substrate
C18023,1.14.14.142,Substrate
C09893,1.14.14.143,Substrate
C11878,1.14.14.144,Substrate
C11882,1.14.14.145,Substrate
C09094,1.14.14.146,Substrate
C16251,1.14.14.147,Substrate
C19707,1.14.14.148,Substrate
C19708,1.14.14.149,Substrate
