Name,miRNA
Armc2,mmu-miR-466i-3p
Armc2,mmu-miR-1198-5p
Armc2,mmu-miR-466o-3p
Armc2,mmu-miR-466o-3p
Armc2,mmu-miR-466o-3p
Armc2,mmu-miR-466o-3p
Armc2,mmu-miR-466o-3p
Armc2,mmu-miR-466m-3p
Armc2,mmu-miR-466m-3p
Armc2,mmu-miR-466m-3p
Armc2,mmu-miR-466m-3p
Armc2,mmu-miR-466m-3p
Arl8a,mmu-miR-466n-3p
Arl8a,mmu-miR-669m-3p
Arl8a,mmu-miR-466e-3p
Arl8a,mmu-miR-467g
Arl8a,mmu-miR-466d-3p
Arl8a,mmu-miR-466a-3p
Arl8a,mmu-miR-297b-3p
Arl8a,mmu-miR-669f-3p
Arl8a,mmu-miR-466i-3p
Arl8a,mmu-miR-362-3p
Arl8a,mmu-miR-329-3p
Arl5b,mmu-miR-466i-3p
Arl5b,mmu-miR-466i-3p
Arl5b,mmu-miR-362-3p
Arl5b,mmu-miR-362-3p
Arl5b,mmu-miR-329-3p
Arl5b,mmu-miR-329-3p
Arl5a,mmu-miR-3065-5p
Arl15,mmu-miR-669f-3p
Arl15,mmu-miR-669m-3p
Arl15,mmu-miR-466n-3p
Arl15,mmu-miR-466p-3p
Arl15,mmu-miR-1b-5p
Arl15,mmu-miR-466b-3p
Arl15,mmu-miR-466c-3p
Arl15,mmu-miR-466m-3p
Arl15,mmu-miR-466o-3p
Arl15,mmu-miR-466d-3p
Arl15,mmu-miR-466e-3p
Arl15,mmu-miR-297b-3p
Arl15,mmu-miR-466a-3p
Arl15,mmu-miR-467g
Arl15,mmu-miR-344d-3p
Arl15,mmu-miR-410-3p
Arl15,mmu-miR-344e-3p
Arid4b,mmu-miR-466f-3p
Arid4b,mmu-miR-3572-3p
Arid4b,mmu-miR-3470a
Arid4b,mmu-miR-434-3p
Arid4b,mmu-miR-664-3p
Arid4b,mmu-miR-466l-3p
Arid4b,mmu-miR-669f-3p
Arid4b,mmu-miR-467f
Arid4a,mmu-miR-3108-5p
Arid4a,mmu-miR-377-3p
Arid3b,mmu-miR-3065-5p
Arid3a,mmu-miR-376b-3p
Arid3a,mmu-miR-3060-3p
Arid2,mmu-miR-33-5p
Arid2,mmu-miR-335-3p
Arhgef33,mmu-miR-467f
Arhgef33,mmu-miR-466e-3p
Arhgef33,mmu-miR-466a-3p
Arhgef33,mmu-miR-297b-3p
Arhgef33,mmu-miR-466d-3p
Arhgef33,mmu-miR-466n-3p
Arhgef33,mmu-miR-467g
Arhgef33,mmu-miR-3074-5p
Arhgef33,mmu-miR-1954
Arhgef33,mmu-miR-669m-3p
Arhgef3,mmu-miR-434-3p
Arhgef3,mmu-miR-2183
Arhgef18,mmu-miR-3065-5p
Arhgef18,mmu-miR-1192
Arhgef18,mmu-miR-495-3p
Arhgef11,mmu-miR-669f-3p
Arhgef11,mmu-miR-466f-3p
Arhgef11,mmu-miR-467f
Arhgef11,mmu-miR-128-3p
Arhgap11a,mmu-miR-204-5p
Arhgap11a,mmu-miR-211-5p
Arhgap11a,mmu-miR-344e-3p
Arhgap11a,mmu-miR-344d-3p
Arhgap11a,mmu-miR-410-3p
Arhgap11a,mmu-miR-703
Arhgap11a,mmu-miR-466l-3p
Arfip1,mmu-miR-495-3p
Arfip1,mmu-miR-1192
Appl1,mmu-miR-1198-5p
Appl1,mmu-miR-511-3p
Appl1,mmu-miR-466a-5p
Appl1,mmu-miR-466p-5p
Appl1,mmu-miR-1187
Appl1,mmu-miR-466e-5p
Appl1,mmu-miR-466l-5p
Appl1,mmu-miR-466d-5p
Appl1,mmu-miR-466i-5p
Appl1,mmu-miR-466k
Appl1,mmu-miR-669f-3p
Appl1,mmu-miR-669f-3p
Appl1,mmu-miR-669f-3p
Appl1,mmu-miR-467f
Appl1,mmu-miR-467f
Appl1,mmu-miR-467f
Appl1,mmu-miR-466f-3p
Appl1,mmu-miR-466f-3p
Appl1,mmu-miR-466f-3p
Appl1,mmu-miR-466i-3p
Appl1,mmu-miR-466i-3p
Appl1,mmu-miR-466i-3p
Appl1,mmu-miR-362-3p
Appl1,mmu-miR-362-3p
Appl1,mmu-miR-362-3p
Appl1,mmu-miR-329-3p
Appl1,mmu-miR-329-3p
Appl1,mmu-miR-329-3p
Appl1,mmu-miR-335-3p
Appl1,mmu-miR-335-3p
Appl1,mmu-miR-335-3p
Aplp2,mmu-miR-125a-3p
Ap3m1,mmu-miR-374b-5p
Ap3m1,mmu-miR-369-3p
Ap3m1,mmu-miR-340-5p
Ap1g1,mmu-miR-199a-3p
Ap1g1,mmu-miR-199b-3p
Ap1g1,mmu-miR-466f-3p
Ap1g1,mmu-miR-181b-5p
Ap1g1,mmu-miR-181c-5p
Ap1g1,mmu-miR-181a-5p
Ap1g1,mmu-miR-181d-5p
Ap1g1,mmu-miR-1958
Antxr2,mmu-miR-351-5p
Antxr2,mmu-miR-125a-5p
Antxr2,mmu-miR-125b-5p
Ankrd52,mmu-miR-1264-3p
Ankrd52,mmu-miR-543-3p
Ankrd17,mmu-miR-1264-3p
Ankrd17,mmu-miR-338-5p
Ank1,mmu-miR-741-3p
Ank1,mmu-miR-145a-5p
Ank,mmu-miR-590-3p
Ank,mmu-miR-1981-5p
Ank,mmu-miR-1971
Alkbh5,mmu-miR-342-5p
Alkbh5,mmu-miR-342-5p
Alkbh5,mmu-miR-342-5p
Alkbh5,mmu-miR-342-5p
Alkbh5,mmu-miR-298-5p
Alkbh5,mmu-miR-298-5p
Alkbh5,mmu-miR-713
Alkbh5,mmu-miR-713
Alkbh5,mmu-miR-203-3p
Alg6,mmu-miR-669f-3p
Alg6,mmu-miR-539-3p
Alg6,mmu-miR-381-3p
Alg6,mmu-miR-669m-3p
Alg6,mmu-miR-466n-3p
Alg6,mmu-miR-467g
Alg6,mmu-miR-297b-3p
Alg6,mmu-miR-466e-3p
Alg6,mmu-miR-466a-3p
Alg6,mmu-miR-466d-3p
Akap11,mmu-miR-466h-3p
Akap11,mmu-miR-466h-3p
Akap10,mmu-miR-1187
Akap10,mmu-miR-466e-5p
Akap10,mmu-miR-466p-5p
Akap10,mmu-miR-466a-5p
Akap10,mmu-miR-466k
Akap10,mmu-miR-466k
Akap10,mmu-miR-466i-5p
Akap10,mmu-miR-466i-5p
Akap10,mmu-miR-466l-5p
Akap10,mmu-miR-466l-5p
Akap10,mmu-miR-466d-5p
Akap10,mmu-miR-466d-5p
Akap10,mmu-miR-466i-3p
Akap10,mmu-miR-466i-3p
Akap10,mmu-miR-466i-3p
Akap10,mmu-miR-362-3p
Akap10,mmu-miR-362-3p
Akap10,mmu-miR-362-3p
Akap10,mmu-miR-329-3p
Akap10,mmu-miR-329-3p
Akap10,mmu-miR-329-3p
Akap10,mmu-miR-450b-5p
Akap10,mmu-miR-450b-5p
Akap10,mmu-miR-450b-5p
Akap10,mmu-miR-466f-3p
Akap10,mmu-miR-466f-3p
Akap10,mmu-miR-466f-3p
Agps,mmu-miR-582-3p
Agl,mmu-miR-5101
Agl,mmu-miR-129-5p
Aff1,mmu-miR-450b-5p
Aff1,mmu-miR-682
Aff1,mmu-miR-342-3p
Adpgk,mmu-miR-466o-5p
Adpgk,mmu-miR-466c-5p
Adpgk,mmu-miR-466b-5p
Adpgk,mmu-miR-599
Adpgk,mmu-miR-1970
Adpgk,mmu-miR-466n-3p
Ado,mmu-miR-494-3p
Ado,mmu-miR-742-3p
Ado,mmu-miR-693-5p
Adm,mmu-miR-1952
Adm,mmu-miR-1952
Adm,mmu-miR-329-3p
Adm,mmu-miR-329-3p
Adm,mmu-miR-466i-3p
Adm,mmu-miR-466i-3p
Adm,mmu-miR-362-3p
Adm,mmu-miR-362-3p
Adcyap1r1,mmu-miR-362-3p
Adcyap1r1,mmu-miR-362-3p
Adcyap1r1,mmu-miR-362-3p
Adcyap1r1,mmu-miR-362-3p
Adcyap1r1,mmu-miR-362-3p
Adcyap1r1,mmu-miR-329-3p
Adcyap1r1,mmu-miR-329-3p
Adcyap1r1,mmu-miR-329-3p
Adcyap1r1,mmu-miR-329-3p
Adcyap1r1,mmu-miR-329-3p
Adarb1,mmu-miR-1896
Adarb1,mmu-miR-1896
Adarb1,mmu-miR-129-1-3p
Adarb1,mmu-miR-129-1-3p
Adarb1,mmu-miR-129-2-3p
Adarb1,mmu-miR-129-2-3p
Adarb1,mmu-miR-3085-3p
Adarb1,mmu-miR-3085-3p
Adarb1,mmu-miR-3064-5p
Adarb1,mmu-miR-3064-5p
Adarb1,mmu-miR-3083-5p
Adarb1,mmu-miR-3083-5p
Adarb1,mmu-miR-3473b
Adarb1,mmu-miR-3473b
Adamts5,mmu-miR-3065-5p
Adamts4,mmu-miR-466e-3p
Adamts4,mmu-miR-466e-3p
Adamts4,mmu-miR-466e-3p
Adamts4,mmu-miR-466d-3p
Adamts4,mmu-miR-466d-3p
Adamts4,mmu-miR-466d-3p
Adamts4,mmu-miR-466a-3p
Adamts4,mmu-miR-466a-3p
Adamts4,mmu-miR-466a-3p
Adamts4,mmu-miR-297b-3p
Adamts4,mmu-miR-297b-3p
Adamts4,mmu-miR-297b-3p
Adamts4,mmu-miR-467g
Adamts4,mmu-miR-467g
Adamts4,mmu-miR-467g
Adamts4,mmu-miR-329-3p
Adamts4,mmu-miR-329-3p
Adamts4,mmu-miR-329-3p
Adamts4,mmu-miR-329-3p
Adamts4,mmu-miR-362-3p
Adamts4,mmu-miR-362-3p
Adamts4,mmu-miR-362-3p
Adamts4,mmu-miR-362-3p
Adam9,mmu-miR-467f
Adam9,mmu-miR-338-5p
Adam9,mmu-miR-669f-3p
Adam9,mmu-miR-466f-3p
Adam19,mmu-miR-692
Adam19,mmu-miR-692
Adam19,mmu-miR-692
Adam19,mmu-miR-377-3p
Adam19,mmu-miR-377-3p
Adam19,mmu-miR-377-3p
Adam19,mmu-miR-466m-3p
Adam19,mmu-miR-466m-3p
Adam19,mmu-miR-466m-3p
Adam19,mmu-miR-466o-3p
Adam19,mmu-miR-466o-3p
Adam19,mmu-miR-466o-3p
Adam19,mmu-miR-3471
Adam19,mmu-miR-148a-3p
Adam19,mmu-miR-152-3p
Adam19,mmu-miR-148b-3p
Adam19,mmu-miR-5124a
Adam19,mmu-miR-199a-5p
Acvr1c,mmu-miR-3968
Acvr1c,mmu-miR-3968
Acvr1c,mmu-miR-501-5p
Acvr1c,mmu-miR-501-5p
Actn1,mmu-miR-5101
Acp2,mmu-miR-3470a
Acer3,mmu-miR-3066-5p
Acer3,mmu-miR-380-5p
Asic1,mmu-miR-692
Asic1,mmu-miR-692
Acadm,mmu-miR-669n
Acadm,mmu-miR-19a-3p
Acadm,mmu-miR-19b-3p
Acadm,mmu-miR-340-5p
Abca5,mmu-miR-5120
Abca5,mmu-miR-1892
Abca5,mmu-miR-26a-5p
Abca5,mmu-miR-26b-5p
Aak1,mmu-miR-466i-3p
Aak1,mmu-miR-466i-3p
Aak1,mmu-miR-329-3p
Aak1,mmu-miR-329-3p
Aak1,mmu-miR-362-3p
Aak1,mmu-miR-362-3p
Aak1,mmu-miR-500-3p
Aak1,mmu-miR-501-3p
Aak1,mmu-miR-466q
Aak1,mmu-miR-3098-5p
Aak1,mmu-miR-543-3p
Ndnf,mmu-miR-410-3p
Ndnf,mmu-miR-344e-3p
Ndnf,mmu-miR-344d-3p
Ndnf,mmu-miR-340-5p
Crebrf,mmu-miR-582-3p
Crebrf,mmu-miR-207
Crebrf,mmu-miR-467f
Crebrf,mmu-miR-381-3p
Crebrf,mmu-miR-539-3p
Crebrf,mmu-miR-466f-3p
Crebrf,mmu-miR-5101
6030458C11Rik,mmu-miR-3094-5p
6030458C11Rik,mmu-miR-1953
5430427O19Rik,mmu-miR-466l-3p
5430427O19Rik,mmu-miR-142a-5p
Gid4,mmu-miR-335-3p
Gid4,mmu-miR-344b-3p
Gid4,mmu-miR-465c-5p
Gid4,mmu-miR-465c-5p
Gid4,mmu-miR-465b-5p
Gid4,mmu-miR-465b-5p
Gid4,mmu-miR-465a-5p
Gid4,mmu-miR-465a-5p
Gid4,mmu-miR-3063-3p
Gskip,mmu-miR-448-3p
Gskip,mmu-miR-669i
Gskip,mmu-miR-669j
Gskip,mmu-miR-669f-3p
Gskip,mmu-miR-30a-5p
Gskip,mmu-miR-30b-5p
Gskip,mmu-miR-30e-5p
Gskip,mmu-miR-30c-5p
Gskip,mmu-miR-30d-5p
Gskip,mmu-miR-384-5p
Gskip,mmu-miR-1192
Gskip,mmu-miR-495-3p
Lrrc71,mmu-miR-669f-3p
Lrrc71,mmu-miR-466n-3p
Lrrc71,mmu-miR-669m-3p
Lrrc71,mmu-miR-467g
Lrrc71,mmu-miR-297b-3p
Lrrc71,mmu-miR-466d-3p
Lrrc71,mmu-miR-466a-3p
Lrrc71,mmu-miR-466e-3p
Lrrc71,mmu-miR-466l-3p
Lrrc71,mmu-miR-374b-5p
Lrrc71,mmu-miR-369-3p
Lrrc71,mmu-miR-410-3p
Lrrc71,mmu-miR-344e-3p
Lrrc71,mmu-miR-344d-3p
Fam228a,mmu-miR-590-3p
Ptchd4,mmu-miR-129-5p
Ptchd4,mmu-miR-129-5p
Ptchd4,mmu-miR-875-3p
Ptchd4,mmu-miR-875-3p
Ptchd4,mmu-miR-203-3p
Ptchd4,mmu-miR-203-3p
Selenot,mmu-miR-3082-5p
Selenot,mmu-miR-3082-5p
Selenot,mmu-miR-3082-5p
Selenot,mmu-miR-3082-5p
Selenot,mmu-miR-3082-5p
Selenot,mmu-miR-496a-3p
Selenot,mmu-miR-496a-3p
Selenot,mmu-miR-496a-3p
Selenot,mmu-miR-496a-3p
2610002M06Rik,mmu-miR-219a-5p
Trappc13,mmu-miR-590-3p
Trappc13,mmu-miR-1941-3p
Pcnx4,mmu-miR-467g
Pcnx4,mmu-miR-466a-3p
Pcnx4,mmu-miR-466d-3p
Pcnx4,mmu-miR-297b-3p
Pcnx4,mmu-miR-466e-3p
Pcnx4,mmu-miR-669m-3p
Pcnx4,mmu-miR-466n-3p
Pcnx4,mmu-miR-466l-3p
Pcnx4,mmu-miR-669f-3p
Ccsap,mmu-miR-876-3p
Ccsap,mmu-miR-876-3p
1600012H06Rik,mmu-miR-882
Ccsap,mmu-miR-140-5p
Ccsap,mmu-miR-140-5p
1600012H06Rik,mmu-miR-185-5p
1600012H06Rik,mmu-miR-3473a
1600012H06Rik,mmu-miR-141-3p
1600012H06Rik,mmu-miR-200a-3p
0610030E20Rik,mmu-miR-3092-3p
Zscan4d,mmu-miR-466b-3p
Zscan4d,mmu-miR-1b-5p
Zscan4d,mmu-miR-466p-3p
Zscan4d,mmu-miR-466c-3p
Zscan4d,mmu-miR-466m-3p
Zscan4d,mmu-miR-466m-3p
Zscan4d,mmu-miR-466o-3p
Zscan4d,mmu-miR-466o-3p
Zscan4d,mmu-miR-466f-3p
Zscan4d,mmu-miR-466f-3p
Zscan4d,mmu-miR-362-3p
Zscan4d,mmu-miR-362-3p
Zscan4d,mmu-miR-329-3p
Zscan4d,mmu-miR-329-3p
Zscan4d,mmu-miR-466i-3p
Zscan4d,mmu-miR-466i-3p
Zscan4c,mmu-miR-466c-3p
Zscan4c,mmu-miR-466p-3p
Zscan4c,mmu-miR-1b-5p
Zscan4c,mmu-miR-466b-3p
Zscan4c,mmu-miR-466m-3p
Zscan4c,mmu-miR-466o-3p
Zscan4c,mmu-miR-466f-3p
Zscan4c,mmu-miR-466i-3p
Zscan4c,mmu-miR-362-3p
Zscan4c,mmu-miR-329-3p
Zmat1,mmu-miR-129-5p
Zmat1,mmu-miR-450b-5p
Zmat1,mmu-miR-1192
Zmat1,mmu-miR-495-3p
Zim1,mmu-miR-582-3p
Zim1,mmu-miR-5101
Zfp963,mmu-miR-3082-5p
Zfp959,mmu-miR-3087-3p
Zfp959,mmu-miR-3087-3p
Zfp959,mmu-miR-3470a
Zfp959,mmu-miR-3470a
Zfp945,mmu-miR-3065-5p
Zfp941,mmu-miR-297b-3p
Zfp941,mmu-miR-467g
Zfp941,mmu-miR-466d-3p
Zfp941,mmu-miR-466a-3p
Zfp941,mmu-miR-466e-3p
Zfp941,mmu-miR-466b-3p
Zfp941,mmu-miR-466c-3p
Zfp941,mmu-miR-466p-3p
Zfp941,mmu-miR-1b-5p
Zfp941,mmu-miR-466m-3p
Zfp941,mmu-miR-466o-3p
Zfp941,mmu-miR-1249-3p
Zfp941,mmu-miR-3085-3p
Zfp941,mmu-miR-3085-3p
Zfp941,mmu-miR-3064-5p
Zfp941,mmu-miR-3064-5p
Zfp941,mmu-miR-3087-3p
Zfp941,mmu-miR-3470b
Zfp941,mmu-miR-3473b
Zfp941,mmu-miR-3473b
Zfp941,mmu-miR-378a-3p
Zfp941,mmu-miR-378a-3p
Zfp935,mmu-miR-3066-5p
Zfp935,mmu-miR-453
Zfp935,mmu-miR-1186b
Zfp935,mmu-miR-3079-5p
Zfp933,mmu-miR-129-5p
Zfp933,mmu-miR-335-3p
Zfp933,mmu-miR-1896
Zfp933,mmu-miR-129-2-3p
Zfp933,mmu-miR-129-2-3p
Zfp933,mmu-miR-129-1-3p
Zfp933,mmu-miR-129-1-3p
Zfp933,mmu-miR-3085-3p
Zfp933,mmu-miR-3085-3p
Zfp933,mmu-miR-3064-5p
Zfp933,mmu-miR-3064-5p
Zfp933,mmu-miR-3113-5p
Zfp933,mmu-miR-3113-5p
Zfp882,mmu-miR-466i-3p
Zfp882,mmu-miR-362-3p
Zfp882,mmu-miR-329-3p
Zfp882,mmu-miR-669f-3p
Zfp882,mmu-miR-875-3p
Zfp882,mmu-miR-694
Zfp882,mmu-miR-126a-5p
Zfp882,mmu-miR-126a-5p
Zfp882,mmu-miR-483-5p
Zfp882,mmu-miR-1896
Zfp882,mmu-miR-129-1-3p
Zfp882,mmu-miR-129-1-3p
Zfp882,mmu-miR-129-2-3p
Zfp882,mmu-miR-129-2-3p
Zfp882,mmu-miR-3064-5p
Zfp882,mmu-miR-3064-5p
Zfp882,mmu-miR-3085-3p
Zfp882,mmu-miR-3085-3p
Zfp882,mmu-miR-3087-3p
Zfp882,mmu-miR-3087-3p
Zfp882,mmu-miR-3470b
Zfp874b,mmu-miR-466l-3p
Zfp874b,mmu-miR-669i
Zfp874b,mmu-miR-669j
Zfp874b,mmu-miR-669f-3p
Zfp874b,mmu-miR-466n-3p
Zfp874b,mmu-miR-669m-3p
Zfp874b,mmu-miR-467g
Zfp874b,mmu-miR-466e-3p
Zfp874b,mmu-miR-297b-3p
Zfp874b,mmu-miR-466a-3p
Zfp874b,mmu-miR-466d-3p
Zfp874b,mmu-miR-466c-3p
Zfp874b,mmu-miR-1b-5p
Zfp874b,mmu-miR-466b-3p
Zfp874b,mmu-miR-466p-3p
Zfp874b,mmu-miR-466m-3p
Zfp874b,mmu-miR-466o-3p
Zfp874b,mmu-miR-466f-3p
Zfp874b,mmu-miR-362-3p
Zfp874b,mmu-miR-329-3p
Zfp874b,mmu-miR-466i-3p
Zfp874b,mmu-miR-412-3p
Zfp874b,mmu-miR-1983
Zfp872,mmu-miR-1264-3p
Zfp839,mmu-miR-692
Zfp839,mmu-miR-692
Zfp839,mmu-miR-466m-3p
Zfp839,mmu-miR-466m-3p
Zfp839,mmu-miR-466o-3p
Zfp839,mmu-miR-466o-3p
Zfp839,mmu-miR-669f-3p
Zfp839,mmu-miR-669f-3p
Zfp839,mmu-miR-467f
Zfp839,mmu-miR-467f
Zfp839,mmu-miR-466f-3p
Zfp839,mmu-miR-466f-3p
Zfp839,mmu-miR-466f-3p
Zfp839,mmu-miR-466i-3p
Zfp839,mmu-miR-466i-3p
Zfp839,mmu-miR-466i-3p
Zfp839,mmu-miR-329-3p
Zfp839,mmu-miR-329-3p
Zfp839,mmu-miR-329-3p
Zfp839,mmu-miR-329-3p
Zfp839,mmu-miR-362-3p
Zfp839,mmu-miR-362-3p
Zfp839,mmu-miR-362-3p
Zfp839,mmu-miR-362-3p
Zfp791,mmu-miR-1896
Zfp791,mmu-miR-1896
Zfp791,mmu-miR-1896
Zfp791,mmu-miR-1199-5p
Zfp791,mmu-miR-1199-5p
Zfp791,mmu-miR-1199-5p
Zfp780b,mmu-miR-5135
Zfp780b,mmu-miR-1195
Zfp780b,mmu-miR-1195
Zfp780b,mmu-miR-3089-5p
Zfp780b,mmu-miR-3089-5p
Zfp780b,mmu-miR-665-3p
Zfp780b,mmu-miR-10a-5p
Zfp780b,mmu-miR-10b-5p
Zfp780b,mmu-miR-339-5p
Zfp780b,mmu-miR-804
Zfp780b,mmu-miR-539-3p
Zfp780b,mmu-miR-381-3p
Zfp78,mmu-miR-3087-3p
Zfp78,mmu-miR-3470b
Zfp74,mmu-miR-574-5p
Zfp74,mmu-miR-466d-5p
Zfp74,mmu-miR-466l-5p
Zfp74,mmu-miR-466k
Zfp74,mmu-miR-466i-5p
Zfp74,mmu-miR-669h-3p
Zfp74,mmu-miR-669k-3p
Zfp691,mmu-miR-466l-5p
Zfp691,mmu-miR-466i-5p
Zfp691,mmu-miR-466k
Zfp691,mmu-miR-466d-5p
Zfp689,mmu-miR-3103-3p
Zfp689,mmu-miR-3103-3p
Zfp689,mmu-miR-692
Zfp689,mmu-miR-692
Zfp663,mmu-miR-342-3p
Zfp663,mmu-miR-342-3p
Zfp663,mmu-miR-342-3p
Zfp663,mmu-miR-377-3p
Zfp663,mmu-miR-377-3p
Zfp663,mmu-miR-377-3p
Zfp663,mmu-miR-376c-3p
Zfp663,mmu-miR-376c-3p
Zfp553,mmu-miR-1896
Zfp553,mmu-miR-129-1-3p
Zfp553,mmu-miR-129-1-3p
Zfp553,mmu-miR-129-2-3p
Zfp553,mmu-miR-129-2-3p
Zfp553,mmu-miR-3085-3p
Zfp553,mmu-miR-3085-3p
Zfp553,mmu-miR-3064-5p
Zfp553,mmu-miR-3064-5p
Zfp553,mmu-miR-3087-3p
Zfp553,mmu-miR-3087-3p
Zfp553,mmu-miR-3470b
Zfp553,mmu-miR-3470b
Zfp488,mmu-miR-466l-5p
Zfp488,mmu-miR-466l-5p
Zfp488,mmu-miR-466k
Zfp488,mmu-miR-466k
Zfp488,mmu-miR-466i-5p
Zfp488,mmu-miR-466i-5p
Zfp488,mmu-miR-466d-5p
Zfp488,mmu-miR-466d-5p
Zfp488,mmu-miR-466n-5p
Zfp488,mmu-miR-466n-5p
Zfp488,mmu-miR-466h-5p
Zfp488,mmu-miR-466h-5p
Zfp488,mmu-miR-466m-5p
Zfp488,mmu-miR-466m-5p
Zfp488,mmu-miR-466j
Zfp488,mmu-miR-466j
Zfp488,mmu-miR-669m-5p
Zfp488,mmu-miR-669m-5p
Zfp46,mmu-miR-466k
Zfp46,mmu-miR-466l-5p
Zfp46,mmu-miR-466d-5p
Zfp46,mmu-miR-466i-5p
Zfp46,mmu-miR-675-3p
Zfp46,mmu-miR-669h-3p
Zfp46,mmu-miR-669k-3p
Zfp459,mmu-miR-3470a
Zfp459,mmu-miR-1935
Zfp459,mmu-miR-1935
Zfp459,mmu-miR-298-5p
Zfp459,mmu-miR-298-5p
Zfp459,mmu-miR-709
Zfp459,mmu-miR-709
Zfp459,mmu-miR-876-5p
Zfp459,mmu-miR-876-5p
Zfp459,mmu-miR-1199-5p
Zfp459,mmu-miR-1199-5p
Zfp446,mmu-miR-30a-5p
Zfp446,mmu-miR-30c-5p
Zfp446,mmu-miR-30b-5p
Zfp446,mmu-miR-30e-5p
Zfp446,mmu-miR-30d-5p
Zfp446,mmu-miR-384-5p
Zfp446,mmu-miR-329-3p
Zfp446,mmu-miR-362-3p
Zfp446,mmu-miR-338-3p
Zfp446,mmu-miR-338-3p
Zfp446,mmu-miR-1935
Zfp446,mmu-miR-1935
Zfp446,mmu-miR-298-5p
Zfp446,mmu-miR-298-5p
Zfp446,mmu-miR-709
Zfp446,mmu-miR-709
Zfp446,mmu-miR-125a-3p
Zfp446,mmu-miR-125a-3p
Zfp446,mmu-miR-1199-5p
Zfp446,mmu-miR-1199-5p
Zfp446,mmu-miR-1195
Zfp446,mmu-miR-1195
Zfp446,mmu-miR-3089-5p
Zfp446,mmu-miR-3089-5p
Zfp446,mmu-miR-10a-5p
Zfp446,mmu-miR-10a-5p
Zfp446,mmu-miR-10b-5p
Zfp446,mmu-miR-10b-5p
Zfp446,mmu-miR-339-5p
Zfp446,mmu-miR-339-5p
Zfp446,mmu-miR-292a-5p
Zfp446,mmu-miR-292a-5p
Zfp446,mmu-miR-290a-5p
Zfp446,mmu-miR-290a-5p
Zfp444,mmu-miR-5135
Zfp444,mmu-miR-5135
Zfp408,mmu-miR-141-3p
Zfp408,mmu-miR-200a-3p
Zfp408,mmu-miR-3105-3p
Zfp408,mmu-miR-3105-3p
Zfp408,mmu-miR-466i-3p
Zfp408,mmu-miR-466i-3p
Zfp408,mmu-miR-362-3p
Zfp408,mmu-miR-362-3p
Zfp408,mmu-miR-329-3p
Zfp408,mmu-miR-329-3p
Zfp397,mmu-miR-3087-3p
Zfp397,mmu-miR-3470a
Zfp397,mmu-miR-3110-5p
Zfp397,mmu-miR-5125
Zfp382,mmu-miR-1935
Zfp382,mmu-miR-1935
Zfp382,mmu-miR-298-5p
Zfp382,mmu-miR-298-5p
Zfp382,mmu-miR-709
Zfp382,mmu-miR-709
Zfp354a,mmu-miR-466p-3p
Zfp354a,mmu-miR-1b-5p
Zfp354a,mmu-miR-466c-3p
Zfp354a,mmu-miR-466b-3p
Zfp354a,mmu-miR-668-3p
Zfp329,mmu-miR-27a-3p
Zfp329,mmu-miR-128-3p
Zfp329,mmu-miR-27b-3p
Zfp329,mmu-miR-101b-3p
Zfp329,mmu-miR-101a-3p
Zfp322a,mmu-miR-369-3p
Zfp319,mmu-miR-471-3p
Zfp319,mmu-miR-488-3p
Zfp26,mmu-miR-29a-3p
Zfp26,mmu-miR-29c-3p
Zfp26,mmu-miR-29b-3p
Zfp26,mmu-miR-1935
Zfp26,mmu-miR-1935
Zfp26,mmu-miR-298-5p
Zfp26,mmu-miR-298-5p
Zfp26,mmu-miR-709
Zfp26,mmu-miR-709
Zfp26,mmu-miR-1199-5p
Zfp26,mmu-miR-1199-5p
Zfp26,mmu-miR-5135
Zfp26,mmu-miR-5135
Zfp26,mmu-miR-5135
Zfp26,mmu-miR-466p-5p
Zfp26,mmu-miR-466e-5p
Zfp26,mmu-miR-1187
Zfp26,mmu-miR-466a-5p
Zfp26,mmu-miR-466n-5p
Zfp26,mmu-miR-466m-5p
Zfp26,mmu-miR-466h-5p
Zfp26,mmu-miR-669m-5p
Zfp26,mmu-miR-466j
Zfp26,mmu-miR-466q
Zfp248,mmu-miR-374b-5p
Zfp248,mmu-miR-374b-5p
Zfp248,mmu-miR-374b-5p
Zfp248,mmu-miR-369-3p
Zfp248,mmu-miR-369-3p
Zfp248,mmu-miR-369-3p
Zfp248,mmu-miR-466l-5p
Zfp248,mmu-miR-466l-5p
Zfp248,mmu-miR-466k
Zfp248,mmu-miR-466k
Zfp248,mmu-miR-466i-5p
Zfp248,mmu-miR-466i-5p
Zfp248,mmu-miR-466d-5p
Zfp248,mmu-miR-466d-5p
Zfp248,mmu-miR-466n-5p
Zfp248,mmu-miR-466n-5p
Zfp248,mmu-miR-466j
Zfp248,mmu-miR-466j
Zfp248,mmu-miR-466h-5p
Zfp248,mmu-miR-466h-5p
Zfp248,mmu-miR-466m-5p
Zfp248,mmu-miR-466m-5p
Zfp248,mmu-miR-669m-5p
Zfp248,mmu-miR-669m-5p
Zfp169,mmu-miR-466l-3p
Zfp169,mmu-miR-1896
Zfp169,mmu-miR-5135
Zfp169,mmu-miR-1199-5p
Zfp111,mmu-miR-3087-3p
Zfp111,mmu-miR-3470b
Zfp111,mmu-miR-3110-5p
Zfp111,mmu-miR-5125
Zfp111,mmu-miR-669b-5p
Zfand2a,mmu-miR-467f
