Name,miRNA
I830012O16Rik,mmu-miR-5117-5p
I830012O16Rik,mmu-miR-466f-3p
I830012O16Rik,mmu-miR-466f-3p
I830012O16Rik,mmu-miR-362-3p
I830012O16Rik,mmu-miR-362-3p
I830012O16Rik,mmu-miR-466i-3p
I830012O16Rik,mmu-miR-466i-3p
I830012O16Rik,mmu-miR-329-3p
I830012O16Rik,mmu-miR-329-3p
Hyal1,mmu-miR-129-5p
Hyal1,mmu-miR-5101
Hyal1,mmu-miR-1896
Hyal1,mmu-miR-129-2-3p
Hyal1,mmu-miR-129-1-3p
Hyal1,mmu-miR-3064-5p
Hyal1,mmu-miR-3085-3p
Htr3b,mmu-miR-1196-5p
Htr3b,mmu-miR-297b-5p
Htr3b,mmu-miR-297a-5p
Htr3b,mmu-miR-297c-5p
Htr3b,mmu-miR-188-5p
Htr3b,mmu-miR-1903
Htr1a,mmu-miR-1912-3p
Hspa1b,mmu-miR-669h-3p
Hspa1b,mmu-miR-669k-3p
Hsd17b7,mmu-miR-1955-5p
Hsd17b7,mmu-miR-1955-5p
Hsd17b7,mmu-miR-1935
Hsd17b7,mmu-miR-1935
Hsd17b7,mmu-miR-298-5p
Hsd17b7,mmu-miR-298-5p
Hsd17b7,mmu-miR-709
Hsd17b7,mmu-miR-709
Hsbp1l1,mmu-miR-1896
Hsbp1l1,mmu-miR-129-2-3p
Hsbp1l1,mmu-miR-129-2-3p
Hsbp1l1,mmu-miR-129-1-3p
Hsbp1l1,mmu-miR-129-1-3p
Hsbp1l1,mmu-miR-3064-5p
Hsbp1l1,mmu-miR-3064-5p
Hsbp1l1,mmu-miR-3085-3p
Hsbp1l1,mmu-miR-3085-3p
Homer2,mmu-miR-3074-2-3p
Homer2,mmu-miR-466q
Homer2,mmu-miR-466q
Hn1l,mmu-miR-1953
Hlcs,mmu-miR-720
Hlcs,mmu-miR-720
Hlcs,mmu-miR-3104-3p
Hlcs,mmu-miR-3104-3p
Hist2h2be,mmu-miR-208a-5p
Hist2h2be,mmu-miR-203-3p
Hist2h2be,mmu-miR-694
Hhex,mmu-miR-692
Hhex,mmu-miR-692
Hhex,mmu-miR-3473c
Hhex,mmu-miR-3473c
Hhex,mmu-miR-1894-5p
Hhex,mmu-miR-1894-5p
Helb,mmu-miR-1935
Helb,mmu-miR-298-5p
Helb,mmu-miR-298-5p
Helb,mmu-miR-709
Helb,mmu-miR-709
Helb,mmu-miR-876-5p
Helb,mmu-miR-876-5p
Helb,mmu-miR-1199-5p
Helb,mmu-miR-1199-5p
Heatr2,mmu-miR-297c-5p
Heatr2,mmu-miR-297c-5p
Heatr2,mmu-miR-297b-5p
Heatr2,mmu-miR-297b-5p
Heatr2,mmu-miR-297a-5p
Heatr2,mmu-miR-297a-5p
Heatr2,mmu-miR-511-3p
Heatr2,mmu-miR-511-3p
Heatr2,mmu-miR-1198-5p
Heatr2,mmu-miR-1198-5p
Heatr2,mmu-miR-466a-5p
Heatr2,mmu-miR-466a-5p
Heatr2,mmu-miR-466e-5p
Heatr2,mmu-miR-466e-5p
Heatr2,mmu-miR-1187
Heatr2,mmu-miR-1187
Heatr2,mmu-miR-466p-5p
Heatr2,mmu-miR-466p-5p
Heatr2,mmu-miR-466d-5p
Heatr2,mmu-miR-466d-5p
Heatr2,mmu-miR-466i-5p
Heatr2,mmu-miR-466i-5p
Heatr2,mmu-miR-466l-5p
Heatr2,mmu-miR-466l-5p
Heatr2,mmu-miR-466k
Heatr2,mmu-miR-466k
Haus2,mmu-miR-669n
Haus2,mmu-miR-592-5p
H2-T24,mmu-miR-493-3p
H2-T24,mmu-miR-493-3p
H2-T24,mmu-miR-1195
H2-T24,mmu-miR-1195
H2-T24,mmu-miR-3089-5p
H2-T24,mmu-miR-3089-5p
H2-T24,mmu-miR-546
H2-T24,mmu-miR-546
H2-T24,mmu-miR-3106-5p
H2-T24,mmu-miR-3106-5p
H2-T24,mmu-miR-24-3p
H2-T24,mmu-miR-24-3p
H2-T24,mmu-miR-1194
H2-T24,mmu-miR-1194
H2-T24,mmu-miR-3471
H2-T24,mmu-miR-3471
H2-T24,mmu-miR-3077-3p
H2-T24,mmu-miR-3077-3p
H2-T24,mmu-miR-5102
H2-T24,mmu-miR-5102
H2-T24,mmu-miR-3475-3p
H2-T24,mmu-miR-3475-3p
H2-T24,mmu-miR-5114
H2-T24,mmu-miR-5114
H2-T24,mmu-miR-5133
H2-T24,mmu-miR-5133
H2-T24,mmu-miR-122-5p
H2-T24,mmu-miR-122-5p
H2-M2,mmu-miR-712-5p
H2-M2,mmu-miR-712-5p
H2-M2,mmu-miR-712-5p
H2-D1,mmu-miR-126a-5p
H2-D1,mmu-miR-126a-5p
Gstt3,mmu-miR-466a-5p
Gstt3,mmu-miR-466e-5p
Gstt3,mmu-miR-1187
Gstt3,mmu-miR-466p-5p
Gstt3,mmu-miR-1198-5p
Gstt3,mmu-miR-511-3p
Gstt3,mmu-miR-669f-3p
Gstt3,mmu-miR-466d-3p
Gstt3,mmu-miR-466e-3p
Gstt3,mmu-miR-467g
Gstt3,mmu-miR-466a-3p
Gstt3,mmu-miR-297b-3p
Gstt3,mmu-miR-669m-3p
Gstt3,mmu-miR-466n-3p
Grhl1,mmu-miR-3065-5p
Grhl1,mmu-miR-490-5p
Greb1,mmu-miR-466k
Greb1,mmu-miR-466l-5p
Greb1,mmu-miR-466i-5p
Greb1,mmu-miR-466d-5p
Greb1,mmu-miR-466f-3p
Gprc5c,mmu-miR-669b-5p
Gprc5c,mmu-miR-5101
Gprc5c,mmu-miR-129-5p
Gprc5c,mmu-miR-1896
Gprc5c,mmu-miR-129-2-3p
Gprc5c,mmu-miR-129-1-3p
Gprc5c,mmu-miR-3085-3p
Gprc5c,mmu-miR-3064-5p
Gprc5c,mmu-miR-1933-5p
Gprc5c,mmu-miR-490-5p
Gprc5c,mmu-miR-3470a
Gprc5c,mmu-miR-3110-5p
Gprc5c,mmu-miR-5125
Gpr82,mmu-miR-1936
Gpr183,mmu-miR-1192
Gpr183,mmu-miR-495-3p
Gpr157,mmu-miR-1935
Gpr157,mmu-miR-1935
Gpr157,mmu-miR-298-5p
Gpr157,mmu-miR-298-5p
Gpr157,mmu-miR-709
Gpr157,mmu-miR-709
Gpr157,mmu-miR-876-5p
Gpr157,mmu-miR-876-5p
Gpr157,mmu-miR-1199-5p
Gpr157,mmu-miR-1199-5p
Gpr157,mmu-miR-3089-5p
Gpr157,mmu-miR-3089-5p
Gpr157,mmu-miR-1195
Gpr157,mmu-miR-1195
Gpr150,mmu-miR-5101
Gpr107,mmu-miR-3065-5p
Gpr107,mmu-miR-495-3p
Gpr107,mmu-miR-1192
Gpr107,mmu-miR-191-5p
Gpnmb,mmu-miR-1903
Gpnmb,mmu-miR-1903
Gpkow,mmu-miR-362-3p
Gpkow,mmu-miR-329-3p
Gpkow,mmu-miR-466i-3p
Gpkow,mmu-miR-3065-5p
Gpkow,mmu-miR-338-5p
Gpkow,mmu-miR-1264-3p
Gpi1,mmu-miR-1896
Gpi1,mmu-miR-129-1-3p
Gpi1,mmu-miR-129-2-3p
Gnl3l,mmu-miR-1965
Gnl3l,mmu-miR-1965
Gnl3l,mmu-miR-1946a
Gnl3l,mmu-miR-1946a
Gnl3l,mmu-miR-5126
Gnl3l,mmu-miR-5126
Gnl3l,mmu-miR-546
Gnl3l,mmu-miR-546
Gngt1,mmu-miR-1935
Gngt1,mmu-miR-298-5p
Gngt1,mmu-miR-709
Gngt1,mmu-miR-709
Gngt1,mmu-miR-363-5p
Gngt1,mmu-miR-363-5p
Gngt1,mmu-miR-876-5p
Gngt1,mmu-miR-876-5p
Gngt1,mmu-miR-1199-5p
Gngt1,mmu-miR-1199-5p
Gngt1,mmu-miR-3089-5p
Gngt1,mmu-miR-3089-5p
Gngt1,mmu-miR-1195
Gngt1,mmu-miR-1195
Gngt1,mmu-miR-5135
Gngt1,mmu-miR-5135
Gngt1,mmu-miR-139-5p
Gngt1,mmu-miR-139-5p
Gngt1,mmu-miR-3082-5p
Gngt1,mmu-miR-3082-5p
Gngt1,mmu-miR-759
Gngt1,mmu-miR-759
Gnb4,mmu-miR-3100-3p
Gnb4,mmu-miR-542-3p
Gnal,mmu-miR-669b-5p
Gnal,mmu-miR-5101
Gnal,mmu-miR-1896
Gna13,mmu-miR-706
Gna13,mmu-miR-1192
Gna13,mmu-miR-495-3p
Gmip,mmu-miR-5101
Gmip,mmu-miR-875-3p
Gmip,mmu-miR-875-3p
Gmip,mmu-miR-494-3p
Gmip,mmu-miR-494-3p
Gmip,mmu-miR-129-1-3p
Gmip,mmu-miR-129-1-3p
Gmip,mmu-miR-129-2-3p
Gmip,mmu-miR-129-2-3p
Gmip,mmu-miR-3085-3p
Gmip,mmu-miR-3085-3p
Gmip,mmu-miR-3064-5p
Gmip,mmu-miR-3064-5p
Gmip,mmu-miR-1896
Gmip,mmu-miR-1896
Milr1,mmu-miR-434-3p
Milr1,mmu-miR-1933-3p
Milr1,mmu-miR-7b-5p
Milr1,mmu-miR-7a-5p
Mcidas,mmu-miR-210-3p
Mcidas,mmu-miR-210-3p
Mcidas,mmu-miR-466f
Mcidas,mmu-miR-466f
Mcidas,mmu-miR-466k
Mcidas,mmu-miR-466k
Mcidas,mmu-miR-466i-5p
Mcidas,mmu-miR-466i-5p
Mcidas,mmu-miR-466d-5p
Mcidas,mmu-miR-466d-5p
Mcidas,mmu-miR-466l-5p
Mcidas,mmu-miR-466l-5p
Gm5868,mmu-miR-495-3p
Gm5868,mmu-miR-1192
Gm5531,mmu-miR-139-5p
Gm5531,mmu-miR-374b-5p
Gm5464,mmu-miR-669k-3p
Gm5464,mmu-miR-669k-3p
Gm5464,mmu-miR-669h-3p
Gm5464,mmu-miR-669h-3p
Gm5464,mmu-miR-297c-5p
Gm5464,mmu-miR-297c-5p
Gm5464,mmu-miR-297b-5p
Gm5464,mmu-miR-297b-5p
Gm5464,mmu-miR-297a-5p
Gm5464,mmu-miR-297a-5p
Gm5464,mmu-miR-3963
Gm5464,mmu-miR-3963
Gm5464,mmu-miR-216b-5p
Gm5464,mmu-miR-216b-5p
Gm5464,mmu-miR-3065-5p
Gm5464,mmu-miR-495-3p
Gm5464,mmu-miR-1192
Gm5464,mmu-miR-1953
Gm5148,mmu-miR-466i-3p
Gm5148,mmu-miR-466i-3p
Gm5148,mmu-miR-362-3p
Gm5148,mmu-miR-362-3p
Gm5148,mmu-miR-329-3p
Gm5148,mmu-miR-329-3p
Gm5148,mmu-miR-92b-3p
Gm5148,mmu-miR-92b-3p
Gm5148,mmu-miR-363-3p
Gm5148,mmu-miR-363-3p
Gm5148,mmu-miR-32-5p
Gm5148,mmu-miR-32-5p
Gm5148,mmu-miR-25-3p
Gm5148,mmu-miR-25-3p
Gm5148,mmu-miR-92a-3p
Gm5148,mmu-miR-92a-3p
Gm5148,mmu-miR-367-3p
Gm5148,mmu-miR-367-3p
Gm5148,mmu-miR-466q
Gm5148,mmu-miR-466q
Gm20172,mmu-miR-1894-5p
Gm20172,mmu-miR-1894-5p
Gm20172,mmu-miR-343
Gm20172,mmu-miR-343
Gm20172,mmu-miR-211-5p
Gm20172,mmu-miR-211-5p
Gm20172,mmu-miR-204-5p
Gm20172,mmu-miR-204-5p
Glt28d2,mmu-miR-1839-5p
Glt28d2,mmu-miR-196a-5p
Glt28d2,mmu-miR-196b-5p
Glt28d2,mmu-miR-129-2-3p
Glt28d2,mmu-miR-129-1-3p
Glt28d2,mmu-miR-3085-3p
Glt28d2,mmu-miR-3085-3p
Glt28d2,mmu-miR-3064-5p
Glt28d2,mmu-miR-3064-5p
Glt28d2,mmu-miR-880-3p
Glt28d2,mmu-miR-880-3p
Glrx2,mmu-miR-129-5p
Glrx2,mmu-miR-1896
Glrx2,mmu-miR-129-1-3p
Glrx2,mmu-miR-129-2-3p
Glrx2,mmu-miR-3064-5p
Glrx2,mmu-miR-3085-3p
Glod4,mmu-miR-5098
Gldn,mmu-miR-5101
Glod4,mmu-miR-544-5p
Glod4,mmu-miR-544-5p
Gldn,mmu-miR-470-5p
Gla,mmu-miR-1186b
Gla,mmu-miR-1186b
Gldn,mmu-miR-432
Gla,mmu-miR-434-3p
Gla,mmu-miR-434-3p
Gla,mmu-miR-878-3p
Gla,mmu-miR-878-3p
Gla,mmu-miR-871-5p
Gla,mmu-miR-871-5p
Gjc3,mmu-miR-1843a-5p
Gjc3,mmu-miR-1940
Gjc3,mmu-miR-28a-5p
Gjc3,mmu-miR-708-5p
Gjc3,mmu-miR-3076-5p
Gjc3,mmu-miR-3076-5p
Gjc3,mmu-miR-3109-3p
Gjc3,mmu-miR-3109-3p
Gjc3,mmu-miR-3096a-5p
Gjc3,mmu-miR-3096a-5p
Ggcx,mmu-miR-1199-5p
Ggcx,mmu-miR-1199-5p
Ggcx,mmu-miR-1940
Ggcx,mmu-miR-1843b-5p
Ggcx,mmu-miR-764-3p
Gga2,mmu-miR-1896
Gga2,mmu-miR-1896
Gga2,mmu-miR-129-2-3p
Gga2,mmu-miR-129-2-3p
Gga2,mmu-miR-129-1-3p
Gga2,mmu-miR-129-1-3p
Gga2,mmu-miR-3064-5p
Gga2,mmu-miR-3064-5p
Gga2,mmu-miR-3085-3p
Gga2,mmu-miR-3085-3p
Gga2,mmu-miR-3087-3p
Gga2,mmu-miR-3087-3p
Gga2,mmu-miR-3110-5p
Gga2,mmu-miR-3110-5p
Gga2,mmu-miR-5125
Gga2,mmu-miR-5125
Gga2,mmu-miR-292a-5p
Gga2,mmu-miR-292a-5p
Gga2,mmu-miR-290a-5p
Gga2,mmu-miR-290a-5p
Gfpt1,mmu-miR-466o-5p
Gfpt1,mmu-miR-466b-5p
Gfpt1,mmu-miR-466c-5p
Gfpt1,mmu-miR-466p-5p
Gfpt1,mmu-miR-466a-5p
Gfpt1,mmu-miR-466e-5p
Gfpt1,mmu-miR-1187
Gfpt1,mmu-miR-466l-5p
Gfpt1,mmu-miR-466d-5p
Gfpt1,mmu-miR-466k
Gfpt1,mmu-miR-466i-5p
Gfpt1,mmu-miR-804
Gfpt1,mmu-miR-804
Gfpt1,mmu-miR-3089-5p
Gfpt1,mmu-miR-3089-5p
Gfpt1,mmu-miR-1195
Gfpt1,mmu-miR-1195
Gfpt1,mmu-miR-1196-5p
Gfpt1,mmu-miR-1196-5p
Gfpt1,mmu-miR-139-5p
Gfpt1,mmu-miR-139-5p
Gemin8,mmu-miR-1896
Gemin8,mmu-miR-129-2-3p
Gemin8,mmu-miR-129-2-3p
Gemin8,mmu-miR-129-1-3p
Gemin8,mmu-miR-129-1-3p
Gemin8,mmu-miR-3085-3p
Gemin8,mmu-miR-3085-3p
Gemin8,mmu-miR-3064-5p
Gemin8,mmu-miR-3064-5p
Gdi1,mmu-miR-466h-3p
Gdi1,mmu-miR-466h-3p
Gdi1,mmu-miR-466h-3p
Gdf3,mmu-miR-1199-5p
Gdf3,mmu-miR-1199-5p
Gdf3,mmu-miR-3089-5p
Gdf3,mmu-miR-3089-5p
Gdf3,mmu-miR-1195
Gdf3,mmu-miR-1195
Gdf3,mmu-miR-5135
Gdf3,mmu-miR-5135
Gcnt4,mmu-miR-297b-5p
Gcnt4,mmu-miR-297a-5p
Gcnt4,mmu-miR-297c-5p
Gcnt4,mmu-miR-1198-5p
Gcnt4,mmu-miR-511-3p
Gcnt4,mmu-miR-466p-5p
Gcnt4,mmu-miR-466a-5p
Gcnt4,mmu-miR-466e-5p
Gcnt4,mmu-miR-1187
Gcnt4,mmu-miR-804
Gcnt4,mmu-miR-592-5p
Gcnt4,mmu-miR-669n
Gcnt4,mmu-miR-466n-5p
Gcnt4,mmu-miR-466k
Gcnt4,mmu-miR-466i-5p
Gcnt4,mmu-miR-466d-5p
Gcnt4,mmu-miR-466l-5p
Gcnt4,mmu-miR-362-3p
Gcnt4,mmu-miR-329-3p
Gcnt4,mmu-miR-466i-3p
Gal3st3,mmu-miR-706
Gal3st3,mmu-miR-10b-5p
Gal3st3,mmu-miR-10a-5p
Gal3st3,mmu-miR-339-5p
Gal3st3,mmu-miR-292a-5p
Gal3st3,mmu-miR-290a-5p
Gad2,mmu-miR-129-5p
Gad2,mmu-miR-129-5p
Gad2,mmu-miR-3087-3p
Gad2,mmu-miR-3470a
Gad2,mmu-miR-5125
Gad2,mmu-miR-3110-5p
Gad2,mmu-miR-150-5p
Gad2,mmu-miR-150-5p
Gad2,mmu-miR-5127
Gad2,mmu-miR-5127
Ftsj1,mmu-miR-3064-5p
Ftsj1,mmu-miR-3085-3p
Ftsj1,mmu-miR-3087-3p
Ftsj1,mmu-miR-3087-3p
Ftsj1,mmu-miR-3470a
Ftsj1,mmu-miR-3470a
Ftsj1,mmu-miR-292a-5p
Ftsj1,mmu-miR-292a-5p
Ftsj1,mmu-miR-290a-5p
Ftsj1,mmu-miR-290a-5p
Ftsj1,mmu-miR-3110-5p
Ftsj1,mmu-miR-3110-5p
Ftsj1,mmu-miR-5125
Ftsj1,mmu-miR-5125
Foxl1,mmu-miR-665-3p
Foxl1,mmu-miR-3082-5p
Foxl1,mmu-miR-3082-5p
Foxl1,mmu-miR-706
Foxl1,mmu-miR-706
Foxl1,mmu-miR-10a-5p
Foxl1,mmu-miR-10a-5p
Foxl1,mmu-miR-10b-5p
Foxl1,mmu-miR-10b-5p
Foxl1,mmu-miR-339-5p
Foxl1,mmu-miR-339-5p
Foxk1,mmu-miR-1b-5p
Foxk1,mmu-miR-670-5p
Foxk1,mmu-miR-125a-5p
Foxk1,mmu-miR-351-5p
Foxk1,mmu-miR-125b-5p
Fnbp1,mmu-miR-466m-3p
Fnbp1,mmu-miR-466m-3p
Fnbp1,mmu-miR-466m-3p
Fnbp1,mmu-miR-466m-3p
Fnbp1,mmu-miR-466o-3p
Fnbp1,mmu-miR-466o-3p
Fnbp1,mmu-miR-466o-3p
Fnbp1,mmu-miR-466o-3p
Fnbp1,mmu-miR-3082-5p
Fnbp1,mmu-miR-3082-5p
Fnbp1,mmu-miR-3082-5p
Fnbp1,mmu-miR-3082-5p
Fech,mmu-miR-467f
Fech,mmu-miR-466f-3p
Fech,mmu-miR-466i-3p
Fech,mmu-miR-362-3p
Fech,mmu-miR-329-3p
Fcer2a,mmu-miR-3087-3p
Fcer2a,mmu-miR-3470a
Fcer2a,mmu-miR-3967
Fbxo22,mmu-miR-1896
Fbxo22,mmu-miR-129-2-3p
Fbxo22,mmu-miR-129-1-3p
Fbxo22,mmu-miR-3064-5p
Fbxo22,mmu-miR-3085-3p
Fbxo22,mmu-miR-3087-3p
Fbxo22,mmu-miR-3470b
Fbxo22,mmu-miR-3110-5p
Fbxo22,mmu-miR-5125
Fam86,mmu-miR-3085-3p
Fam86,mmu-miR-3085-3p
Fam86,mmu-miR-3064-5p
Fam86,mmu-miR-3064-5p
Fam86,mmu-miR-3087-3p
Fam86,mmu-miR-3087-3p
Fam86,mmu-miR-3470a
Fam86,mmu-miR-3470a
Fam69c,mmu-miR-181d-5p
Fam69c,mmu-miR-181c-5p
Fam69c,mmu-miR-181a-5p
Fam69c,mmu-miR-181b-5p
Fam69c,mmu-miR-669f-3p
Nxpe3,mmu-miR-1198-5p
Nxpe3,mmu-miR-511-3p
Nxpe3,mmu-miR-466n-3p
Nxpe3,mmu-miR-1b-5p
Nxpe3,mmu-miR-466o-3p
Nxpe3,mmu-miR-466m-3p
Nxpe3,mmu-miR-297b-3p
Nxpe3,mmu-miR-466d-3p
Nxpe3,mmu-miR-467g
Nxpe3,mmu-miR-466a-3p
Nxpe3,mmu-miR-466e-3p
Nxpe3,mmu-miR-466a-5p
Nxpe3,mmu-miR-466p-5p
Nxpe3,mmu-miR-1187
Nxpe3,mmu-miR-466e-5p
Nxpe3,mmu-miR-466l-5p
Nxpe3,mmu-miR-297a-5p
Nxpe3,mmu-miR-297c-5p
Nxpe3,mmu-miR-297b-5p
Nxpe3,mmu-miR-466c-3p
Nxpe3,mmu-miR-466p-3p
Nxpe3,mmu-miR-466b-3p
Nxpe3,mmu-miR-466i-5p
Nxpe3,mmu-miR-466k
Nxpe3,mmu-miR-466d-5p
Nxpe3,mmu-miR-669m-3p
Fam20b,mmu-miR-3087-3p
Ccser1,mmu-miR-323-3p
Ccser1,mmu-miR-3071-5p
Fam181b,mmu-miR-5101
Fam169b,mmu-miR-466f-5p
Fam169b,mmu-miR-466f
Fam169b,mmu-miR-466b-3p
Fam169b,mmu-miR-466b-3p
Fam169b,mmu-miR-466p-3p
Fam169b,mmu-miR-466p-3p
Fam169b,mmu-miR-466c-3p
Fam169b,mmu-miR-466c-3p
Fam169b,mmu-miR-1b-5p
Fam169b,mmu-miR-1b-5p
Fam169b,mmu-miR-466o-3p
Fam169b,mmu-miR-466o-3p
Fam169b,mmu-miR-466m-3p
Fam169b,mmu-miR-466m-3p
Fam169b,mmu-miR-466f-3p
Fam169b,mmu-miR-466f-3p
Fam169b,mmu-miR-466i-3p
Fam169b,mmu-miR-466i-3p
Fam169b,mmu-miR-669f-3p
Fam161b,mmu-miR-5114
Fam161b,mmu-miR-185-5p
Fam161b,mmu-miR-3473a
Fam161b,mmu-miR-882
Fam161b,mmu-miR-741-3p
Fam161b,mmu-miR-3106-5p
Fam161b,mmu-miR-24-3p
Fam161b,mmu-miR-140-5p
Fam161b,mmu-miR-876-3p
Fam161b,mmu-miR-713
Fam161b,mmu-miR-1195
Fam161b,mmu-miR-1195
Fam161b,mmu-miR-3089-5p
Fam161b,mmu-miR-3089-5p
Fam154b,mmu-miR-1194
Fam111a,mmu-miR-5101
Fadd,mmu-miR-3082-5p
Fadd,mmu-miR-665-3p
Fadd,mmu-miR-706
Fadd,mmu-miR-10b-5p
Fadd,mmu-miR-10a-5p
Fadd,mmu-miR-339-5p
Fadd,mmu-miR-3075-5p
F10,mmu-miR-712-5p
F10,mmu-miR-712-5p
F10,mmu-miR-129-1-3p
F10,mmu-miR-129-2-3p
F10,mmu-miR-3085-3p
F10,mmu-miR-3064-5p
F10,mmu-miR-3087-3p
F10,mmu-miR-3470b
F10,mmu-miR-1905
Extl1,mmu-miR-495-3p
Extl1,mmu-miR-1192
Extl1,mmu-miR-3065-5p
Exosc1,mmu-miR-380-3p
Exosc1,mmu-miR-380-3p
Exosc1,mmu-miR-290a-5p
Exosc1,mmu-miR-290a-5p
Exosc1,mmu-miR-292a-5p
Exosc1,mmu-miR-292a-5p
Erich1,mmu-miR-3085-3p
Erich1,mmu-miR-3064-5p
Erich1,mmu-miR-3087-3p
Erich1,mmu-miR-3470a
Erich1,mmu-miR-3110-5p
Erich1,mmu-miR-3110-5p
Erich1,mmu-miR-5125
Erich1,mmu-miR-5125
Ereg,mmu-miR-467f
Eps15,mmu-miR-5101
Eps15,mmu-miR-1958
Ephx3,mmu-miR-325-3p
Ephx3,mmu-miR-325-3p
Ephx3,mmu-miR-325-3p
Ephx3,mmu-miR-325-3p
Ephb2,mmu-miR-1192
Ephb2,mmu-miR-495-3p
Epb4.1l5,mmu-miR-741-3p
Ago4,mmu-miR-3057-3p
Ago4,mmu-miR-802-5p
Ago4,mmu-miR-669b-5p
Ago4,mmu-miR-5101
Ehd4,mmu-miR-1928
Ehd4,mmu-miR-221-3p
Ehd4,mmu-miR-222-3p
Ehd4,mmu-miR-669d-5p
Ehd4,mmu-miR-706
Ehd4,mmu-miR-539-5p
Ehbp1l1,mmu-miR-297a-5p
Ehbp1l1,mmu-miR-297b-5p
Ehbp1l1,mmu-miR-297c-5p
Ehbp1l1,mmu-miR-3097-3p
Ehbp1l1,mmu-miR-717
Ehbp1l1,mmu-miR-329-3p
Ehbp1l1,mmu-miR-362-3p
Ehbp1l1,mmu-miR-466g
Ehbp1l1,mmu-miR-134-5p
Ehbp1l1,mmu-miR-883a-5p
Egfr,mmu-miR-129-5p
Egfr,mmu-miR-5101
Egfr,mmu-miR-433-3p
Egfr,mmu-miR-3088-3p
Efcab4a,mmu-miR-876-5p
Efcab4a,mmu-miR-876-5p
Efcab4a,mmu-miR-1199-5p
Efcab4a,mmu-miR-1199-5p
Efcab4a,mmu-miR-3089-5p
Efcab4a,mmu-miR-3089-5p
Efcab4a,mmu-miR-1195
Efcab4a,mmu-miR-1195
Efcab4a,mmu-miR-151-5p
Efcab4a,mmu-miR-151-5p
Efcab4a,mmu-miR-5135
Efcab4a,mmu-miR-5135
Efcab4a,mmu-miR-139-5p
Efcab4a,mmu-miR-139-5p
Efcab4a,mmu-miR-1912-3p
Efcab4a,mmu-miR-1912-3p
Edaradd,mmu-miR-466f
Edaradd,mmu-miR-467e-5p
Edaradd,mmu-miR-467h
Ecm2,mmu-miR-196b-5p
Ecm2,mmu-miR-196a-5p
Ecm2,mmu-miR-1839-5p
Eci1,mmu-miR-335-3p
Eci1,mmu-miR-1896
Eci1,mmu-miR-331-3p
Eci1,mmu-miR-3087-3p
Eci1,mmu-miR-3470b
Ece1,mmu-miR-466l-5p
Ece1,mmu-miR-466i-5p
Ece1,mmu-miR-466k
Ece1,mmu-miR-466d-5p
Ece1,mmu-miR-339-3p
E130311K13Rik,mmu-miR-1896
E130311K13Rik,mmu-miR-1950
E130311K13Rik,mmu-miR-153-3p
E130311K13Rik,mmu-miR-153-3p
E130311K13Rik,mmu-miR-129-2-3p
E130311K13Rik,mmu-miR-129-2-3p
E130311K13Rik,mmu-miR-129-1-3p
E130311K13Rik,mmu-miR-129-1-3p
E130311K13Rik,mmu-miR-3085-3p
E130311K13Rik,mmu-miR-3085-3p
E130311K13Rik,mmu-miR-3064-5p
E130311K13Rik,mmu-miR-3064-5p
E130311K13Rik,mmu-miR-3087-3p
E130311K13Rik,mmu-miR-3087-3p
E130311K13Rik,mmu-miR-10a-5p
E130311K13Rik,mmu-miR-10a-5p
E130311K13Rik,mmu-miR-10b-5p
E130311K13Rik,mmu-miR-10b-5p
E130311K13Rik,mmu-miR-3110-5p
E130311K13Rik,mmu-miR-5125
Dzip3,mmu-miR-881-3p
Dzip3,mmu-miR-466n-5p
Dzip3,mmu-miR-466j
Dzip3,mmu-miR-466m-5p
Dzip3,mmu-miR-669m-5p
Dzip3,mmu-miR-466h-5p
Dzip3,mmu-miR-329-3p
Dzip3,mmu-miR-362-3p
Dzip3,mmu-miR-466i-3p
Dzip3,mmu-miR-742-3p
Dzip3,mmu-miR-693-5p
Dtx3l,mmu-miR-3087-3p
Dtx3l,mmu-miR-3470b
Dtwd2,mmu-miR-5135
Dtwd2,mmu-miR-139-5p
Dsg2,mmu-miR-692
Dsg2,mmu-miR-692
Dsg2,mmu-miR-692
Dsg2,mmu-miR-692
Dnase2a,mmu-miR-1965
Dnase2a,mmu-miR-1946a
Dnase2a,mmu-miR-1946b
Dnase2a,mmu-miR-449a-5p
Dnase2a,mmu-miR-449c-5p
Dnase2a,mmu-miR-449b
Dnase2a,mmu-miR-34a-5p
Dnase2a,mmu-miR-34c-5p
Dnase2a,mmu-miR-34b-5p
Dnase2a,mmu-miR-546
Dnase2a,mmu-miR-532-5p
Dnase2a,mmu-miR-511-5p
Dnase2a,mmu-miR-1935
Dnase2a,mmu-miR-1935
Dnase2a,mmu-miR-298-5p
Dnase2a,mmu-miR-298-5p
Dnase2a,mmu-miR-1199-5p
Dnase2a,mmu-miR-1199-5p
Dnase2a,mmu-miR-5135
Dnase2a,mmu-miR-5135
Dnase2a,mmu-miR-139-5p
Dnase2a,mmu-miR-139-5p
Dnase2a,mmu-miR-3082-5p
Dnase2a,mmu-miR-3082-5p
Dnase2a,mmu-miR-759
Dnase2a,mmu-miR-759
Dnase2a,mmu-miR-804
Dnase2a,mmu-miR-804
Dnase2a,mmu-miR-3089-5p
Dnase2a,mmu-miR-3089-5p
Dnase2a,mmu-miR-1195
Dnase2a,mmu-miR-1195
Dnase2a,mmu-miR-665-3p
Dnase2a,mmu-miR-665-3p
