CPD,Enzyme,ACIN
C00928,2.7.1.21,IN
C11736,2.7.1.21,IN
C13881,2.7.1.21,IN
C13884,2.7.1.21,IN
C14818,2.7.1.21,IN
C16744,2.7.1.21,IN
C19609,2.7.1.21,IN
C19610,2.7.1.21,IN
C00284,2.7.1.216,IN
C04483,2.7.1.216,IN
C11321,2.7.1.216,IN
C00004,2.7.1.23,IN
C00005,2.7.1.23,IN
C00006,2.7.1.23,IN
C04423,2.7.1.23,IN
C07168,2.7.1.23,IN
C13051,2.7.1.23,IN
C00097,2.7.1.24,AC
C00010,2.7.1.24,IN
C04483,2.7.1.24,IN
C00224,2.7.1.25,IN
C18765,2.7.1.25,IN
C00008,2.7.1.26,IN
C00061,2.7.1.26,IN
C00703,2.7.1.26,IN
C01413,2.7.1.26,IN
C01727,2.7.1.26,IN
C02441,2.7.1.26,IN
C03444,2.7.1.26,IN
C13881,2.7.1.26,IN
C13884,2.7.1.26,IN
C14818,2.7.1.26,IN
C00002,2.7.1.28,IN
C00008,2.7.1.28,IN
C00016,2.7.1.29,IN
C00002,2.7.1.3,IN
C00008,2.7.1.3,IN
C00035,2.7.1.3,IN
C00121,2.7.1.3,IN
C00310,2.7.1.3,IN
C00508,2.7.1.3,IN
C00774,2.7.1.3,IN
C00795,2.7.1.3,IN
C02076,2.7.1.3,IN
C02441,2.7.1.3,IN
C03444,2.7.1.3,IN
C06468,2.7.1.3,IN
C09280,2.7.1.3,IN
C00132,2.7.1.30,AC
C00469,2.7.1.30,AC
C00854,2.7.1.30,AC
C01845,2.7.1.30,AC
C02457,2.7.1.30,AC
C05979,2.7.1.30,AC
C06142,2.7.1.30,AC
C06753,2.7.1.30,AC
C07328,2.7.1.30,AC
C14710,2.7.1.30,AC
C00008,2.7.1.30,IN
C00583,2.7.1.30,IN
C01380,2.7.1.30,IN
C02441,2.7.1.30,IN
C03189,2.7.1.30,IN
C03444,2.7.1.30,IN
C16834,2.7.1.30,IN
C18676,2.7.1.30,IN
C00284,2.7.1.31,IN
C03444,2.7.1.31,IN
C00134,2.7.1.32,AC
C00315,2.7.1.32,AC
C00750,2.7.1.32,AC
C01996,2.7.1.32,AC
C07561,2.7.1.32,AC
C00002,2.7.1.32,IN
C00008,2.7.1.32,IN
C00020,2.7.1.32,IN
C00065,2.7.1.32,IN
C00073,2.7.1.32,IN
C00076,2.7.1.32,IN
C00114,2.7.1.32,IN
C00158,2.7.1.32,IN
C00189,2.7.1.32,IN
C00212,2.7.1.32,IN
C00412,2.7.1.32,IN
C00588,2.7.1.32,IN
C00719,2.7.1.32,IN
C02441,2.7.1.32,IN
C07339,2.7.1.32,IN
C07649,2.7.1.32,IN
C07973,2.7.1.32,IN
C00010,2.7.1.33,AC
C00187,2.7.1.33,AC
C07022,2.7.1.33,AC
C07108,2.7.1.33,AC
C00002,2.7.1.33,IN
C00008,2.7.1.33,IN
C00013,2.7.1.33,IN
C00024,2.7.1.33,IN
C00083,2.7.1.33,IN
C00100,2.7.1.33,IN
C00154,2.7.1.33,IN
C00158,2.7.1.33,IN
C00510,2.7.1.33,IN
C00882,2.7.1.33,IN
C00951,2.7.1.33,IN
C01134,2.7.1.33,IN
C01227,2.7.1.33,IN
C01944,2.7.1.33,IN
C02249,2.7.1.33,IN
C02538,2.7.1.33,IN
C04352,2.7.1.33,IN
C04555,2.7.1.33,IN
C08039,2.7.1.33,IN
C08357,2.7.1.33,IN
C08951,2.7.1.33,IN
C13746,2.7.1.33,IN
C18933,2.7.1.33,IN
C00003,2.7.1.35,AC
C00009,2.7.1.35,AC
C00014,2.7.1.35,AC
C00004,2.7.1.35,IN
C00020,2.7.1.35,IN
C00038,2.7.1.35,IN
C00134,2.7.1.35,IN
C00192,2.7.1.35,IN
C00238,2.7.1.35,IN
C00250,2.7.1.35,IN
C00305,2.7.1.35,IN
C00314,2.7.1.35,IN
C00315,2.7.1.35,IN
C00334,2.7.1.35,IN
C00355,2.7.1.35,IN
C00388,2.7.1.35,IN
C00398,2.7.1.35,IN
C00483,2.7.1.35,IN
C00534,2.7.1.35,IN
C00547,2.7.1.35,IN
C00632,2.7.1.35,IN
C00747,2.7.1.35,IN
C00750,2.7.1.35,IN
C00780,2.7.1.35,IN
C01330,2.7.1.35,IN
C01672,2.7.1.35,IN
C02470,2.7.1.35,IN
C03722,2.7.1.35,IN
C03758,2.7.1.35,IN
C05361,2.7.1.35,IN
C06682,2.7.1.35,IN
C07054,2.7.1.35,IN
C07130,2.7.1.35,IN
C07418,2.7.1.35,IN
C07480,2.7.1.35,IN
C07481,2.7.1.35,IN
C07627,2.7.1.35,IN
C08270,2.7.1.35,IN
C10164,2.7.1.35,IN
C19610,2.7.1.35,IN
C00002,2.7.1.36,AC
C00009,2.7.1.36,AC
C00097,2.7.1.36,AC
C00535,2.7.1.36,AC
C06834,2.7.1.36,AC
C11215,2.7.1.36,AC
C00018,2.7.1.36,IN
C00129,2.7.1.36,IN
C00235,2.7.1.36,IN
C00341,2.7.1.36,IN
C00353,2.7.1.36,IN
C00448,2.7.1.36,IN
C00951,2.7.1.36,IN
C01143,2.7.1.36,IN
C03220,2.7.1.36,IN
C03444,2.7.1.36,IN
C15519,2.7.1.36,IN
C19610,2.7.1.36,IN
C01514,2.7.1.4,IN
C00009,2.7.1.40,AC
C00049,2.7.1.40,AC
C00065,2.7.1.40,AC
C00152,2.7.1.40,AC
C05378,2.7.1.40,AC
C00001,2.7.1.40,IN
C00002,2.7.1.40,IN
C00020,2.7.1.40,IN
C00038,2.7.1.40,IN
C00041,2.7.1.40,IN
C00072,2.7.1.40,IN
C00074,2.7.1.40,IN
C00076,2.7.1.40,IN
C00078,2.7.1.40,IN
C00079,2.7.1.40,IN
C00082,2.7.1.40,IN
C00086,2.7.1.40,IN
C00097,2.7.1.40,IN
C00133,2.7.1.40,IN
C00148,2.7.1.40,IN
C00166,2.7.1.40,IN
C00175,2.7.1.40,IN
C00183,2.7.1.40,IN
C00188,2.7.1.40,IN
C00209,2.7.1.40,IN
C00212,2.7.1.40,IN
C00491,2.7.1.40,IN
C00740,2.7.1.40,IN
C01585,2.7.1.40,IN
C03665,2.7.1.40,IN
C05377,2.7.1.40,IN
C06693,2.7.1.40,IN
C06696,2.7.1.40,IN
C08142,2.7.1.40,IN
C10292,2.7.1.40,IN
C19609,2.7.1.40,IN
C19610,2.7.1.40,IN
C00002,2.7.1.41,IN
C00305,2.7.1.41,IN
C19610,2.7.1.41,IN
C00928,2.7.1.48,AC
C00002,2.7.1.48,IN
C00063,2.7.1.48,IN
C00075,2.7.1.48,IN
C00299,2.7.1.48,IN
C03444,2.7.1.48,IN
C06244,2.7.1.48,IN
C07649,2.7.1.48,IN
C00096,2.7.1.52,AC
C00008,2.7.1.52,IN
C00020,2.7.1.52,IN
C00044,2.7.1.52,IN
C00063,2.7.1.52,IN
C00112,2.7.1.52,IN
C00325,2.7.1.52,IN
C00459,2.7.1.52,IN
C01019,2.7.1.52,IN
C00072,2.7.1.56,IN
C00097,2.7.1.59,AC
C00928,2.7.1.59,AC
C00008,2.7.1.59,IN
C00009,2.7.1.59,IN
C00013,2.7.1.59,IN
C00043,2.7.1.59,IN
C00063,2.7.1.59,IN
C00075,2.7.1.59,IN
C00140,2.7.1.59,IN
C00357,2.7.1.59,IN
C00645,2.7.1.59,IN
C02441,2.7.1.59,IN
C03444,2.7.1.59,IN
C00051,2.7.1.6,AC
C00097,2.7.1.6,AC
C00928,2.7.1.6,AC
C00008,2.7.1.6,IN
C00020,2.7.1.6,IN
C00038,2.7.1.6,IN
C00124,2.7.1.6,IN
C00305,2.7.1.6,IN
C00389,2.7.1.6,IN
C00397,2.7.1.6,IN
C00446,2.7.1.6,IN
C00703,2.7.1.6,IN
C01737,2.7.1.6,IN
C01822,2.7.1.6,IN
C02441,2.7.1.6,IN
C03384,2.7.1.6,IN
C03444,2.7.1.6,IN
C06563,2.7.1.6,IN
C06820,2.7.1.6,IN
C13563,2.7.1.60,AC
C02441,2.7.1.60,IN
C00051,2.7.1.67,AC
C00284,2.7.1.67,AC
C00315,2.7.1.67,AC
C00750,2.7.1.67,AC
C00928,2.7.1.67,AC
C04623,2.7.1.67,AC
C07168,2.7.1.67,AC
C11143,2.7.1.67,AC
C11171,2.7.1.67,AC
C11275,2.7.1.67,AC
C14185,2.7.1.67,AC
C15519,2.7.1.67,AC
C00002,2.7.1.67,IN
C00008,2.7.1.67,IN
C00020,2.7.1.67,IN
C00035,2.7.1.67,IN
C00044,2.7.1.67,IN
C00063,2.7.1.67,IN
C00075,2.7.1.67,IN
C00076,2.7.1.67,IN
C00112,2.7.1.67,IN
C00131,2.7.1.67,IN
C00144,2.7.1.67,IN
C00175,2.7.1.67,IN
C00187,2.7.1.67,IN
C00212,2.7.1.67,IN
C00219,2.7.1.67,IN
C00238,2.7.1.67,IN
C00305,2.7.1.67,IN
C00387,2.7.1.67,IN
C00389,2.7.1.67,IN
C00575,2.7.1.67,IN
C00742,2.7.1.67,IN
C01330,2.7.1.67,IN
C02441,2.7.1.67,IN
C03444,2.7.1.67,IN
C03582,2.7.1.67,IN
C04483,2.7.1.67,IN
C07130,2.7.1.67,IN
C07481,2.7.1.67,IN
C08142,2.7.1.67,IN
C11166,2.7.1.67,IN
C12995,2.7.1.67,IN
C13563,2.7.1.67,IN
C13742,2.7.1.67,IN
C14818,2.7.1.67,IN
C15195,2.7.1.67,IN
C19609,2.7.1.67,IN
C19610,2.7.1.67,IN
C00315,2.7.1.68,AC
C00750,2.7.1.68,AC
C01996,2.7.1.68,AC
C00002,2.7.1.68,IN
C00008,2.7.1.68,IN
C00027,2.7.1.68,IN
C00076,2.7.1.68,IN
C00097,2.7.1.68,IN
C00127,2.7.1.68,IN
C00284,2.7.1.68,IN
C00389,2.7.1.68,IN
C02441,2.7.1.68,IN
C03444,2.7.1.68,IN
C07168,2.7.1.68,IN
C11171,2.7.1.68,IN
C11275,2.7.1.68,IN
C00305,2.7.1.73,AC
C19610,2.7.1.73,AC
C00002,2.7.1.74,AC
C00015,2.7.1.74,AC
C00299,2.7.1.74,AC
C00330,2.7.1.74,AC
C00459,2.7.1.74,AC
C00559,2.7.1.74,AC
C01576,2.7.1.74,AC
C06088,2.7.1.74,AC
C06563,2.7.1.74,AC
C07394,2.7.1.74,AC
C08142,2.7.1.74,AC
C10208,2.7.1.74,AC
C11216,2.7.1.74,AC
C11321,2.7.1.74,AC
C13563,2.7.1.74,AC
C00008,2.7.1.74,IN
C00035,2.7.1.74,IN
C00044,2.7.1.74,IN
C00055,2.7.1.74,IN
C00063,2.7.1.74,IN
C00075,2.7.1.74,IN
C00086,2.7.1.74,IN
C00105,2.7.1.74,IN
C00112,2.7.1.74,IN
C00127,2.7.1.74,IN
C00130,2.7.1.74,IN
C00131,2.7.1.74,IN
C00206,2.7.1.74,IN
C00214,2.7.1.74,IN
C00239,2.7.1.74,IN
C00286,2.7.1.74,IN
C00360,2.7.1.74,IN
C00361,2.7.1.74,IN
C00362,2.7.1.74,IN
C00363,2.7.1.74,IN
C00365,2.7.1.74,IN
C00458,2.7.1.74,IN
C00460,2.7.1.74,IN
C00475,2.7.1.74,IN
C00705,2.7.1.74,IN
C00881,2.7.1.74,IN
C00954,2.7.1.74,IN
C01260,2.7.1.74,IN
C01346,2.7.1.74,IN
C02079,2.7.1.74,IN
C02441,2.7.1.74,IN
C02496,2.7.1.74,IN
C02961,2.7.1.74,IN
C03444,2.7.1.74,IN
C11166,2.7.1.74,IN
C13377,2.7.1.74,IN
C13881,2.7.1.74,IN
C14440,2.7.1.74,IN
C00013,2.7.1.76,IN
C00131,2.7.1.76,IN
C00206,2.7.1.76,IN
C00212,2.7.1.76,IN
C00239,2.7.1.76,IN
C00286,2.7.1.76,IN
C00330,2.7.1.76,IN
C00360,2.7.1.76,IN
C00361,2.7.1.76,IN
C00362,2.7.1.76,IN
C00458,2.7.1.76,IN
C00559,2.7.1.76,IN
C00703,2.7.1.76,IN
C00705,2.7.1.76,IN
C03444,2.7.1.76,IN
C11321,2.7.1.76,IN
C00315,2.7.1.78,AC
C00750,2.7.1.78,AC
C00008,2.7.1.78,IN
C00009,2.7.1.78,IN
C00013,2.7.1.78,IN
C00014,2.7.1.78,IN
C00020,2.7.1.78,IN
C00038,2.7.1.78,IN
C00044,2.7.1.78,IN
C00059,2.7.1.78,IN
C00063,2.7.1.78,IN
C00075,2.7.1.78,IN
C00131,2.7.1.78,IN
C00284,2.7.1.78,IN
C00286,2.7.1.78,IN
C00458,2.7.1.78,IN
C00459,2.7.1.78,IN
C01413,2.7.1.78,IN
C02441,2.7.1.78,IN
C03444,2.7.1.78,IN
C13563,2.7.1.78,IN
C19610,2.7.1.78,IN
C00038,2.7.1.81,IN
C00047,2.7.1.81,IN
C00077,2.7.1.81,IN
C00114,2.7.1.81,IN
C00189,2.7.1.81,IN
C00263,2.7.1.81,IN
C00487,2.7.1.81,IN
C00515,2.7.1.81,IN
C00739,2.7.1.81,IN
C01015,2.7.1.81,IN
C03283,2.7.1.81,IN
C19610,2.7.1.81,IN
C00002,2.7.1.82,IN
C00063,2.7.1.82,IN
C00076,2.7.1.82,IN
C00097,2.7.1.82,IN
C00114,2.7.1.82,IN
C00346,2.7.1.82,IN
C00412,2.7.1.82,IN
C00588,2.7.1.82,IN
C00719,2.7.1.82,IN
C01996,2.7.1.82,IN
C02924,2.7.1.82,IN
C03444,2.7.1.82,IN
C19610,2.7.1.82,IN
C00187,2.7.1.91,AC
C00388,2.7.1.91,AC
C01897,2.7.1.91,AC
C05151,2.7.1.91,AC
C06124,2.7.1.91,AC
C13914,2.7.1.91,AC
C14770,2.7.1.91,AC
C16883,2.7.1.91,AC
C00008,2.7.1.91,IN
C00038,2.7.1.91,IN
C00238,2.7.1.91,IN
C00284,2.7.1.91,IN
C00836,2.7.1.91,IN
C01598,2.7.1.91,IN
C02441,2.7.1.91,IN
C03444,2.7.1.91,IN
C12144,2.7.1.91,IN
C13563,2.7.1.91,IN
C14818,2.7.1.91,IN
C00051,2.7.1.94,AC
C02441,2.7.1.94,IN
C00027,2.7.10.1,AC
C00951,2.7.10.1,AC
C01576,2.7.10.1,AC
C01661,2.7.10.1,AC
C02135,2.7.10.1,AC
C05151,2.7.10.1,AC
C06866,2.7.10.1,AC
C06911,2.7.10.1,AC
C07649,2.7.10.1,AC
C11042,2.7.10.1,AC
C00389,2.7.10.1,IN
C01514,2.7.10.1,IN
C02079,2.7.10.1,IN
C06563,2.7.10.1,IN
C06685,2.7.10.1,IN
C07650,2.7.10.1,IN
C10197,2.7.10.1,IN
C10721,2.7.10.1,IN
C11225,2.7.10.1,IN
C15195,2.7.10.1,IN
C19039,2.7.10.1,IN
C00076,2.7.10.2,AC
C03640,2.7.10.2,AC
C00008,2.7.10.2,IN
C00389,2.7.10.2,IN
C00703,2.7.10.2,IN
C01448,2.7.10.2,IN
C01470,2.7.10.2,IN
C01477,2.7.10.2,IN
C01514,2.7.10.2,IN
C02079,2.7.10.2,IN
C03582,2.7.10.2,IN
C05901,2.7.10.2,IN
C05903,2.7.10.2,IN
C06563,2.7.10.2,IN
C10028,2.7.10.2,IN
C10037,2.7.10.2,IN
C10041,2.7.10.2,IN
C10044,2.7.10.2,IN
C10046,2.7.10.2,IN
C10098,2.7.10.2,IN
C10105,2.7.10.2,IN
C10107,2.7.10.2,IN
C10343,2.7.10.2,IN
C10395,2.7.10.2,IN
C10443,2.7.10.2,IN
C11238,2.7.10.2,IN
C11620,2.7.10.2,IN
C13742,2.7.10.2,IN
C14819,2.7.10.2,IN
C19039,2.7.10.2,IN
C19610,2.7.10.2,IN
C00020,2.7.11.1,AC
C00027,2.7.11.1,AC
C00219,2.7.11.1,AC
C00575,2.7.11.1,AC
C01530,2.7.11.1,AC
C01595,2.7.11.1,AC
C05151,2.7.11.1,AC
C07056,2.7.11.1,AC
C07412,2.7.11.1,AC
C00076,2.7.11.1,IN
C00750,2.7.11.1,IN
C01477,2.7.11.1,IN
C01514,2.7.11.1,IN
C02079,2.7.11.1,IN
C05903,2.7.11.1,IN
C06538,2.7.11.1,IN
C07481,2.7.11.1,IN
C10025,2.7.11.1,IN
C10343,2.7.11.1,IN
C10788,2.7.11.1,IN
C13563,2.7.11.1,IN
C15195,2.7.11.1,IN
C00584,2.7.11.10,IN
C00805,2.7.11.10,IN
C01405,2.7.11.10,IN
C01484,2.7.11.10,IN
C02088,2.7.11.10,IN
C03582,2.7.11.10,IN
C04685,2.7.11.10,IN
C04741,2.7.11.10,IN
C06697,2.7.11.10,IN
C06809,2.7.11.10,IN
C09654,2.7.11.10,IN
C10028,2.7.11.10,IN
C10443,2.7.11.10,IN
C14717,2.7.11.10,IN
C15195,2.7.11.10,IN
C19599,2.7.11.10,IN
C00031,2.7.11.11,AC
C00575,2.7.11.11,AC
C00584,2.7.11.11,AC
C01432,2.7.11.11,AC
C04741,2.7.11.11,AC
C07056,2.7.11.11,AC
C00027,2.7.11.11,IN
C00288,2.7.11.11,IN
C01405,2.7.11.11,IN
C01517,2.7.11.11,IN
C01608,2.7.11.11,IN
C02079,2.7.11.11,IN
C07168,2.7.11.11,IN
C13741,2.7.11.11,IN
C00212,2.7.11.12,AC
C00575,2.7.11.12,AC
C00873,2.7.11.12,AC
C00942,2.7.11.12,AC
C07056,2.7.11.12,AC
C11596,2.7.11.12,AC
C13817,2.7.11.12,AC
C00031,2.7.11.12,IN
C07455,2.7.11.12,IN
C00002,2.7.11.13,AC
C00027,2.7.11.13,AC
C00212,2.7.11.13,AC
C00219,2.7.11.13,AC
C00249,2.7.11.13,AC
C01530,2.7.11.13,AC
C03634,2.7.11.13,AC
C05151,2.7.11.13,AC
C06426,2.7.11.13,AC
C10443,2.7.11.13,AC
C12819,2.7.11.13,AC
C00469,2.7.11.13,IN
C02079,2.7.11.13,IN
C03722,2.7.11.13,IN
C09561,2.7.11.13,IN
C10721,2.7.11.13,IN
C11238,2.7.11.13,IN
C12227,2.7.11.13,IN
C00315,2.7.11.14,AC
C04006,2.7.11.14,AC
C00002,2.7.11.14,IN
C00008,2.7.11.14,IN
C00013,2.7.11.14,IN
C00020,2.7.11.14,IN
C00038,2.7.11.14,IN
C00076,2.7.11.14,IN
C00147,2.7.11.14,IN
C00212,2.7.11.14,IN
C00238,2.7.11.14,IN
C00284,2.7.11.14,IN
C00305,2.7.11.14,IN
C00404,2.7.11.14,IN
C00575,2.7.11.14,IN
C00765,2.7.11.14,IN
C01330,2.7.11.14,IN
C05198,2.7.11.14,IN
C06533,2.7.11.14,IN
C07130,2.7.11.14,IN
C07415,2.7.11.14,IN
C08431,2.7.11.14,IN
C11266,2.7.11.14,IN
C13743,2.7.11.14,IN
C00788,2.7.11.15,AC
C07056,2.7.11.15,AC
C07485,2.7.11.15,AC
C00018,2.7.11.15,IN
C00038,2.7.11.15,IN
C00076,2.7.11.15,IN
C00284,2.7.11.15,IN
C00315,2.7.11.15,IN
C00750,2.7.11.15,IN
C00765,2.7.11.15,IN
C01181,2.7.11.15,IN
C01204,2.7.11.15,IN
C01330,2.7.11.15,IN
C01479,2.7.11.15,IN
C03339,2.7.11.15,IN
C06906,2.7.11.15,IN
C07108,2.7.11.15,IN
C07168,2.7.11.15,IN
C07407,2.7.11.15,IN
C07415,2.7.11.15,IN
C08142,2.7.11.15,IN
C09256,2.7.11.15,IN
C13199,2.7.11.15,IN
C13563,2.7.11.15,IN
C07056,2.7.11.16,AC
C07471,2.7.11.16,AC
C00076,2.7.11.16,IN
C01181,2.7.11.16,IN
C07415,2.7.11.16,IN
C05151,2.7.11.17,AC
C07648,2.7.11.17,AC
C12269,2.7.11.17,AC
C13708,2.7.11.17,AC
C00008,2.7.11.17,IN
C00044,2.7.11.17,IN
C00076,2.7.11.17,IN
C00284,2.7.11.17,IN
C00389,2.7.11.17,IN
C02079,2.7.11.17,IN
C07168,2.7.11.17,IN
C07625,2.7.11.17,IN
C10443,2.7.11.17,IN
C07056,2.7.11.18,AC
C00002,2.7.11.18,IN
C00009,2.7.11.18,IN
C00076,2.7.11.18,IN
C05903,2.7.11.18,IN
C06952,2.7.11.18,IN
C07168,2.7.11.18,IN
C07943,2.7.11.18,IN
C07949,2.7.11.18,IN
C13563,2.7.11.18,IN
C00053,2.7.11.19,AC
C00224,2.7.11.19,AC
C00575,2.7.11.19,AC
C00719,2.7.11.19,AC
C01104,2.7.11.19,AC
C00002,2.7.11.19,IN
C00008,2.7.11.19,IN
C00016,2.7.11.19,IN
C00031,2.7.11.19,IN
C00038,2.7.11.19,IN
C00044,2.7.11.19,IN
C00075,2.7.11.19,IN
C00076,2.7.11.19,IN
C00081,2.7.11.19,IN
C00092,2.7.11.19,IN
C00148,2.7.11.19,IN
C00284,2.7.11.19,IN
C00305,2.7.11.19,IN
C02079,2.7.11.19,IN
C07168,2.7.11.19,IN
C11198,2.7.11.19,IN
C12538,2.7.11.19,IN
C13563,2.7.11.19,IN
C19610,2.7.11.19,IN
C00004,2.7.11.2,AC
C00009,2.7.11.2,AC
C00022,2.7.11.2,AC
C00024,2.7.11.2,AC
C00083,2.7.11.2,AC
C00100,2.7.11.2,AC
C00141,2.7.11.2,AC
C00249,2.7.11.2,AC
C00332,2.7.11.2,AC
C00512,2.7.11.2,AC
C00683,2.7.11.2,AC
C00712,2.7.11.2,AC
C01530,2.7.11.2,AC
C06423,2.7.11.2,AC
C15617,2.7.11.2,AC
C00002,2.7.11.2,IN
C00003,2.7.11.2,IN
C00008,2.7.11.2,IN
C00010,2.7.11.2,IN
C00027,2.7.11.2,IN
C00059,2.7.11.2,IN
C00068,2.7.11.2,IN
C00109,2.7.11.2,IN
C00136,2.7.11.2,IN
C00238,2.7.11.2,IN
C00412,2.7.11.2,IN
C00510,2.7.11.2,IN
C00698,2.7.11.2,IN
C00725,2.7.11.2,IN
C01330,2.7.11.2,IN
C02050,2.7.11.2,IN
C02147,2.7.11.2,IN
C02441,2.7.11.2,IN
C02593,2.7.11.2,IN
C05270,2.7.11.2,IN
C05274,2.7.11.2,IN
C05377,2.7.11.2,IN
C08130,2.7.11.2,IN
C11149,2.7.11.2,IN
C16162,2.7.11.2,IN
C00031,2.7.11.20,AC
C04677,2.7.11.20,AC
C09364,2.7.11.20,AC
C11164,2.7.11.20,AC
C00284,2.7.11.20,IN
C00469,2.7.11.20,IN
C05151,2.7.11.20,IN
C10721,2.7.11.20,IN
C12871,2.7.11.20,IN
C13719,2.7.11.21,AC
C00389,2.7.11.21,IN
C00755,2.7.11.21,IN
C02079,2.7.11.21,IN
C06563,2.7.11.21,IN
C09964,2.7.11.21,IN
C10105,2.7.11.21,IN
C12136,2.7.11.21,IN
C15195,2.7.11.21,IN
C00410,2.7.11.22,AC
C01576,2.7.11.22,AC
C06809,2.7.11.22,AC
C11321,2.7.11.22,AC
C00020,2.7.11.22,IN
C00389,2.7.11.22,IN
C01477,2.7.11.22,IN
C01514,2.7.11.22,IN
C01673,2.7.11.22,IN
C01770,2.7.11.22,IN
C02079,2.7.11.22,IN
C04083,2.7.11.22,IN
C05903,2.7.11.22,IN
C06770,2.7.11.22,IN
C08944,2.7.11.22,IN
C08945,2.7.11.22,IN
C08946,2.7.11.22,IN
C10028,2.7.11.22,IN
C10041,2.7.11.22,IN
C12269,2.7.11.22,IN
C01477,2.7.11.23,IN
C06538,2.7.11.23,IN
C00249,2.7.11.24,AC
C02135,2.7.11.24,AC
C05151,2.7.11.24,AC
C06824,2.7.11.24,AC
C07884,2.7.11.24,AC
C09561,2.7.11.24,AC
C00008,2.7.11.24,IN
C01546,2.7.11.24,IN
C01770,2.7.11.24,IN
C07073,2.7.11.24,IN
C08136,2.7.11.24,IN
C10112,2.7.11.24,IN
C13741,2.7.11.24,IN
C00027,2.7.11.25,AC
C00546,2.7.11.25,AC
C02441,2.7.11.25,AC
C13719,2.7.11.25,AC
C00051,2.7.11.25,IN
C05377,2.7.11.25,IN
C00020,2.7.11.26,AC
C00355,2.7.11.26,AC
C00575,2.7.11.26,AC
C04677,2.7.11.26,AC
C06911,2.7.11.26,AC
C11238,2.7.11.26,AC
C13240,2.7.11.26,AC
C00002,2.7.11.26,IN
C00076,2.7.11.26,IN
C00410,2.7.11.26,IN
C00745,2.7.11.26,IN
C01197,2.7.11.26,IN
C01770,2.7.11.26,IN
C02079,2.7.11.26,IN
C03681,2.7.11.26,IN
C06538,2.7.11.26,IN
C06685,2.7.11.26,IN
C06939,2.7.11.26,IN
C11143,2.7.11.26,IN
C13712,2.7.11.26,IN
C00002,2.7.11.27,AC
C00010,2.7.11.27,AC
C00020,2.7.11.27,AC
C00095,2.7.11.27,AC
C00575,2.7.11.27,AC
C00882,2.7.11.27,AC
C02015,2.7.11.27,AC
C00158,2.7.11.27,IN
C00668,2.7.11.27,IN
C02979,2.7.11.27,IN
C03189,2.7.11.27,IN
C00020,2.7.11.3,AC
C01260,2.7.11.3,IN
C08142,2.7.11.3,IN
C14447,2.7.11.30,IN
C00007,2.7.11.31,AC
C00008,2.7.11.31,AC
C00015,2.7.11.31,AC
C00020,2.7.11.31,AC
C00027,2.7.11.31,AC
C00031,2.7.11.31,AC
C00055,2.7.11.31,AC
C00104,2.7.11.31,AC
C00105,2.7.11.31,AC
C00112,2.7.11.31,AC
C00117,2.7.11.31,AC
C00130,2.7.11.31,AC
C00144,2.7.11.31,AC
C00212,2.7.11.31,AC
C00389,2.7.11.31,AC
C00575,2.7.11.31,AC
C00946,2.7.11.31,AC
C01367,2.7.11.31,AC
C02140,2.7.11.31,AC
C02496,2.7.11.31,AC
C02906,2.7.11.31,AC
C03582,2.7.11.31,AC
C04599,2.7.11.31,AC
C04677,2.7.11.31,AC
C05371,2.7.11.31,AC
C05372,2.7.11.31,AC
C06866,2.7.11.31,AC
C07056,2.7.11.31,AC
C07592,2.7.11.31,AC
C07593,2.7.11.31,AC
C07675,2.7.11.31,AC
C08797,2.7.11.31,AC
C09731,2.7.11.31,AC
C09789,2.7.11.31,AC
C10025,2.7.11.31,AC
C10077,2.7.11.31,AC
C10287,2.7.11.31,AC
C10524,2.7.11.31,AC
C11310,2.7.11.31,AC
C15643,2.7.11.31,AC
C16778,2.7.11.31,AC
C00002,2.7.11.31,IN
C00089,2.7.11.31,IN
C00116,2.7.11.31,IN
C00131,2.7.11.31,IN
C00153,2.7.11.31,IN
C01260,2.7.11.31,IN
C07168,2.7.11.31,IN
C07407,2.7.11.31,IN
C00002,2.7.11.4,IN
C00006,2.7.11.4,IN
C00008,2.7.11.4,IN
C00010,2.7.11.4,IN
C00013,2.7.11.4,IN
C00015,2.7.11.4,IN
C00022,2.7.11.4,IN
C00033,2.7.11.4,IN
C00035,2.7.11.4,IN
C00044,2.7.11.4,IN
C00063,2.7.11.4,IN
C00068,2.7.11.4,IN
C00075,2.7.11.4,IN
C00076,2.7.11.4,IN
C00083,2.7.11.4,IN
C00109,2.7.11.4,IN
C00112,2.7.11.4,IN
C00141,2.7.11.4,IN
C00166,2.7.11.4,IN
C00233,2.7.11.4,IN
C00305,2.7.11.4,IN
C00322,2.7.11.4,IN
C00332,2.7.11.4,IN
C00378,2.7.11.4,IN
C00630,2.7.11.4,IN
C00642,2.7.11.4,IN
C00902,2.7.11.4,IN
C01179,2.7.11.4,IN
C02557,2.7.11.4,IN
C02939,2.7.11.4,IN
C03465,2.7.11.4,IN
C03672,2.7.11.4,IN
C05629,2.7.11.4,IN
C06423,2.7.11.4,IN
C07086,2.7.11.4,IN
C11149,2.7.11.4,IN
C13044,2.7.11.4,IN
C13700,2.7.11.4,IN
C15643,2.7.11.4,IN
C00027,2.7.12.1,AC
C11906,2.7.12.1,AC
C00038,2.7.12.1,IN
C06538,2.7.12.1,IN
C06563,2.7.12.1,IN
C11143,2.7.12.1,IN
C06973,2.7.12.2,AC
