CPD,Enzyme,ACIN
C00051,1.6.1.2,IN
C00076,1.6.1.2,IN
C00127,1.6.1.2,IN
C00154,1.6.1.2,IN
C00212,1.6.1.2,IN
C00238,1.6.1.2,IN
C00305,1.6.1.2,IN
C00575,1.6.1.2,IN
C00741,1.6.1.2,IN
C00882,1.6.1.2,IN
C00946,1.6.1.2,IN
C01330,1.6.1.2,IN
C01367,1.6.1.2,IN
C02441,1.6.1.2,IN
C02465,1.6.1.2,IN
C03444,1.6.1.2,IN
C11592,1.6.1.2,IN
C13884,1.6.1.2,IN
C19610,1.6.1.2,IN
C00750,1.6.2.2,AC
C01453,1.6.2.2,AC
C00003,1.6.2.2,IN
C00006,1.6.2.2,IN
C00008,1.6.2.2,IN
C00009,1.6.2.2,IN
C00020,1.6.2.2,IN
C00032,1.6.2.2,IN
C00033,1.6.2.2,IN
C00042,1.6.2.2,IN
C00158,1.6.2.2,IN
C00389,1.6.2.2,IN
C00556,1.6.2.2,IN
C00698,1.6.2.2,IN
C00708,1.6.2.2,IN
C00720,1.6.2.2,IN
C00742,1.6.2.2,IN
C00796,1.6.2.2,IN
C01204,1.6.2.2,IN
C01477,1.6.2.2,IN
C01514,1.6.2.2,IN
C01617,1.6.2.2,IN
C01750,1.6.2.2,IN
C02441,1.6.2.2,IN
C02575,1.6.2.2,IN
C03444,1.6.2.2,IN
C03951,1.6.2.2,IN
C05463,1.6.2.2,IN
C06562,1.6.2.2,IN
C07182,1.6.2.2,IN
C07339,1.6.2.2,IN
C07536,1.6.2.2,IN
C07569,1.6.2.2,IN
C07755,1.6.2.2,IN
C08130,1.6.2.2,IN
C09727,1.6.2.2,IN
C10105,1.6.2.2,IN
C10107,1.6.2.2,IN
C11181,1.6.2.2,IN
C11336,1.6.2.2,IN
C11380,1.6.2.2,IN
C16845,1.6.2.2,IN
C00946,1.6.2.4,AC
C03850,1.6.2.4,AC
C00006,1.6.2.4,IN
C00284,1.6.2.4,IN
C00389,1.6.2.4,IN
C00725,1.6.2.4,IN
C02441,1.6.2.4,IN
C05377,1.6.2.4,IN
C07569,1.6.2.4,IN
C11336,1.6.2.4,IN
C14286,1.6.2.4,IN
C00002,1.6.3.1,AC
C00009,1.6.3.1,AC
C00027,1.6.3.1,AC
C00031,1.6.3.1,AC
C00219,1.6.3.1,AC
C01477,1.6.3.1,AC
C01661,1.6.3.1,AC
C01690,1.6.3.1,AC
C01806,1.6.3.1,AC
C02135,1.6.3.1,AC
C05151,1.6.3.1,AC
C05377,1.6.3.1,AC
C06124,1.6.3.1,AC
C07455,1.6.3.1,AC
C07590,1.6.3.1,AC
C09561,1.6.3.1,AC
C11166,1.6.3.1,AC
C11596,1.6.3.1,AC
C14701,1.6.3.1,AC
C00032,1.6.3.1,IN
C00038,1.6.3.1,IN
C00486,1.6.3.1,IN
C00509,1.6.3.1,IN
C00517,1.6.3.1,IN
C00835,1.6.3.1,IN
C00873,1.6.3.1,IN
C01265,1.6.3.1,IN
C01413,1.6.3.1,IN
C01494,1.6.3.1,IN
C01514,1.6.3.1,IN
C01709,1.6.3.1,IN
C02278,1.6.3.1,IN
C02441,1.6.3.1,IN
C03444,1.6.3.1,IN
C04741,1.6.3.1,IN
C05903,1.6.3.1,IN
C05926,1.6.3.1,IN
C07190,1.6.3.1,IN
C07394,1.6.3.1,IN
C07710,1.6.3.1,IN
C09643,1.6.3.1,IN
C09727,1.6.3.1,IN
C09731,1.6.3.1,IN
C10038,1.6.3.1,IN
C10084,1.6.3.1,IN
C10086,1.6.3.1,IN
C10188,1.6.3.1,IN
C10387,1.6.3.1,IN
C10630,1.6.3.1,IN
C10651,1.6.3.1,IN
C10881,1.6.3.1,IN
C11171,1.6.3.1,IN
C11380,1.6.3.1,IN
C12136,1.6.3.1,IN
C17639,1.6.3.1,IN
C19610,1.6.3.1,IN
C00006,1.6.5.10,IN
C00504,1.6.5.10,IN
C00796,1.6.5.10,IN
C00072,1.6.5.2,AC
C00355,1.6.5.2,AC
C00389,1.6.5.2,AC
C03582,1.6.5.2,AC
C06350,1.6.5.2,AC
C06770,1.6.5.2,AC
C06856,1.6.5.2,AC
C06916,1.6.5.2,AC
C06940,1.6.5.2,AC
C09238,1.6.5.2,AC
C10084,1.6.5.2,AC
C10453,1.6.5.2,AC
C20824,1.6.5.2,AC
C00604,1.6.5.2,IN
C00796,1.6.5.2,IN
C00805,1.6.5.2,IN
C01477,1.6.5.2,IN
C01541,1.6.5.2,IN
C01745,1.6.5.2,IN
C02441,1.6.5.2,IN
C02477,1.6.5.2,IN
C02496,1.6.5.2,IN
C06539,1.6.5.2,IN
C06681,1.6.5.2,IN
C06866,1.6.5.2,IN
C07536,1.6.5.2,IN
C07584,1.6.5.2,IN
C10028,1.6.5.2,IN
C10044,1.6.5.2,IN
C10105,1.6.5.2,IN
C10443,1.6.5.2,IN
C11264,1.6.5.2,IN
C13377,1.6.5.2,IN
C14713,1.6.5.2,IN
C16207,1.6.5.2,IN
C16391,1.6.5.2,IN
C19141,1.6.5.2,IN
C19161,1.6.5.2,IN
C19434,1.6.5.2,IN
C00051,1.6.5.4,IN
C02441,1.6.5.4,IN
C00003,1.6.5.5,IN
C00006,1.6.5.5,IN
C00008,1.6.5.5,IN
C00016,1.6.5.5,IN
C00018,1.6.5.5,IN
C00027,1.6.5.5,IN
C00038,1.6.5.5,IN
C00061,1.6.5.5,IN
C00796,1.6.5.5,IN
C01541,1.6.5.5,IN
C02441,1.6.5.5,IN
C02924,1.6.5.5,IN
C05851,1.6.5.5,IN
C07592,1.6.5.5,IN
C00009,1.7.1.10,IN
C00469,1.7.1.10,IN
C02441,1.7.1.10,IN
C03444,1.7.1.10,IN
C04483,1.7.1.10,IN
C05979,1.7.1.10,IN
C06142,1.7.1.10,IN
C08130,1.7.1.10,IN
C11166,1.7.1.10,IN
C13377,1.7.1.10,IN
C13563,1.7.1.10,IN
C00051,1.7.1.12,AC
C00097,1.7.1.12,AC
C00928,1.7.1.12,AC
C01692,1.7.1.12,IN
C02441,1.7.1.12,IN
C03444,1.7.1.12,IN
C18713,1.7.1.12,IN
C00061,1.7.1.6,AC
C07999,1.7.1.6,AC
C14701,1.7.1.6,AC
C00237,1.7.1.6,IN
C00796,1.7.1.6,IN
C01530,1.7.1.6,IN
C03764,1.7.1.6,IN
C00044,1.7.1.7,AC
C00928,1.7.1.7,AC
C02086,1.7.1.7,AC
C00038,1.7.1.7,IN
C00076,1.7.1.7,IN
C00130,1.7.1.7,IN
C00305,1.7.1.7,IN
C00655,1.7.1.7,IN
C00700,1.7.1.7,IN
C04646,1.7.1.7,IN
C12538,1.7.1.7,IN
C14818,1.7.1.7,IN
C16618,1.7.1.7,IN
C19609,1.7.1.7,IN
C19610,1.7.1.7,IN
C00753,1.7.2.1,IN
C00009,1.7.3.3,IN
C00062,1.7.3.3,IN
C00089,1.7.3.3,IN
C00116,1.7.3.3,IN
C01326,1.7.3.3,IN
C02441,1.7.3.3,IN
C06554,1.7.3.3,IN
C07672,1.7.3.3,IN
C08734,1.7.3.3,IN
C19915,1.7.3.3,IN
C00097,1.8.1.3,AC
C00009,1.8.1.3,IN
C00038,1.8.1.4,AC
C00003,1.8.1.4,IN
C00006,1.8.1.4,IN
C00027,1.8.1.4,IN
C00202,1.8.1.4,IN
C00504,1.8.1.4,IN
C02441,1.8.1.4,IN
C04599,1.8.1.4,IN
C11310,1.8.1.4,IN
C14818,1.8.1.4,IN
C00005,1.8.1.7,AC
C00006,1.8.1.7,AC
C00051,1.8.1.7,AC
C00097,1.8.1.7,AC
C00265,1.8.1.7,AC
C00745,1.8.1.7,AC
C01598,1.8.1.7,AC
C01661,1.8.1.7,AC
C05551,1.8.1.7,AC
C05684,1.8.1.7,AC
C06574,1.8.1.7,AC
C06812,1.8.1.7,AC
C06820,1.8.1.7,AC
C06827,1.8.1.7,AC
C13563,1.8.1.7,AC
C00004,1.8.1.7,IN
C00016,1.8.1.7,IN
C00038,1.8.1.7,IN
C00061,1.8.1.7,IN
C00255,1.8.1.7,IN
C00389,1.8.1.7,IN
C00703,1.8.1.7,IN
C00741,1.8.1.7,IN
C00918,1.8.1.7,IN
C01413,1.8.1.7,IN
C01424,1.8.1.7,IN
C01477,1.8.1.7,IN
C01516,1.8.1.7,IN
C01938,1.8.1.7,IN
C02617,1.8.1.7,IN
C03098,1.8.1.7,IN
C03243,1.8.1.7,IN
C03758,1.8.1.7,IN
C03840,1.8.1.7,IN
C05377,1.8.1.7,IN
C05903,1.8.1.7,IN
C06105,1.8.1.7,IN
C06562,1.8.1.7,IN
C06683,1.8.1.7,IN
C06689,1.8.1.7,IN
C06697,1.8.1.7,IN
C06873,1.8.1.7,IN
C06889,1.8.1.7,IN
C06906,1.8.1.7,IN
C06939,1.8.1.7,IN
C06956,1.8.1.7,IN
C07017,1.8.1.7,IN
C07115,1.8.1.7,IN
C07172,1.8.1.7,IN
C07404,1.8.1.7,IN
C07522,1.8.1.7,IN
C07523,1.8.1.7,IN
C08169,1.8.1.7,IN
C08219,1.8.1.7,IN
C09728,1.8.1.7,IN
C09731,1.8.1.7,IN
C10025,1.8.1.7,IN
C10028,1.8.1.7,IN
C10041,1.8.1.7,IN
C10105,1.8.1.7,IN
C10107,1.8.1.7,IN
C10312,1.8.1.7,IN
C10368,1.8.1.7,IN
C11175,1.8.1.7,IN
C12044,1.8.1.7,IN
C12136,1.8.1.7,IN
C14397,1.8.1.7,IN
C16758,1.8.1.7,IN
C16845,1.8.1.7,IN
C19161,1.8.1.7,IN
C19317,1.8.1.7,IN
C19609,1.8.1.7,IN
C00009,1.8.1.9,AC
C00097,1.8.1.9,AC
C00284,1.8.1.9,AC
C07561,1.8.1.9,AC
C19302,1.8.1.9,AC
C00038,1.8.1.9,IN
C00076,1.8.1.9,IN
C00154,1.8.1.9,IN
C00305,1.8.1.9,IN
C00389,1.8.1.9,IN
C00703,1.8.1.9,IN
C00903,1.8.1.9,IN
C03098,1.8.1.9,IN
C03840,1.8.1.9,IN
C05377,1.8.1.9,IN
C06697,1.8.1.9,IN
C06911,1.8.1.9,IN
C07047,1.8.1.9,IN
C07888,1.8.1.9,IN
C08369,1.8.1.9,IN
C10107,1.8.1.9,IN
C10294,1.8.1.9,IN
C10305,1.8.1.9,IN
C10312,1.8.1.9,IN
C10315,1.8.1.9,IN
C10346,1.8.1.9,IN
C10392,1.8.1.9,IN
C10401,1.8.1.9,IN
C10443,1.8.1.9,IN
C13526,1.8.1.9,IN
C14397,1.8.1.9,IN
C14818,1.8.1.9,IN
C17045,1.8.1.9,IN
C17742,1.8.1.9,IN
C17743,1.8.1.9,IN
C18672,1.8.1.9,IN
C19161,1.8.1.9,IN
C19317,1.8.1.9,IN
C19610,1.8.1.9,IN
C00037,1.8.3.1,AC
C11171,1.8.3.1,AC
C00009,1.8.3.1,IN
C00324,1.8.3.1,IN
C00392,1.8.3.1,IN
C00703,1.8.3.1,IN
C01326,1.8.3.1,IN
C03444,1.8.3.1,IN
C06697,1.8.3.1,IN
C11215,1.8.3.1,IN
C00027,1.8.3.2,AC
C00127,1.8.3.2,IN
C00242,1.8.3.2,IN
C00284,1.8.3.2,IN
C02441,1.8.3.2,IN
C14402,1.8.3.2,IN
C19150,1.8.3.2,IN
C19231,1.8.3.2,IN
C00016,1.8.3.5,AC
C03220,1.8.3.5,IN
C03461,1.8.3.5,IN
C00007,1.8.3.7,AC
C00051,1.8.3.7,AC
C00127,1.8.3.7,IN
C00027,1.8.4.11,IN
C00027,1.8.4.12,IN
C00135,1.8.4.2,AC
C00284,1.8.4.2,AC
C04483,1.8.4.2,AC
C00038,1.8.4.2,IN
C00076,1.8.4.2,IN
C00097,1.8.4.2,IN
C00127,1.8.4.2,IN
C00305,1.8.4.2,IN
C00703,1.8.4.2,IN
C01657,1.8.4.2,IN
C02441,1.8.4.2,IN
C06697,1.8.4.2,IN
C06873,1.8.4.2,IN
C19609,1.8.4.2,IN
C00094,1.8.5.4,AC
C01326,1.8.5.4,AC
C00283,1.8.5.8,IN
C00002,1.8.98.2,AC
C06809,1.8.98.2,IN
C07049,2.1.1.1,AC
C07434,2.1.1.1,AC
C00021,2.1.1.1,IN
C00153,2.1.1.1,IN
C01413,2.1.1.1,IN
C02918,2.1.1.1,IN
C06916,2.1.1.1,IN
C11143,2.1.1.1,IN
C19609,2.1.1.1,IN
C20157,2.1.1.1,IN
C00019,2.1.1.10,IN
C00073,2.1.1.10,IN
C01806,2.1.1.100,AC
C11596,2.1.1.100,AC
C00021,2.1.1.100,IN
C00038,2.1.1.100,IN
C00076,2.1.1.100,IN
C00170,2.1.1.100,IN
C00212,2.1.1.100,IN
C00305,2.1.1.100,IN
C00703,2.1.1.100,IN
C00777,2.1.1.100,IN
C02441,2.1.1.100,IN
C04483,2.1.1.100,IN
C11143,2.1.1.100,IN
C11275,2.1.1.100,IN
C11592,2.1.1.100,IN
C19610,2.1.1.100,IN
C00005,2.1.1.13,AC
C00134,2.1.1.13,AC
C00315,2.1.1.13,AC
C00750,2.1.1.13,AC
C00992,2.1.1.13,AC
C01672,2.1.1.13,AC
C02009,2.1.1.13,IN
C00051,2.1.1.137,AC
C00097,2.1.1.137,AC
C05684,2.1.1.137,IN
C13377,2.1.1.137,IN
C18385,2.1.1.137,IN
C18902,2.1.1.137,IN
C00021,2.1.1.15,IN
C00076,2.1.1.15,IN
C07168,2.1.1.15,IN
C00469,2.1.1.17,AC
C00719,2.1.1.17,AC
C11310,2.1.1.17,AC
C00021,2.1.1.17,IN
C02441,2.1.1.17,IN
C03444,2.1.1.17,IN
C13377,2.1.1.17,IN
C13700,2.1.1.17,IN
C00051,2.1.1.2,AC
C00097,2.1.1.2,AC
C00928,2.1.1.2,AC
C01326,2.1.1.2,AC
C00021,2.1.1.2,IN
C02441,2.1.1.2,IN
C03444,2.1.1.2,IN
C00009,2.1.1.20,AC
C00473,2.1.1.20,AC
C00020,2.1.1.20,IN
C00021,2.1.1.20,IN
C00033,2.1.1.20,IN
C00037,2.1.1.20,IN
C00086,2.1.1.20,IN
C00212,2.1.1.20,IN
C00213,2.1.1.20,IN
C00504,2.1.1.20,IN
C00559,2.1.1.20,IN
C01937,2.1.1.20,IN
C02086,2.1.1.20,IN
C03444,2.1.1.20,IN
C06810,2.1.1.20,IN
C00116,2.1.1.228,AC
C00021,2.1.1.233,IN
C00021,2.1.1.244,IN
C00305,2.1.1.25,IN
C02441,2.1.1.25,IN
C03444,2.1.1.25,IN
C00002,2.1.1.26,AC
C00019,2.1.1.28,IN
C00021,2.1.1.28,IN
C00132,2.1.1.28,IN
C00147,2.1.1.28,IN
C00483,2.1.1.28,IN
C00547,2.1.1.28,IN
C02735,2.1.1.28,IN
C03444,2.1.1.28,IN
C03758,2.1.1.28,IN
C04227,2.1.1.28,IN
C05332,2.1.1.28,IN
C06343,2.1.1.28,IN
C10901,2.1.1.28,IN
C15562,2.1.1.28,IN
C00038,2.1.1.3,IN
C00175,2.1.1.3,IN
C00192,2.1.1.3,IN
C00238,2.1.1.3,IN
C00703,2.1.1.3,IN
C00719,2.1.1.3,IN
C02304,2.1.1.3,IN
C14818,2.1.1.3,IN
C19610,2.1.1.3,IN
C00021,2.1.1.319,IN
C00076,2.1.1.319,IN
C00021,2.1.1.320,IN
C13563,2.1.1.321,IN
C00021,2.1.1.348,IN
C07649,2.1.1.35,IN
C06940,2.1.1.355,AC
C06685,2.1.1.355,IN
C11143,2.1.1.359,AC
C13563,2.1.1.359,IN
C01780,2.1.1.360,IN
C19416,2.1.1.364,IN
C02376,2.1.1.37,AC
C11143,2.1.1.37,AC
C00021,2.1.1.37,IN
C00134,2.1.1.37,IN
C00238,2.1.1.37,IN
C00284,2.1.1.37,IN
C00305,2.1.1.37,IN
C00315,2.1.1.37,IN
C00745,2.1.1.37,IN
C00750,2.1.1.37,IN
C00881,2.1.1.37,IN
C03431,2.1.1.37,IN
C07040,2.1.1.37,IN
C07375,2.1.1.37,IN
C07401,2.1.1.37,IN
C07648,2.1.1.37,IN
C09731,2.1.1.37,IN
C10443,2.1.1.37,IN
C13563,2.1.1.37,IN
C19609,2.1.1.37,IN
C19610,2.1.1.37,IN
C00019,2.1.1.4,AC
C00036,2.1.1.4,AC
C00288,2.1.1.4,AC
C00978,2.1.1.4,AC
C00018,2.1.1.4,IN
C00021,2.1.1.4,IN
C00025,2.1.1.4,IN
C00051,2.1.1.4,IN
C00076,2.1.1.4,IN
C00305,2.1.1.4,IN
C00506,2.1.1.4,IN
C00746,2.1.1.4,IN
C01678,2.1.1.4,IN
C03444,2.1.1.4,IN
C00002,2.1.1.45,AC
C00284,2.1.1.45,AC
C00928,2.1.1.45,AC
C02924,2.1.1.45,AC
C00167,2.1.1.45,IN
C00234,2.1.1.45,IN
C00364,2.1.1.45,IN
C00504,2.1.1.45,IN
C00526,2.1.1.45,IN
C01752,2.1.1.45,IN
C01937,2.1.1.45,IN
C01965,2.1.1.45,IN
C02961,2.1.1.45,IN
C03204,2.1.1.45,IN
C04242,2.1.1.45,IN
C07649,2.1.1.45,IN
C08588,2.1.1.45,IN
C10443,2.1.1.45,IN
C11372,2.1.1.45,IN
C11374,2.1.1.45,IN
C11736,2.1.1.45,IN
C12650,2.1.1.45,IN
C16633,2.1.1.45,IN
C19239,2.1.1.45,IN
C08302,2.1.1.49,IN
C00073,2.1.1.5,AC
C00097,2.1.1.5,AC
C00114,2.1.1.5,AC
C00469,2.1.1.5,AC
C00491,2.1.1.5,AC
C00719,2.1.1.5,AC
C00793,2.1.1.5,AC
C00928,2.1.1.5,AC
C02291,2.1.1.5,AC
C07313,2.1.1.5,AC
C00019,2.1.1.5,IN
C00021,2.1.1.5,IN
C00027,2.1.1.5,IN
C00049,2.1.1.5,IN
C00246,2.1.1.5,IN
C01026,2.1.1.5,IN
C04022,2.1.1.5,IN
C06770,2.1.1.5,IN
C08262,2.1.1.5,IN
C00389,2.1.1.56,IN
C05903,2.1.1.56,IN
C06831,2.1.1.56,IN
C07116,2.1.1.56,IN
C07778,2.1.1.56,IN
C08067,2.1.1.56,IN
C10107,2.1.1.56,IN
C00021,2.1.1.57,IN
C00305,2.1.1.57,IN
C00097,2.1.1.6,AC
C00019,2.1.1.6,IN
C00021,2.1.1.6,IN
C00072,2.1.1.6,IN
C00076,2.1.1.6,IN
C00305,2.1.1.6,IN
C00355,2.1.1.6,IN
C00389,2.1.1.6,IN
C00547,2.1.1.6,IN
C00852,2.1.1.6,IN
C01108,2.1.1.6,IN
C01197,2.1.1.6,IN
C01424,2.1.1.6,IN
C02441,2.1.1.6,IN
C02906,2.1.1.6,IN
C03093,2.1.1.6,IN
C03444,2.1.1.6,IN
C03690,2.1.1.6,IN
C03758,2.1.1.6,IN
C05302,2.1.1.6,IN
C05851,2.1.1.6,IN
C06536,2.1.1.6,IN
C06537,2.1.1.6,IN
C06562,2.1.1.6,IN
C06563,2.1.1.6,IN
C06967,2.1.1.6,IN
C07943,2.1.1.6,IN
C07949,2.1.1.6,IN
C09727,2.1.1.6,IN
C09728,2.1.1.6,IN
C09731,2.1.1.6,IN
C09904,2.1.1.6,IN
C09964,2.1.1.6,IN
C10028,2.1.1.6,IN
C10041,2.1.1.6,IN
C10043,2.1.1.6,IN
C10107,2.1.1.6,IN
C10208,2.1.1.6,IN
C10484,2.1.1.6,IN
C10719,2.1.1.6,IN
C12136,2.1.1.6,IN
C14205,2.1.1.6,IN
C14211,2.1.1.6,IN
C14214,2.1.1.6,IN
C14819,2.1.1.6,IN
C15221,2.1.1.6,IN
C15474,2.1.1.6,IN
C15475,2.1.1.6,IN
C15477,2.1.1.6,IN
C00076,2.1.1.60,AC
C00305,2.1.1.60,AC
C19610,2.1.1.60,AC
C00021,2.1.1.60,IN
C06873,2.1.1.63,AC
C15643,2.1.1.63,AC
C00067,2.1.1.63,IN
C01937,2.1.1.63,IN
C05803,2.1.1.63,IN
C07122,2.1.1.63,IN
C11088,2.1.1.63,IN
C13199,2.1.1.63,IN
C13563,2.1.1.63,IN
C18447,2.1.1.63,IN
C18448,2.1.1.63,IN
C19609,2.1.1.63,IN
C00019,2.1.1.67,AC
C00021,2.1.1.67,IN
C00051,2.1.1.67,IN
C00097,2.1.1.67,IN
C00155,2.1.1.67,IN
C00180,2.1.1.67,IN
C00535,2.1.1.67,IN
C00928,2.1.1.67,IN
C01405,2.1.1.67,IN
C01517,2.1.1.67,IN
C01588,2.1.1.67,IN
C01608,2.1.1.67,IN
C01692,2.1.1.67,IN
C01756,2.1.1.67,IN
C02168,2.1.1.67,IN
C02441,2.1.1.67,IN
C02924,2.1.1.67,IN
C06672,2.1.1.67,IN
C06804,2.1.1.67,IN
C06837,2.1.1.67,IN
C07017,2.1.1.67,IN
C07316,2.1.1.67,IN
C07323,2.1.1.67,IN
C07589,2.1.1.67,IN
C07648,2.1.1.67,IN
C07758,2.1.1.67,IN
C08169,2.1.1.67,IN
C11347,2.1.1.67,IN
C15474,2.1.1.67,IN
C16613,2.1.1.67,IN
C16614,2.1.1.67,IN
C00021,2.1.1.71,IN
C01661,2.1.1.71,IN
C07185,2.1.1.77,AC
C00021,2.1.1.77,IN
C00170,2.1.1.77,IN
C17929,2.1.1.8,AC
C19524,2.1.1.8,AC
C00021,2.1.1.8,IN
C00170,2.1.1.8,IN
C00388,2.1.1.8,IN
C00398,2.1.1.8,IN
C00483,2.1.1.8,IN
C00780,2.1.1.8,IN
C00797,2.1.1.8,IN
C01453,2.1.1.8,IN
C02441,2.1.1.8,IN
C03444,2.1.1.8,IN
C05127,2.1.1.8,IN
C06906,2.1.1.8,IN
C06946,2.1.1.8,IN
C06960,2.1.1.8,IN
C07626,2.1.1.8,IN
C08299,2.1.1.8,IN
C17928,2.1.1.8,IN
C17930,2.1.1.8,IN
C00021,2.1.1.80,IN
C03444,2.1.1.80,IN
C00002,2.1.1.85,IN
C00076,2.1.1.85,IN
C00238,2.1.1.85,IN
C00284,2.1.1.85,IN
C00305,2.1.1.85,IN
C01330,2.1.1.85,IN
C02441,2.1.1.85,IN
C12486,2.1.1.85,IN
C00021,2.1.1.87,IN
C00021,2.1.1.9,IN
C02441,2.1.1.9,IN
C03444,2.1.1.9,IN
C00021,2.1.1.96,IN
C00018,2.1.2.1,AC
C00003,2.1.2.1,IN
C00037,2.1.2.1,IN
C00041,2.1.2.1,IN
C00065,2.1.2.1,IN
C00097,2.1.2.1,IN
C00099,2.1.2.1,IN
C00101,2.1.2.1,IN
C00133,2.1.2.1,IN
C00188,2.1.2.1,IN
C00192,2.1.2.1,IN
C00284,2.1.2.1,IN
C00415,2.1.2.1,IN
C00604,2.1.2.1,IN
C01937,2.1.2.1,IN
C02441,2.1.2.1,IN
C02638,2.1.2.1,IN
C03444,2.1.2.1,IN
C03665,2.1.2.1,IN
C04771,2.1.2.1,IN
C05145,2.1.2.1,IN
C05361,2.1.2.1,IN
C05519,2.1.2.1,IN
C06682,2.1.2.1,IN
C06754,2.1.2.1,IN
C11372,2.1.2.1,IN
C19246,2.1.2.1,IN
C02441,2.1.2.10,IN
C01937,2.1.2.2,IN
C21280,2.1.2.2,IN
C00020,2.1.2.3,IN
C00655,2.1.2.3,IN
C01517,2.1.2.3,IN
C01588,2.1.2.3,IN
C01937,2.1.2.3,IN
C03373,2.1.2.3,IN
C04734,2.1.2.3,IN
C04751,2.1.2.3,IN
C06544,2.1.2.3,IN
C06837,2.1.2.3,IN
C08855,2.1.2.3,IN
C00009,2.1.2.5,IN
C00025,2.1.2.5,IN
C00033,2.1.2.5,IN
C00042,2.1.2.5,IN
C00049,2.1.2.5,IN
C00076,2.1.2.5,IN
C00086,2.1.2.5,IN
C00122,2.1.2.5,IN
C00158,2.1.2.5,IN
C00217,2.1.2.5,IN
C00238,2.1.2.5,IN
C00305,2.1.2.5,IN
C00504,2.1.2.5,IN
C00624,2.1.2.5,IN
C01045,2.1.2.5,IN
C01330,2.1.2.5,IN
C01384,2.1.2.5,IN
C01589,2.1.2.5,IN
C01937,2.1.2.5,IN
C03409,2.1.2.5,IN
C07182,2.1.2.5,IN
C08130,2.1.2.5,IN
C11215,2.1.2.5,IN
C12538,2.1.2.5,IN
C13192,2.1.2.5,IN
C00049,2.1.3.2,IN
C00214,2.1.3.2,IN
C03444,2.1.3.2,IN
C07434,2.1.3.2,IN
C00009,2.1.3.3,IN
C00038,2.1.3.3,IN
C00041,2.1.3.3,IN
C00047,2.1.3.3,IN
C00064,2.1.3.3,IN
C00073,2.1.3.3,IN
C00077,2.1.3.3,IN
C00123,2.1.3.3,IN
C00135,2.1.3.3,IN
C00183,2.1.3.3,IN
C00407,2.1.3.3,IN
C00928,2.1.3.3,IN
C01826,2.1.3.3,IN
C01933,2.1.3.3,IN
C02356,2.1.3.3,IN
C03283,2.1.3.3,IN
C00097,2.1.4.1,AC
C01829,2.1.4.1,AC
C14415,2.1.4.1,AC
C00011,2.1.4.1,IN
C00014,2.1.4.1,IN
C00037,2.1.4.1,IN
C00038,2.1.4.1,IN
C00077,2.1.4.1,IN
C00288,2.1.4.1,IN
C00300,2.1.4.1,IN
C00703,2.1.4.1,IN
C01826,2.1.4.1,IN
C03444,2.1.4.1,IN
C19304,2.1.4.1,IN
C19609,2.1.4.1,IN
C00097,2.2.1.1,AC
C00378,2.2.1.1,AC
C00469,2.2.1.1,AC
C00009,2.2.1.1,IN
C00703,2.2.1.1,IN
C01112,2.2.1.1,IN
C03444,2.2.1.1,IN
C00009,2.2.1.2,IN
C00013,2.2.1.2,IN
C00059,2.2.1.2,IN
C00089,2.2.1.5,AC
C00928,2.2.1.5,AC
C00284,2.2.1.5,IN
C02441,2.2.1.5,IN
C00062,2.3.1.1,AC
C00010,2.3.1.1,IN
C00038,2.3.1.1,IN
C00042,2.3.1.1,IN
C00091,2.3.1.1,IN
C00100,2.3.1.1,IN
C00136,2.3.1.1,IN
C00284,2.3.1.1,IN
C00366,2.3.1.1,IN
C00385,2.3.1.1,IN
C00527,2.3.1.1,IN
C00624,2.3.1.1,IN
C00630,2.3.1.1,IN
C00703,2.3.1.1,IN
C01042,2.3.1.1,IN
C02557,2.3.1.1,IN
C02939,2.3.1.1,IN
C03069,2.3.1.1,IN
C05829,2.3.1.1,IN
C07755,2.3.1.1,IN
C08130,2.3.1.1,IN
C13192,2.3.1.1,IN
C13708,2.3.1.1,IN
C15234,2.3.1.1,IN
C11171,2.3.1.100,AC
C11166,2.3.1.100,IN
C00284,2.3.1.105,AC
C00928,2.3.1.105,AC
C00002,2.3.1.105,IN
C00008,2.3.1.105,IN
C07755,2.3.1.105,IN
C08130,2.3.1.105,IN
C02575,2.3.1.118,IN
C06606,2.3.1.118,IN
C11165,2.3.1.118,IN
C00010,2.3.1.12,IN
C00154,2.3.1.12,IN
C01136,2.3.1.12,IN
C00051,2.3.1.121,AC
C00076,2.3.1.121,IN
C02441,2.3.1.121,IN
C00076,2.3.1.123,IN
C04483,2.3.1.123,IN
C19610,2.3.1.123,IN
C00038,2.3.1.125,IN
C00076,2.3.1.125,IN
C19610,2.3.1.125,IN
C00038,2.3.1.13,IN
C00065,2.3.1.13,IN
C00136,2.3.1.13,IN
C00160,2.3.1.13,IN
C00189,2.3.1.13,IN
C00305,2.3.1.13,IN
C00483,2.3.1.13,IN
C00510,2.3.1.13,IN
C00512,2.3.1.13,IN
C01586,2.3.1.13,IN
C03444,2.3.1.13,IN
C13563,2.3.1.13,IN
C19609,2.3.1.13,IN
C00473,2.3.1.135,AC
C00777,2.3.1.135,AC
C11166,2.3.1.135,AC
C00154,2.3.1.135,IN
C02441,2.3.1.135,IN
C03444,2.3.1.135,IN
C06747,2.3.1.135,IN
C00038,2.3.1.137,IN
C00083,2.3.1.137,IN
C00154,2.3.1.137,IN
C01832,2.3.1.137,IN
C01944,2.3.1.137,IN
