ENSMUSG,mmu,Enzyme
ENSMUSG00000047434,268880,2.4.2.62
ENSMUSG00000027559,12350,4.2.1.1
ENSMUSG00000032097,13209,3.6.4.13
ENSMUSG00000036432,20439,2.3.2.27
ENSMUSG00000037826,243382,3.1.3.16
ENSMUSG00000032175,54721,2.7.10.2
ENSMUSG00000020635,14226,5.2.1.8
ENSMUSG00000029055,269615,3.1.4.11
ENSMUSG00000030203,70686,3.1.3.16
ENSMUSG00000030203,70686,3.1.3.48
ENSMUSG00000037337,26411,2.7.11.1
ENSMUSG00000027562,12349,4.2.1.1
ENSMUSG00000021302,14593,2.5.1.1
ENSMUSG00000021302,14593,2.5.1.10
ENSMUSG00000021302,14593,2.5.1.29
ENSMUSG00000031985,14712,2.3.1.42
ENSMUSG00000046598,71911,1.1.1.30
ENSMUSG00000032462,74769,2.7.1.153
ENSMUSG00000021822,18792,3.4.21.73
ENSMUSG00000031987,112405,1.14.11.29
ENSMUSG00000032098,58866,3.2.1.28
ENSMUSG00000024978,14732,2.3.1.15
ENSMUSG00000034639,74729,2.1.1.357
ENSMUSG00000023047,110542,2.7.11.30
ENSMUSG00000030101,58911,1.8.3.7
ENSMUSG00000022160,56335,2.1.1.348
ENSMUSG00000032177,18577,3.1.4.53
ENSMUSG00000035473,319625,5.1.3.3
ENSMUSG00000033014,94093,2.3.2.27
ENSMUSG00000055523,73707,4.6.1.2
ENSMUSG00000024981,433256,6.2.1.3
ENSMUSG00000021911,26430,3.2.1.143
ENSMUSG00000042632,53357,3.1.1.4
ENSMUSG00000024982,66980,2.3.1.225
ENSMUSG00000029521,50883,2.7.11.1
ENSMUSG00000039519,13123,1.14.14.29
ENSMUSG00000008206,67260,2.3.1.297
ENSMUSG00000031173,18416,2.1.3.3
ENSMUSG00000039197,11534,2.7.1.20
ENSMUSG00000021913,239017,1.2.4.2
ENSMUSG00000022772,320213,3.4.22.68
ENSMUSG00000023938,224805,6.1.1.7
ENSMUSG00000022781,224105,2.7.11.1
ENSMUSG00000078651,237940,1.4.3.21
ENSMUSG00000019326,11754,1.4.3.21
ENSMUSG00000025579,14387,3.2.1.20
ENSMUSG00000021919,12647,2.3.1.6
ENSMUSG00000022433,27373,2.7.11.1
ENSMUSG00000017453,19193,1.5.3.1
ENSMUSG00000017453,19193,1.5.3.7
ENSMUSG00000078650,14377,3.1.3.9
ENSMUSG00000014074,70238,2.3.2.31
ENSMUSG00000025580,192170,3.6.4.13
ENSMUSG00000055065,67040,3.6.4.13
ENSMUSG00000058488,16591,3.2.1.31
ENSMUSG00000005615,13026,2.7.7.15
ENSMUSG00000024213,56409,3.6.1.52
ENSMUSG00000026723,13434,2.1.1.204
ENSMUSG00000109324,15469,2.1.1.319
ENSMUSG00000021767,54169,2.3.1.48
ENSMUSG00000029053,18762,2.7.11.13
ENSMUSG00000052363,245308,2.3.1.225
ENSMUSG00000027018,107435,2.3.1.48
ENSMUSG00000033966,381113,2.7.11.22
ENSMUSG00000031851,66566,3.6.1.15
ENSMUSG00000063821,435391,3.1.3.16
ENSMUSG00000063821,435391,3.1.3.48
ENSMUSG00000041921,66559,3.4.11.18
ENSMUSG00000020346,17308,2.4.1.101
ENSMUSG00000031209,15203,1.16.3.1
ENSMUSG00000020622,70881,3.1.3.5
ENSMUSG00000042349,56489,2.7.11.10
ENSMUSG00000051956,386611,2.3.2.27
ENSMUSG00000063275,30963,4.2.1.134
ENSMUSG00000031853,234878,2.7.11.25
ENSMUSG00000024242,225028,2.7.11.1
ENSMUSG00000021768,27389,3.1.3.16
ENSMUSG00000021768,27389,3.1.3.48
ENSMUSG00000024843,12660,2.7.1.32
ENSMUSG00000024843,12660,2.7.1.82
ENSMUSG00000038296,233733,2.4.1.41
ENSMUSG00000017146,12189,2.3.2.27
ENSMUSG00000028692,58810,1.1.1.2
ENSMUSG00000021301,94253,2.3.2.26
ENSMUSG00000026029,12370,3.4.22.61
ENSMUSG00000090290,212728,2.1.1.34
ENSMUSG00000020357,14257,2.7.10.1
ENSMUSG00000015671,19166,3.4.25.1
ENSMUSG00000020362,104625,3.1.13.4
ENSMUSG00000059734,225887,7.1.1.2
ENSMUSG00000021668,27015,2.7.7.7
ENSMUSG00000083307,245350,2.3.2.23
ENSMUSG00000020363,14584,2.6.1.16
ENSMUSG00000024247,106522,2.7.10.2
ENSMUSG00000022814,22247,2.4.2.10
ENSMUSG00000022814,22247,4.1.1.23
ENSMUSG00000031010,22284,3.4.19.12
ENSMUSG00000024885,67689,1.2.1.5
ENSMUSG00000061751,545156,2.7.11.1
ENSMUSG00000037263,73458,1.2.1.5
ENSMUSG00000075296,621603,1.2.1.5
ENSMUSG00000028691,18477,1.11.1.24
ENSMUSG00000024866,71670,3.5.1.114
ENSMUSG00000025648,270198,2.7.1.105
ENSMUSG00000025648,270198,3.1.3.46
ENSMUSG00000102865,408192,3.4.22.68
ENSMUSG00000091318,408191,3.4.22.68
ENSMUSG00000000787,13205,3.6.4.13
ENSMUSG00000029119,17160,3.2.1.24
ENSMUSG00000028690,67096,1.16.1.6
ENSMUSG00000028690,67096,2.5.1.151
ENSMUSG00000006494,228026,2.7.11.2
ENSMUSG00000037149,104721,3.6.4.13
ENSMUSG00000038007,230379,3.5.1.23
ENSMUSG00000037916,17995,7.1.1.2
ENSMUSG00000029344,22022,2.8.2.20
ENSMUSG00000090112,268281,2.3.2.27
ENSMUSG00000033526,327655,2.7.4.24
ENSMUSG00000026709,226539,6.1.1.12
ENSMUSG00000060803,14870,2.5.1.18
ENSMUSG00000055254,18212,2.7.10.1
ENSMUSG00000038155,14869,2.5.1.18
ENSMUSG00000058216,225884,2.5.1.18
ENSMUSG00000011148,11565,6.3.4.4
ENSMUSG00000004552,13034,3.4.23.34
ENSMUSG00000034403,18744,2.3.2.27
ENSMUSG00000021936,26419,2.7.11.24
ENSMUSG00000047674,18598,1.2.4.1
ENSMUSG00000001729,11651,2.7.11.1
ENSMUSG00000023050,26404,2.7.11.25
ENSMUSG00000055493,13853,3.1.3.16
ENSMUSG00000055493,13853,3.1.3.48
ENSMUSG00000028673,71665,3.2.1.51
ENSMUSG00000020098,13180,4.2.1.96
ENSMUSG00000033985,230661,2.7.12.1
ENSMUSG00000020097,20397,4.1.2.27
ENSMUSG00000031220,245532,2.3.1.75
ENSMUSG00000031220,245532,2.3.1.76
ENSMUSG00000039720,76615,2.6.1.1
ENSMUSG00000051582,408193,3.4.19.12
ENSMUSG00000031012,12361,2.7.11.1
ENSMUSG00000028672,15356,4.1.3.4
ENSMUSG00000024830,58988,2.7.11.1
ENSMUSG00000028671,74246,5.1.3.2
ENSMUSG00000049734,22040,3.1.11.2
ENSMUSG00000052160,104759,3.1.4.4
ENSMUSG00000022836,107589,2.7.11.18
ENSMUSG00000014245,327942,3.5.1.89
ENSMUSG00000021940,19256,3.1.3.48
ENSMUSG00000020366,26420,2.7.11.24
ENSMUSG00000059263,74996,3.4.19.12
ENSMUSG00000002028,214162,2.1.1.354
ENSMUSG00000028670,26394,3.1.1.5
ENSMUSG00000027761,67758,3.1.1.3
ENSMUSG00000075289,107239,6.3.2.11
ENSMUSG00000026604,19250,3.1.3.48
ENSMUSG00000002804,66174,3.6.1.45
ENSMUSG00000008730,15257,2.7.11.1
ENSMUSG00000035376,70757,4.2.1.134
ENSMUSG00000022840,224129,4.6.1.1
ENSMUSG00000055137,192136,2.8.3.13
ENSMUSG00000022844,72599,5.3.4.1
ENSMUSG00000000308,12716,2.7.3.2
ENSMUSG00000021670,15357,1.1.1.34
ENSMUSG00000040385,19045,3.1.3.16
ENSMUSG00000000957,17387,3.4.24.80
ENSMUSG00000015665,245533,2.3.1.75
ENSMUSG00000042428,17309,2.4.1.144
ENSMUSG00000024824,19367,3.1.11.2
ENSMUSG00000025037,17161,1.4.3.4
ENSMUSG00000041297,69562,2.7.11.22
ENSMUSG00000041297,69562,2.7.11.23
ENSMUSG00000038685,269400,5.6.2.3
ENSMUSG00000034422,547253,2.4.2.30
ENSMUSG00000034616,245857,3.1.3.16
ENSMUSG00000034616,245857,3.1.3.48
ENSMUSG00000026603,226830,2.1.1.354
ENSMUSG00000026603,226830,2.1.1.357
ENSMUSG00000040147,109731,1.4.3.4
ENSMUSG00000049502,209200,2.3.2.27
ENSMUSG00000069094,18583,3.1.4.53
ENSMUSG00000028687,70603,3.2.2.31
ENSMUSG00000022906,80285,2.4.2.30
ENSMUSG00000021794,14661,1.4.1.3
ENSMUSG00000020089,67895,3.6.1.1
ENSMUSG00000029123,64293,2.7.11.1
ENSMUSG00000023110,27374,2.1.1.320
ENSMUSG00000026288,16331,3.1.3.86
ENSMUSG00000024858,110355,2.7.11.15
ENSMUSG00000025043,73547,3.1.3.16
ENSMUSG00000025043,73547,3.1.3.48
ENSMUSG00000019359,71584,3.1.4.43
ENSMUSG00000030204,67755,3.6.4.13
ENSMUSG00000022407,11564,4.3.2.2
ENSMUSG00000052430,12167,2.7.11.30
ENSMUSG00000021796,12166,2.7.11.30
ENSMUSG00000032527,66904,6.4.1.3
ENSMUSG00000032527,66904,2.1.3.15
ENSMUSG00000054611,225876,1.14.11.27
ENSMUSG00000021559,69635,2.7.11.1
ENSMUSG00000037369,22289,1.14.11.68
ENSMUSG00000029679,74409,3.2.1.35
ENSMUSG00000039661,66959,3.1.3.16
ENSMUSG00000039661,66959,3.1.3.48
ENSMUSG00000029680,77042,3.2.1.35
ENSMUSG00000029682,20690,3.2.1.35
ENSMUSG00000029678,74468,3.2.1.35
ENSMUSG00000028497,66775,4.2.1.134
ENSMUSG00000046707,13000,2.7.11.1
ENSMUSG00000029804,73998,2.3.2.26
ENSMUSG00000028684,22275,4.1.1.37
ENSMUSG00000059890,140630,2.3.2.27
ENSMUSG00000033373,110606,2.5.1.58
ENSMUSG00000020376,59044,2.3.2.27
ENSMUSG00000042808,14776,1.11.1.9
ENSMUSG00000037347,60322,2.8.2.17
ENSMUSG00000031505,69225,4.2.1.93
ENSMUSG00000046861,76608,2.3.2.26
ENSMUSG00000019810,66848,3.2.1.51
ENSMUSG00000033735,20751,1.1.1.153
ENSMUSG00000027843,19260,3.1.3.48
ENSMUSG00000034931,217207,3.6.4.13
ENSMUSG00000032537,270190,2.7.10.1
ENSMUSG00000021236,12499,3.6.1.6
ENSMUSG00000001127,11836,2.7.11.1
ENSMUSG00000024942,12333,3.4.22.52
ENSMUSG00000021456,14120,3.1.3.11
ENSMUSG00000003617,12870,1.16.3.1
ENSMUSG00000069805,14121,3.1.3.11
ENSMUSG00000056228,71941,6.1.1.16
ENSMUSG00000034206,77782,2.7.7.7
ENSMUSG00000024807,74126,2.3.2.27
ENSMUSG00000026701,11758,1.11.1.7
ENSMUSG00000026701,11758,1.11.1.27
ENSMUSG00000022401,321003,3.4.11.9
ENSMUSG00000021238,104776,1.2.1.18
ENSMUSG00000021238,104776,1.2.1.27
ENSMUSG00000000673,107766,1.13.11.6
ENSMUSG00000022400,56438,2.3.2.32
ENSMUSG00000055024,328572,2.3.1.48
ENSMUSG00000021240,19300,7.6.2.8
ENSMUSG00000061119,72461,3.4.16.2
ENSMUSG00000027770,72162,3.6.4.13
ENSMUSG00000070407,54710,2.8.2.30
ENSMUSG00000028680,12795,2.7.11.21
ENSMUSG00000037167,278203,3.2.1.17
ENSMUSG00000024799,73166,1.3.1.70
ENSMUSG00000042148,70383,2.5.1.141
ENSMUSG00000003518,72349,3.1.3.16
ENSMUSG00000003518,72349,3.1.3.48
ENSMUSG00000027820,17380,3.4.24.11
ENSMUSG00000054999,381204,3.4.17.21
ENSMUSG00000037798,11720,2.5.1.6
ENSMUSG00000037568,226841,3.4.17.17
ENSMUSG00000047759,15478,2.8.2.30
ENSMUSG00000032478,54369,2.7.4.6
ENSMUSG00000020664,13382,1.8.1.4
ENSMUSG00000031314,270627,2.3.1.48
ENSMUSG00000031314,270627,2.7.11.1
ENSMUSG00000022477,11429,4.2.1.3
ENSMUSG00000036940,99982,1.14.99.66
ENSMUSG00000024953,54683,1.11.1.24
ENSMUSG00000020659,104836,2.3.2.27
ENSMUSG00000045691,105663,3.6.1.28
ENSMUSG00000094973,668137,3.6.4.13
ENSMUSG00000032477,12530,3.1.3.48
ENSMUSG00000022474,29858,5.4.2.8
ENSMUSG00000007682,13371,1.21.99.4
ENSMUSG00000042249,320129,2.7.11.15
ENSMUSG00000075707,107585,1.21.99.3
ENSMUSG00000005413,15368,1.14.14.18
ENSMUSG00000039062,16790,3.4.11.2
ENSMUSG00000005410,17218,5.6.2.3
ENSMUSG00000002428,20585,5.6.2.
ENSMUSG00000002428,20585,2.3.2.27
ENSMUSG00000019850,21929,3.4.19.12
ENSMUSG00000033122,15487,1.1.1.64
ENSMUSG00000036545,216725,3.4.24.14
ENSMUSG00000024960,18797,3.1.4.11
ENSMUSG00000023953,80905,2.7.7.7
ENSMUSG00000017376,18099,2.7.11.24
ENSMUSG00000028677,66743,2.3.2.27
ENSMUSG00000034160,108155,2.4.1.255
ENSMUSG00000040525,80794,2.3.2.27
ENSMUSG00000022186,67041,2.8.3.5
ENSMUSG00000056629,14227,5.2.1.8
ENSMUSG00000033102,218294,3.1.3.16
ENSMUSG00000033102,218294,3.1.3.48
ENSMUSG00000000326,12846,2.1.1.6
ENSMUSG00000071369,26408,2.7.11.25
ENSMUSG00000028664,13844,2.7.10.1
ENSMUSG00000038244,320878,1.14.13.225
ENSMUSG00000075704,26462,1.8.1.9
ENSMUSG00000047656,107328,2.7.1.160
ENSMUSG00000040265,103967,3.6.5.5
ENSMUSG00000118668,56613,2.7.11.1
ENSMUSG00000028661,13842,2.7.10.1
ENSMUSG00000079480,69713,5.2.1.8
ENSMUSG00000020826,18126,1.14.13.39
ENSMUSG00000006386,21687,2.7.10.1
ENSMUSG00000021477,13039,3.4.22.15
ENSMUSG00000067567,70315,3.5.1.98
ENSMUSG00000022253,68646,2.7.1.23
ENSMUSG00000021483,105278,2.7.11.22
ENSMUSG00000023307,69104,2.3.2.27
ENSMUSG00000048217,217214,2.3.1.1
ENSMUSG00000056999,15925,3.4.24.56
ENSMUSG00000042638,14917,4.6.1.2
ENSMUSG00000039109,74145,2.3.2.13
ENSMUSG00000019528,27357,2.4.1.186
ENSMUSG00000001865,12873,3.4.17.1
ENSMUSG00000036273,66725,2.7.11.1
ENSMUSG00000019990,29863,3.1.4.53
ENSMUSG00000078520,242711,3.4.21.70
ENSMUSG00000022791,51789,2.7.10.2
ENSMUSG00000022791,51789,2.7.11.1
ENSMUSG00000021622,76722,2.7.3.2
ENSMUSG00000061130,19043,3.1.3.16
ENSMUSG00000011463,76703,3.4.17.2
ENSMUSG00000029919,54486,5.3.99.2
ENSMUSG00000029919,54486,2.5.1.18
ENSMUSG00000031672,14719,2.6.1.1
ENSMUSG00000089694,100043497,2.3.1.80
ENSMUSG00000051262,93674,2.3.1.80
ENSMUSG00000023433,67868,3.4.21.70
ENSMUSG00000079495,100504710,2.3.1.80
ENSMUSG00000070738,227333,2.7.1.107
ENSMUSG00000079494,69049,2.3.1.80
ENSMUSG00000030004,68396,2.3.1.80
ENSMUSG00000033634,93673,2.3.1.80
ENSMUSG00000057103,66116,2.3.1.80
ENSMUSG00000026023,271697,2.7.11.22
ENSMUSG00000032547,20187,2.7.10.1
ENSMUSG00000040618,74551,4.1.1.32
ENSMUSG00000042046,213452,2.7.12.1
ENSMUSG00000028573,75578,2.7.1.47
ENSMUSG00000022574,223646,6.3.4.21
ENSMUSG00000030541,269951,1.1.1.42
ENSMUSG00000037542,237320,1.2.1.32
ENSMUSG00000020385,12750,2.7.12.1
ENSMUSG00000008435,108841,1.1.1.300
ENSMUSG00000030217,109978,2.4.2.31
ENSMUSG00000019970,20393,2.7.11.1
ENSMUSG00000037722,54342,2.3.1.4
ENSMUSG00000030254,58186,2.3.2.27
ENSMUSG00000033520,320581,5.3.3.2
ENSMUSG00000033352,26398,2.7.12.2
ENSMUSG00000071037,73582,2.1.1.60
ENSMUSG00000040213,229905,2.6.1.7
ENSMUSG00000040213,229905,4.4.1.13
ENSMUSG00000040213,229905,2.6.1.64
ENSMUSG00000058258,319554,5.3.3.2
ENSMUSG00000024222,14229,5.2.1.8
ENSMUSG00000002228,71887,3.1.3.16
ENSMUSG00000028571,230459,1.14.14.1
ENSMUSG00000028571,230459,1.14.14.73
ENSMUSG00000028571,230459,1.14.14.74
ENSMUSG00000028571,230459,1.14.14.75
ENSMUSG00000032252,93683,5.1.3.17
ENSMUSG00000021364,54326,2.3.1.199
ENSMUSG00000081225,242546,1.14.14.1
ENSMUSG00000081225,242546,1.14.14.73
ENSMUSG00000081225,242546,1.14.14.74
ENSMUSG00000081225,242546,1.14.14.75
ENSMUSG00000028538,20441,2.4.3.6
ENSMUSG00000093806,107626,2.1.1.4
ENSMUSG00000020642,108089,2.3.2.31
ENSMUSG00000022571,66194,1.5.1.2
ENSMUSG00000102758,635702,3.4.17.21
ENSMUSG00000022570,22122,1.1.1.271
ENSMUSG00000066097,100066,1.14.14.1
ENSMUSG00000066097,100066,1.14.14.73
ENSMUSG00000066097,100066,1.14.14.74
ENSMUSG00000066097,100066,1.14.14.75
ENSMUSG00000082932,665095,1.14.14.1
ENSMUSG00000082932,665095,1.14.14.73
ENSMUSG00000082932,665095,1.14.14.74
ENSMUSG00000082932,665095,1.14.14.75
ENSMUSG00000052914,13110,1.14.14.1
ENSMUSG00000052914,13110,1.14.14.73
ENSMUSG00000052914,13110,1.14.14.74
ENSMUSG00000052914,13110,1.14.14.75
ENSMUSG00000024811,74493,2.4.2.30
ENSMUSG00000015224,74519,1.14.14.1
ENSMUSG00000015224,74519,1.14.14.73
ENSMUSG00000015224,74519,1.14.14.74
ENSMUSG00000015224,74519,1.14.14.75
ENSMUSG00000062393,331374,2.7.1.107
ENSMUSG00000052520,13109,1.14.14.1
ENSMUSG00000052520,13109,1.14.14.73
ENSMUSG00000052520,13109,1.14.14.74
ENSMUSG00000052520,13109,1.14.14.75
ENSMUSG00000002227,17454,3.6.4.13
ENSMUSG00000005501,227334,3.4.19.12
ENSMUSG00000069712,114671,3.4.22.68
ENSMUSG00000063704,332110,2.7.11.24
ENSMUSG00000020638,22169,2.7.4.14
ENSMUSG00000033326,230674,1.14.11.66
ENSMUSG00000033326,230674,1.14.11.69
ENSMUSG00000020910,66358,3.6.1.13
ENSMUSG00000020910,66358,3.6.1.16
ENSMUSG00000020910,66358,3.6.1.53
ENSMUSG00000021036,20773,2.3.1.50
ENSMUSG00000079036,211064,1.14.11.51
ENSMUSG00000079036,211064,4.2.99.18
ENSMUSG00000004591,109333,2.7.11.13
ENSMUSG00000037697,114874,3.1.1.118
ENSMUSG00000004865,20815,2.7.11.1
ENSMUSG00000040605,56175,3.4.23.45
ENSMUSG00000020010,26464,3.5.1.92
ENSMUSG00000033295,19268,3.1.3.48
ENSMUSG00000037440,22361,3.5.1.92
ENSMUSG00000067215,635253,3.4.19.12
ENSMUSG00000018995,244141,6.1.1.22
ENSMUSG00000027248,14827,5.3.4.1
ENSMUSG00000031583,22427,5.6.2.4
ENSMUSG00000016308,22209,2.3.2.23
ENSMUSG00000025130,18453,5.3.4.1
ENSMUSG00000037370,18605,3.1.4.1
ENSMUSG00000037370,18605,3.6.1.9
ENSMUSG00000067336,12168,2.7.11.30
ENSMUSG00000050973,269952,2.7.7.78
ENSMUSG00000020636,94041,3.5.3.4
ENSMUSG00000030002,72102,3.1.3.16
ENSMUSG00000030002,72102,3.1.3.48
ENSMUSG00000071650,14376,3.2.1.207
ENSMUSG00000090165,394430,2.4.1.17
ENSMUSG00000020630,19819,3.1.26.4
ENSMUSG00000037628,72391,3.1.3.16
ENSMUSG00000037628,72391,3.1.3.48
ENSMUSG00000009630,19053,3.1.3.16
ENSMUSG00000020629,104923,1.13.11.53
ENSMUSG00000020629,104923,1.13.11.54
ENSMUSG00000003500,23917,1.1.1.205
ENSMUSG00000019989,209558,3.1.4.1
ENSMUSG00000019989,209558,3.6.1.9
ENSMUSG00000015599,106763,2.7.11.26
ENSMUSG00000036834,269437,3.1.4.11
ENSMUSG00000031584,14782,1.8.1.7
ENSMUSG00000047098,268749,2.3.2.31
ENSMUSG00000050002,75731,2.7.1.12
ENSMUSG00000035713,244144,3.4.19.12
ENSMUSG00000071649,72727,2.4.1.135
ENSMUSG00000090175,394434,2.4.1.17
ENSMUSG00000045467,269954,6.3.2.61
ENSMUSG00000021190,19141,3.4.22.34
ENSMUSG00000089675,613123,2.4.1.17
ENSMUSG00000025332,20591,1.14.11.67
ENSMUSG00000057963,217837,2.7.1.159
ENSMUSG00000057963,217837,2.7.1.134
ENSMUSG00000026622,18005,2.7.11.1
ENSMUSG00000028771,19248,3.1.3.48
ENSMUSG00000023972,71461,2.7.10.1
ENSMUSG00000071573,67795,1.6.3.5
ENSMUSG00000030223,19277,3.1.3.48
ENSMUSG00000035704,381903,2.4.1.265
ENSMUSG00000025137,68671,2.7.7.14
ENSMUSG00000041712,66622,2.3.2.27
ENSMUSG00000090124,394432,2.4.1.17
ENSMUSG00000029480,208144,3.6.4.13
ENSMUSG00000024782,56248,2.7.4.10
ENSMUSG00000053436,26416,2.7.11.24
ENSMUSG00000090145,394435,2.4.1.17
ENSMUSG00000006390,54325,2.3.1.199
ENSMUSG00000029482,78894,6.2.1.16
ENSMUSG00000054545,94284,2.4.1.17
ENSMUSG00000089943,394433,2.4.1.17
ENSMUSG00000000385,50528,3.4.21.122
ENSMUSG00000025665,67071,2.7.11.1
ENSMUSG00000021595,28114,2.1.1.203
ENSMUSG00000025209,226153,5.6.2.3
ENSMUSG00000032086,23821,3.4.23.46
ENSMUSG00000029245,13839,2.7.10.1
ENSMUSG00000090171,22236,2.4.1.17
ENSMUSG00000089960,394436,2.4.1.17
ENSMUSG00000022683,26565,3.1.1.4
ENSMUSG00000025138,209011,2.3.1.286
ENSMUSG00000021594,78925,1.3.1.22
ENSMUSG00000034575,210106,2.7.7.19
ENSMUSG00000025203,20250,1.14.19.1
ENSMUSG00000046791,71952,1.14.11.79
ENSMUSG00000046791,71952,1.14.11.67
ENSMUSG00000046791,71952,1.14.11.69
ENSMUSG00000021226,171210,3.1.2.2
ENSMUSG00000052981,76980,2.3.2.23
ENSMUSG00000072949,26897,3.1.2.2
ENSMUSG00000050195,329065,1.14.19.1
ENSMUSG00000037071,20249,1.14.19.1
ENSMUSG00000052392,171282,3.1.2.2
ENSMUSG00000021228,171281,3.1.2.2
ENSMUSG00000042540,217698,3.1.2.2
ENSMUSG00000020389,213084,2.7.11.22
ENSMUSG00000058444,23938,2.7.12.2
ENSMUSG00000036450,319594,1.14.11.30
ENSMUSG00000033191,21846,2.7.10.1
ENSMUSG00000027823,229363,6.3.5.2
ENSMUSG00000004864,26415,2.7.11.24
ENSMUSG00000030225,232449,4.1.2.4
ENSMUSG00000002103,11432,3.1.3.2
ENSMUSG00000030269,97287,3.1.3.64
ENSMUSG00000030269,97287,3.1.3.95
ENSMUSG00000093930,208715,2.3.3.10
ENSMUSG00000095930,245269,2.7.11.1
ENSMUSG00000004085,65964,2.7.11.25
ENSMUSG00000026692,226564,1.14.13.8
ENSMUSG00000025140,209027,1.5.1.2
ENSMUSG00000007411,17169,2.7.11.1
ENSMUSG00000035898,231380,6.2.1.45
ENSMUSG00000020349,19052,3.1.3.16
ENSMUSG00000024899,23972,2.7.7.4
ENSMUSG00000024899,23972,2.7.1.25
ENSMUSG00000020707,71956,2.3.2.27
ENSMUSG00000002769,14711,2.1.1.20
ENSMUSG00000040181,14261,1.14.13.8
ENSMUSG00000042988,77583,3.1.1.98
ENSMUSG00000043286,433091,2.3.1.296
ENSMUSG00000001270,12709,2.7.3.2
ENSMUSG00000060950,328162,2.1.1.219
ENSMUSG00000060950,328162,2.1.1.220
ENSMUSG00000002847,85031,3.1.1.111
ENSMUSG00000002844,11544,3.2.2.19
ENSMUSG00000013663,19211,3.1.3.16
ENSMUSG00000013663,19211,3.1.3.48
ENSMUSG00000013663,19211,3.1.3.67
ENSMUSG00000020905,216835,3.4.19.12
ENSMUSG00000034064,224143,2.4.1.376
ENSMUSG00000034064,224143,2.4.2.63
ENSMUSG00000035824,57813,2.7.1.21
ENSMUSG00000073079,24067,3.6.5.4
ENSMUSG00000044968,242864,3.1.4.54
ENSMUSG00000008540,56615,2.5.1.18
ENSMUSG00000023088,17250,7.6.2.3
ENSMUSG00000025630,15452,2.4.2.8
ENSMUSG00000024903,100470,1.4.3.2
ENSMUSG00000023977,224826,2.3.2.27
ENSMUSG00000021279,217866,2.7.11.1
ENSMUSG00000029998,66881,1.8.3.5
ENSMUSG00000029998,66881,1.8.3.6
ENSMUSG00000030230,114875,3.1.4.11
ENSMUSG00000029017,73078,3.4.24.64
ENSMUSG00000021557,67269,3.4.17.24
ENSMUSG00000032480,72831,3.6.4.13
ENSMUSG00000040170,55990,1.14.13.8
ENSMUSG00000024006,106504,2.7.11.1
ENSMUSG00000051022,15476,2.8.2.23
ENSMUSG00000095576,226565,1.14.13.8
ENSMUSG00000026691,14262,1.14.13.8
ENSMUSG00000022793,56375,2.4.1.90
ENSMUSG00000022793,56375,2.4.1.275
ENSMUSG00000034640,99929,2.4.2.30
ENSMUSG00000050271,244418,2.7.10.2
ENSMUSG00000024007,68816,5.2.1.8
ENSMUSG00000031883,12354,4.2.1.1
ENSMUSG00000029260,100727,2.4.1.17
ENSMUSG00000048371,382051,3.1.3.43
ENSMUSG00000042121,231637,3.1.3.16
ENSMUSG00000042121,231637,3.1.3.48
ENSMUSG00000031438,66889,2.3.2.27
ENSMUSG00000017692,246104,3.4.21.105
ENSMUSG00000035836,71773,2.4.1.17
ENSMUSG00000035811,243085,2.4.1.17
ENSMUSG00000062778,81600,3.2.1.14
ENSMUSG00000027695,18805,3.1.4.4
ENSMUSG00000042096,13142,1.4.3.3
ENSMUSG00000030774,18479,2.7.11.1
ENSMUSG00000070704,231396,2.4.1.17
ENSMUSG00000023070,19733,3.1.1.17
ENSMUSG00000041741,54611,3.1.4.17
ENSMUSG00000057230,269774,2.7.11.1
ENSMUSG00000035248,214290,2.7.7.52
ENSMUSG00000054630,22238,2.4.1.17
ENSMUSG00000026737,18718,2.7.1.149
ENSMUSG00000055730,102022,3.1.1.1
ENSMUSG00000055730,102022,3.1.1.84
ENSMUSG00000055730,102022,3.1.1.56
ENSMUSG00000057425,112417,2.4.1.17
ENSMUSG00000032561,56318,3.1.3.2
ENSMUSG00000032561,56318,3.1.3.5
ENSMUSG00000028560,230484,3.4.19.12
ENSMUSG00000029772,74340,3.13.2.1
ENSMUSG00000035780,72094,2.4.1.17
ENSMUSG00000050097,234669,3.1.1.1
ENSMUSG00000050097,234669,3.1.1.84
ENSMUSG00000050097,234669,3.1.1.56
ENSMUSG00000001924,22201,6.2.1.45
ENSMUSG00000061825,234671,3.1.1.1
ENSMUSG00000061825,234671,3.1.1.84
ENSMUSG00000061825,234671,3.1.1.56
ENSMUSG00000004344,14780,1.11.1.9
ENSMUSG00000003131,18475,3.1.1.47
ENSMUSG00000004341,75512,1.11.1.9
ENSMUSG00000027902,229688,3.2.1.14
ENSMUSG00000028756,68943,2.7.11.1
ENSMUSG00000028755,72269,3.5.4.5
ENSMUSG00000041241,68350,2.3.2.27
ENSMUSG00000031886,234673,3.1.1.1
ENSMUSG00000031886,234673,3.1.1.84
ENSMUSG00000031886,234673,3.1.1.56
ENSMUSG00000031065,18555,2.7.11.22
ENSMUSG00000039470,70546,2.3.1.225
ENSMUSG00000021326,19720,2.3.2.27
ENSMUSG00000028641,56401,1.14.11.7
ENSMUSG00000090083,58230,2.3.2.27
ENSMUSG00000031066,236733,3.4.19.12
ENSMUSG00000061906,100559,2.4.1.17
ENSMUSG00000062826,71903,3.1.1.1
ENSMUSG00000062826,71903,3.1.1.84
